genes,descriptions,num_populations,is_shared,Central,Western,Eastern
TPPP,tubulin polymerization promoting protein,2,Yes,NA,7.524446132,11.31819996
C21H21orf58,chromosome 21 C21orf58 homolog,2,Yes,NA,10.33213539,11.29442635
FAM20C,FAM20C golgi associated secretory pathway kinase,2,Yes,11.27465971,8.838468588,NA
CCR6,C-C motif chemokine receptor 6,2,Yes,NA,11.2503783,10.86990578
LOC129143874,uncharacterized LOC129143874,2,Yes,NA,7.972967431,11.22246879
XKR6,XK related 6,2,Yes,11.20543899,8.939078624,NA
ZNG1B,Zn regulated GTPase metalloprotein activator 1B,2,Yes,NA,11.09556997,11.13371237
CTDP1,CTD phosphatase subunit 1,2,Yes,10.41940986,11.13077627,NA
LOC112209258,uncharacterized LOC112209258,2,Yes,NA,10.53442266,11.11508453
LOC751032,uncharacterized LOC751032,2,Yes,11.10049787,NA,10.23671327
TBC1D22A,TBC1 domain family member 22A,2,Yes,NA,9.590853124,11.03996547
SPHKAP,SPHK1 interactor%2C AKAP domain containing,2,Yes,11.0357378,NA,9.663326107
LOC107966570,WASH complex subunit 2A-like,2,Yes,11.02013342,7.511627968,NA
PARD6G,par-6 family cell polarity regulator gamma,2,Yes,NA,10.77580638,10.98175344
LOC107972857,bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7,2,Yes,10.97555526,8.644993911,NA
SBNO2,strawberry notch homolog 2,2,Yes,10.97166011,NA,8.978349394
SNTG1,syntrophin gamma 1,2,Yes,NA,9.28984685,10.95456875
MEGF6,multiple EGF like domains 6,2,Yes,10.89801185,8.121472597,NA
TRPM5,transient receptor potential cation channel subfamily M member 5,2,Yes,NA,7.552956419,10.83952547
KANK1,KN motif and ankyrin repeat domains 1,2,Yes,NA,9.104573408,10.8377426
SDK1,sidekick cell adhesion molecule 1,2,Yes,10.82642623,8.885602406,NA
LAIR1,leukocyte associated immunoglobulin like receptor 1,2,Yes,NA,8.360856762,10.82428459
LOC104008369,uncharacterized LOC104008369,2,Yes,10.80144336,7.763909259,NA
LOC100610781,zinc finger protein 665-like,2,Yes,NA,8.145156622,10.79550544
LOC134808563,uncharacterized LOC134808563,2,Yes,NA,10.78157961,10.07176388
RASSF7,Ras association domain family member 7,2,Yes,NA,8.102293852,10.75095989
CHL1,cell adhesion molecule L1 like,2,Yes,10.72794359,8.213211509,NA
LOC129135354,E3 ubiquitin-protein ligase TRIM52,2,Yes,NA,10.71516361,9.791182302
RGS12,regulator of G protein signaling 12,2,Yes,NA,10.71440242,10.63412289
RETREG1,reticulophagy regulator 1,2,Yes,NA,9.708751016,10.66798869
LOC134808389,immunoglobulin gamma-1 heavy chain-like,2,Yes,NA,9.548652451,10.63273172
LOC107973006,cytosolic phospholipase A2 beta,2,Yes,NA,8.349038868,10.61238392
LOC134807112,MAM and LDL-receptor class A domain-containing protein 1-like,2,Yes,10.59215884,NA,10.50211487
MLPH,melanophilin,2,Yes,10.57878301,NA,9.026084811
MYT1L,myelin transcription factor 1 like,2,Yes,NA,10.25579183,10.57313414
LOC134807676,uncharacterized LOC134807676,2,Yes,NA,8.428298111,10.56613694
TUBGCP3,tubulin gamma complex component 3,2,Yes,NA,10.53858506,10.52414676
PATR-B,major histocompatibility complex%2C class I%2C B,2,Yes,NA,8.94280176,10.50844786
ZNF888,zinc finger protein 888,2,Yes,NA,10.19019179,10.43049037
LOC104006319,uncharacterized LOC104006319,2,Yes,NA,9.332236282,10.41930429
SIRPG,signal regulatory protein gamma,2,Yes,10.39273259,NA,10.41844454
DMBT1,deleted in malignant brain tumors 1,2,Yes,NA,7.991098259,10.41204219
ANKRD11,ankyrin repeat domain containing 11,2,Yes,NA,8.192745329,10.3940326
LOC112208690,myosin light chain kinase 2%2C skeletal/cardiac muscle-like,2,Yes,10.38853419,9.937794893,NA
DACT2,dishevelled binding antagonist of beta catenin 2,2,Yes,NA,7.596416895,10.38146307
LOC134809069,proline-rich protein 23D1-like,2,Yes,NA,7.945620996,10.35604823
LOC468717,putative protein C3P1,2,Yes,NA,7.995029278,10.31935743
ZSCAN5A,zinc finger and SCAN domain containing 5A,2,Yes,NA,9.371341736,10.27179949
LOC134808486,uncharacterized LOC134808486,2,Yes,NA,8.103572166,10.2660034
LOC134809972,uncharacterized LOC134809972,2,Yes,NA,7.916619294,10.26197776
USH2A,usherin,2,Yes,10.25706761,NA,9.742504373
LOC129143146,uncharacterized LOC129143146,2,Yes,NA,8.781175935,10.23699416
TERT,telomerase reverse transcriptase,2,Yes,10.23259383,8.110451723,NA
GRM7,glutamate metabotropic receptor 7,2,Yes,10.23055831,7.528195059,NA
C10H10orf90,chromosome 10 C10orf90 homolog,2,Yes,10.19461173,7.929009186,NA
LOC129144186,TATA-box-binding protein-associated factor 11-like protein 5,2,Yes,10.19138386,8.728448656,NA
C11H11orf40,chromosome 11 C11orf40 homolog,2,Yes,NA,9.121084042,10.18955104
ART1,ADP-ribosyltransferase 1,2,Yes,10.18672351,7.715414362,NA
LOC134807598,uncharacterized LOC134807598,2,Yes,10.17272544,NA,10.06984212
SPMAP2,sperm microtubule associated protein 2,2,Yes,NA,10.17172951,9.264532042
LOC134810809,uncharacterized LOC134810809,2,Yes,NA,10.11559307,9.266358807
MUC16,mucin 16%2C cell surface associated,2,Yes,10.11510738,NA,9.025421074
ZNF695,zinc finger protein 695,2,Yes,NA,9.853672088,10.09174408
LOC134810227,uncharacterized LOC134810227,2,Yes,NA,8.085022829,10.06231839
SLC13A3,solute carrier family 13 member 3,2,Yes,10.0492348,7.610060776,NA
SPATA19,spermatogenesis associated 19,2,Yes,NA,7.782896186,10.03225269
LOC736783,chymotrypsinogen B,2,Yes,NA,7.580638498,10.02655844
MCF2L,MCF.2 cell line derived transforming sequence like,2,Yes,NA,9.267307992,10.00659819
BET1L,Bet1 golgi vesicular membrane trafficking protein like,2,Yes,NA,8.504784376,9.963552759
FAM107B,family with sequence similarity 107 member B,2,Yes,NA,7.785202965,9.934565435
PPP6R2,protein phosphatase 6 regulatory subunit 2,2,Yes,NA,8.662309103,9.916303828
CFAP74,cilia and flagella associated protein 74,2,Yes,NA,8.109884053,9.881815054
LOC107973995,uncharacterized LOC107973995,2,Yes,NA,8.087652121,9.861509592
CNDP2,carnosine dipeptidase 2,2,Yes,NA,7.824337731,9.775355707
ZNF578,zinc finger protein 578,2,Yes,NA,8.600245097,9.77255644
RNF150,ring finger protein 150,2,Yes,NA,7.620363599,9.709590743
ADAMTSL1,ADAMTS like 1,2,Yes,NA,8.04011672,9.608360832
TPD52L2,TPD52 like 2,2,Yes,NA,8.666430985,9.592017717
ZNF517,zinc finger protein 517,2,Yes,NA,8.754521723,9.559849568
LOC750524,spectrin beta chain%2C non-erythrocytic 5-like,2,Yes,NA,8.203682881,9.543729823
FTCD,formimidoyltransferase cyclodeaminase,2,Yes,NA,8.154258113,9.52562227
EDIL3,EGF like repeats and discoidin domains 3,2,Yes,NA,7.542991453,9.508328734
LOC129143170,PRAME family member 15,2,Yes,NA,9.053049817,9.48644811
LOC134810183,MHC class I polypeptide-related sequence B-like,2,Yes,NA,8.033151486,9.388608833
LOC750356,mucin-20,2,Yes,NA,8.674389657,9.34943969
GRHL3,grainyhead like transcription factor 3,2,Yes,NA,7.668144148,9.346698897
ATP13A3,ATPase 13A3,2,Yes,NA,8.008045063,9.346232175
LOC112206647,uncharacterized LOC112206647,2,Yes,NA,7.654295819,9.342416648
DOCK1,dedicator of cytokinesis 1,2,Yes,NA,8.395839711,9.272093427
LOC129143336,PRAME family member 15-like,2,Yes,NA,9.164159266,9.248472222
GFPT2,glutamine-fructose-6-phosphate transaminase 2,2,Yes,NA,8.406924974,9.207011192
PANK4,pantothenate kinase 4 (inactive),2,Yes,NA,7.60175814,9.177894637
TMEM132D,transmembrane protein 132D,2,Yes,NA,8.91073588,9.126447497
NPHP4,nephrocystin 4,2,Yes,NA,7.552768015,9.074416442
OPCML,opioid binding protein/cell adhesion molecule like,2,Yes,NA,8.074750053,9.070576385
AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,2,Yes,NA,8.551952561,9.048704367
AHRR,aryl hydrocarbon receptor repressor,2,Yes,NA,8.280686672,9.03773545
NTM,neurotrimin,2,Yes,NA,7.694661023,8.98974518
LOC101059730,kinesin-like protein KIF28P,2,Yes,NA,7.89888247,8.95707353
LOC129138017,ret finger protein-like 4A,1,No,22.58997762,NA,NA
LOC129138020,ret finger protein-like 4A,1,No,21.68056783,NA,NA
LOC100610718,ret finger protein-like 4A,1,No,18.41222128,NA,NA
GYPB,glycophorin B (MNS blood group),1,No,17.40441849,NA,NA
LOC129144382,cytosolic phospholipase A2 beta-like,1,No,17.15103787,NA,NA
LOC100615916,uncharacterized LOC100615916,1,No,16.87061369,NA,NA
LOC100615558,immunoglobulin heavy variable 4-30-4-like,1,No,16.29236785,NA,NA
LOC129138024,ret finger protein-like 4A,1,No,NA,NA,15.57453589
PPP1R12C,protein phosphatase 1 regulatory subunit 12C,1,No,NA,NA,15.3426403
LOC129144376,protein eyes shut homolog,1,No,14.91864905,NA,NA
SMG6,SMG6 nonsense mediated mRNA decay factor,1,No,13.60088648,NA,NA
DPEP1,dipeptidase 1,1,No,13.44108432,NA,NA
LOC134810508,MAM and LDL-receptor class A domain-containing protein 1-like,1,No,13.18556756,NA,NA
LOC129143374,PRAME family member 1-like,1,No,13.15687776,NA,NA
LOC750374,PRAME family member 15,1,No,13.13640188,NA,NA
LOC134808837,MAM and LDL-receptor class A domain-containing protein 1-like,1,No,NA,NA,13.12803744
LOC134810606,putative uncharacterized protein FLJ44672,1,No,12.9485317,NA,NA
LOC129136381,uncharacterized LOC129136381,1,No,12.94521439,NA,NA
LOC107966870,uncharacterized LOC107966870,1,No,12.89619787,NA,NA
NR2E3,nuclear receptor subfamily 2 group E member 3,1,No,12.81135904,NA,NA
CFHR4,complement factor H related 4,1,No,12.80478441,NA,NA
LOC129138023,ret finger protein-like 4A,1,No,NA,NA,12.74412045
LOC129138211,PRAME family member 11-like,1,No,NA,12.66253064,NA
LOC134807488,putative solute carrier organic anion transporter family member 1B7,1,No,12.64343709,NA,NA
OR2M4,olfactory receptor family 2 subfamily M member 4,1,No,12.62680679,NA,NA
LOC129143475,uncharacterized LOC129143475,1,No,12.46759421,NA,NA
LOC129138018,ret finger protein-like 4A,1,No,12.46417907,NA,NA
WDR45B,WD repeat domain 45B,1,No,NA,NA,12.42986731
DIP2A,disco interacting protein 2 homolog A,1,No,12.42147003,NA,NA
LOC129135373,mitogen-activated protein kinase-binding protein 1-like,1,No,12.38505963,NA,NA
TECRL,trans-2%2C3-enoyl-CoA reductase like,1,No,12.23396294,NA,NA
PDE6B,phosphodiesterase 6B,1,No,12.16122073,NA,NA
LOC129137559,eukaryotic initiation factor 4A-III-like,1,No,12.05206373,NA,NA
LOC104005712,uncharacterized LOC104005712,1,No,12.02418928,NA,NA
LOC134810701,uncharacterized LOC134810701,1,No,NA,12.00167807,NA
PRAMEF7,PRAME family member 7,1,No,11.99718458,NA,NA
LOC129143363,PRAME family member 15-like,1,No,11.96001953,NA,NA
LOC129143704,uncharacterized LOC129143704,1,No,11.87041926,NA,NA
LOC129137369,MAM and LDL-receptor class A domain-containing protein 1-like,1,No,NA,NA,11.86012255
P2RX5,purinergic receptor P2X 5,1,No,11.79032478,NA,NA
CRACD,capping protein inhibiting regulator of actin dynamics,1,No,11.68297919,NA,NA
LOC134807945,uncharacterized LOC134807945,1,No,11.63068412,NA,NA
CPQ,carboxypeptidase Q,1,No,11.6296586,NA,NA
XKR4,XK related 4,1,No,11.59275936,NA,NA
LOC134809653,phosphoglucomutase-like protein 5,1,No,NA,NA,11.57952121
LOC134806927,uncharacterized LOC134806927,1,No,11.56250433,NA,NA
LOC107967703,uncharacterized LOC107967703,1,No,11.51804634,NA,NA
LOC134808663,putative protein FAM157B,1,No,11.51715784,NA,NA
NXPH1,neurexophilin 1,1,No,11.51538201,NA,NA
PATR-DPB1,major histocompatibility complex%2C class II%2C DP beta 1,1,No,11.49076509,NA,NA
PRKG1,protein kinase cGMP-dependent 1,1,No,11.48806397,NA,NA
LOC104005668,uncharacterized LOC104005668,1,No,11.4251955,NA,NA
AMY2B,amylase alpha 2B,1,No,11.42397083,NA,NA
LOC745955,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like,1,No,NA,11.38087707,NA
LOC129137991,MAM and LDL-receptor class A domain-containing protein 1-like,1,No,NA,NA,11.3704429
LOC104001824,uncharacterized LOC104001824,1,No,11.33085204,NA,NA
DOT1L,DOT1 like histone lysine methyltransferase,1,No,NA,11.30122742,NA
LOC134808146,uncharacterized LOC134808146,1,No,11.28924339,NA,NA
LOC107969247,uncharacterized LOC107969247,1,No,11.27600585,NA,NA
LOC134809638,protein MOST-1,1,No,NA,11.25054142,NA
LOC112207414,nuclear pore complex-interacting protein family member B4,1,No,11.24561543,NA,NA
LOC129138495,U6 spliceosomal RNA,1,No,11.24555027,NA,NA
LOC129143350,PRAME family member 1-like,1,No,11.22278396,NA,NA
SNTB1,syntrophin beta 1,1,No,11.20182275,NA,NA
LOC129144420,bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7,1,No,11.17632992,NA,NA
GCAWKR,gastric cancer associated WDR5 and KAT2A binding lncRNA,1,No,11.17632491,NA,NA
LEPR,leptin receptor,1,No,11.15928246,NA,NA
LOC104007069,uncharacterized LOC104007069,1,No,11.15310353,NA,NA
MYO3B,myosin IIIB,1,No,11.13464585,NA,NA
PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,1,No,11.1303535,NA,NA
LOC129143542,uncharacterized LOC129143542,1,No,11.12468537,NA,NA
CAMK1D,calcium/calmodulin dependent protein kinase ID,1,No,11.12215493,NA,NA
LOC456645,rhesus-like protein,1,No,11.11884043,NA,NA
NEDD4L,NEDD4 like E3 ubiquitin protein ligase,1,No,11.11764169,NA,NA
LOC129143988,uncharacterized LOC129143988,1,No,11.0839234,NA,NA
LOC134808481,uncharacterized LOC134808481,1,No,11.07907167,NA,NA
LOC466370,olfactory receptor 52A5,1,No,11.07491536,NA,NA
PRKN,parkin RBR E3 ubiquitin protein ligase,1,No,11.0742214,NA,NA
LOC748623,T cell receptor alpha variable 14/delta variable 4-like,1,No,11.06186856,NA,NA
LOC746419,PRAME family member 15,1,No,NA,NA,11.04686272
ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,1,No,11.0347995,NA,NA
PSD3,pleckstrin and Sec7 domain containing 3,1,No,11.0323545,NA,NA
KLRD1,killer cell lectin like receptor D1,1,No,11.02243704,NA,NA
LOC104008393,acyl-coenzyme A synthetase ACSM1%2C mitochondrial-like,1,No,NA,NA,10.98618007
LOC129143377,heterogeneous nuclear ribonucleoprotein C-like 3,1,No,10.97079619,NA,NA
LOC129137437,nuclear pore complex-interacting protein family member B15-like,1,No,10.96910481,NA,NA
LOC104001710,uncharacterized LOC104001710,1,No,10.96383539,NA,NA
LOC129135632,uncharacterized LOC129135632,1,No,10.96175686,NA,NA
PDYN,prodynorphin,1,No,10.95859873,NA,NA
LOC107969093,spectrin beta chain%2C non-erythrocytic 5-like,1,No,NA,NA,10.94014646
NAV3,neuron navigator 3,1,No,10.92788061,NA,NA
F11,coagulation factor XI,1,No,10.90739187,NA,NA
TMC7,transmembrane channel like 7,1,No,10.90453724,NA,NA
PPP2R2C,protein phosphatase 2 regulatory subunit Bgamma,1,No,10.88960341,NA,NA
LOC134806951,TAFA chemokine like family member 1,1,No,10.84407116,NA,NA
LOC112205353,immunoglobulin heavy constant alpha 1-like,1,No,NA,NA,10.83864228
BTBD9,BTB domain containing 9,1,No,10.81896422,NA,NA
UGT2A2,UDP glucuronosyltransferase family 2 member A2,1,No,NA,NA,10.80999826
LOC107974243,uncharacterized LOC107974243,1,No,10.78814169,NA,NA
LOC134810390,uncharacterized LOC134810390,1,No,NA,NA,10.78616372
PDZRN4,PDZ domain containing ring finger 4,1,No,10.78375604,NA,NA
LRRTM4,leucine rich repeat transmembrane neuronal 4,1,No,10.77051905,NA,NA
PRIM2,DNA primase subunit 2,1,No,NA,NA,10.75061095
LOC107976252,uncharacterized LOC107976252,1,No,10.72681849,NA,NA
TOLLIP,toll interacting protein,1,No,10.71951228,NA,NA
LOC112207701,U6 spliceosomal RNA,1,No,10.7117224,NA,NA
RAP1GAP2,RAP1 GTPase activating protein 2,1,No,10.70726296,NA,NA
LOC104007515,uncharacterized LOC104007515,1,No,NA,10.69392749,NA
LOC129137367,uncharacterized LOC129137367,1,No,10.69032063,NA,NA
LOC134810163,serine/threonine-protein kinase Nek4-like,1,No,10.68371943,NA,NA
LOC104005436,uncharacterized LOC104005436,1,No,10.67945429,NA,NA
LOC134810549,uncharacterized LOC134810549,1,No,10.67585655,NA,NA
RBFOX1,RNA binding fox-1 homolog 1,1,No,10.67117418,NA,NA
LOC129138555,MAM and LDL-receptor class A domain-containing protein 1-like,1,No,10.65342599,NA,NA
ARHGEF10,Rho guanine nucleotide exchange factor 10,1,No,10.6477602,NA,NA
GAS2,growth arrest specific 2,1,No,10.64005892,NA,NA
LOC100616520,HLA class II histocompatibility antigen%2C DQ beta 1 chain,1,No,10.62227222,NA,NA
LOC129135766,uncharacterized LOC129135766,1,No,10.59982393,NA,NA
LOC134810063,uncharacterized LOC134810063,1,No,10.59517416,NA,NA
SVOPL,SVOP like,1,No,10.58926609,NA,NA
LOC104005445,uncharacterized LOC104005445,1,No,10.56847664,NA,NA
LOC134809951,uncharacterized LOC134809951,1,No,10.54785629,NA,NA
FARP2,FERM%2C ARH/RhoGEF and pleckstrin domain protein 2,1,No,10.54456372,NA,NA
LOC129137546,uncharacterized LOC129137546,1,No,10.53721437,NA,NA
AGAP6,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 6,1,No,NA,NA,10.5265591
ABCA13,ATP binding cassette subfamily A member 13,1,No,10.52488947,NA,NA
LOC749440,immunoglobulin heavy variable 4-34-like,1,No,10.50950416,NA,NA
CCDC77,coiled-coil domain containing 77,1,No,NA,10.48797958,NA
LOC134808290,uncharacterized LOC134808290,1,No,10.47902869,NA,NA
LHFPL6,LHFPL tetraspan subfamily member 6,1,No,10.47634705,NA,NA
LOC107975046,uncharacterized LOC107975046,1,No,10.45896627,NA,NA
SLC19A3,solute carrier family 19 member 3,1,No,10.45302233,NA,NA
KCNIP4,potassium voltage-gated channel interacting protein 4,1,No,10.44493019,NA,NA
PATR-DPA1,major histocompatibility complex%2C class II%2C DP alpha 1,1,No,10.4259662,NA,NA
LOC134808004,uncharacterized LOC134808004,1,No,NA,10.42253277,NA
SYNE1,spectrin repeat containing nuclear envelope protein 1,1,No,10.41882038,NA,NA
PRKCZ,protein kinase C zeta,1,No,NA,NA,10.4179703
WDR7,WD repeat domain 7,1,No,10.40352369,NA,NA
CCDC102B,coiled-coil domain containing 102B,1,No,10.40285376,NA,NA
ITGA8,integrin subunit alpha 8,1,No,10.40162458,NA,NA
RIPK1,receptor interacting serine/threonine kinase 1,1,No,NA,NA,10.38776062
TMEM51,transmembrane protein 51,1,No,10.3737855,NA,NA
LOC129138202,spectrin beta chain%2C non-erythrocytic 5-like,1,No,10.35511715,NA,NA
LOC104008434,uncharacterized LOC104008434,1,No,10.35449307,NA,NA
LOC129137435,nuclear pore complex-interacting protein family member B15-like,1,No,10.3515706,NA,NA
DOK7,docking protein 7,1,No,10.32422779,NA,NA
SDK2,sidekick cell adhesion molecule 2,1,No,10.32284769,NA,NA
LOC134807092,putative uncharacterized protein FLJ44672,1,No,NA,NA,10.31072064
LOC112209443,RH-like protein IIR,1,No,NA,NA,10.30906653
LOC107967526,uncharacterized LOC107967526,1,No,10.30670861,NA,NA
BACH1,BTB domain and CNC homolog 1,1,No,10.30536083,NA,NA
EVC2,EvC ciliary complex subunit 2,1,No,10.30123047,NA,NA
LOC107974195,uncharacterized LOC107974195,1,No,10.28959422,NA,NA
AXIN1,axin 1,1,No,NA,10.27323382,NA
RADIL,Rap associating with DIL domain,1,No,10.26621886,NA,NA
ABHD2,abhydrolase domain containing 2%2C acylglycerol lipase,1,No,10.26364494,NA,NA
LOC112206437,zinc finger protein 20-like,1,No,10.25372067,NA,NA
GOLGA6L7,golgin A6 family like 7,1,No,NA,NA,10.23861769
LOC129143179,PRAME family member 15-like,1,No,NA,NA,10.2364852
LOC134807968,uncharacterized LOC134807968,1,No,10.21305229,NA,NA
PSMB8,proteasome 20S subunit beta 8,1,No,10.20405707,NA,NA
LOC107967178,uncharacterized LOC107967178,1,No,10.19275441,NA,NA
GRK3,G protein-coupled receptor kinase 3,1,No,10.1915439,NA,NA
LOC129138036,putative methyl-CpG-binding domain protein 3-like 3,1,No,10.19140874,NA,NA
TRIM16,tripartite motif containing 16,1,No,10.18250476,NA,NA
RARB,retinoic acid receptor beta,1,No,10.17551009,NA,NA
LOC134810642,uncharacterized LOC134810642,1,No,10.17371043,NA,NA
LOC134810773,exonuclease GOR-like,1,No,10.17274218,NA,NA
OCA2,OCA2 melanosomal transmembrane protein,1,No,10.16644449,NA,NA
LOC462525,olfactory receptor 2H1-like,1,No,10.16540166,NA,NA
LOC107967248,uncharacterized LOC107967248,1,No,10.16131488,NA,NA
LOC112209447,small ribosomal subunit protein uS8-like,1,No,10.15420735,NA,NA
MCCC1,methylcrotonyl-CoA carboxylase subunit 1,1,No,10.13355961,NA,NA
RER1,retention in endoplasmic reticulum sorting receptor 1,1,No,10.13190144,NA,NA
PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2,1,No,10.11347486,NA,NA
LOC134808782,uncharacterized LOC134808782,1,No,10.11220814,NA,NA
GSDMC,gasdermin C,1,No,10.11005349,NA,NA
LOC134810521,uncharacterized LOC134810521,1,No,10.10752314,NA,NA
LOC747817,tubulin beta-8 chain-like,1,No,NA,10.10694191,NA
LOC129143154,heterogeneous nuclear ribonucleoprotein C-like 1,1,No,10.1033578,NA,NA
HS3ST2,heparan sulfate-glucosamine 3-sulfotransferase 2,1,No,10.09864526,NA,NA
TMEM132C,transmembrane protein 132C,1,No,10.09012083,NA,NA
HBA1,hemoglobin subunit alpha 1,1,No,10.08654443,NA,NA
LOC134807808,breast carcinoma-amplified sequence 4-like,1,No,10.08548127,NA,NA
PLB1,phospholipase B1,1,No,10.07524877,NA,NA
CCHCR1,coiled-coil alpha-helical rod protein 1,1,No,10.072895,NA,NA
IL1R1,interleukin 1 receptor type 1,1,No,10.07225768,NA,NA
LOC129138045,putative methyl-CpG-binding domain protein 3-like 3,1,No,10.06473283,NA,NA
CNTNAP2,contactin associated protein 2,1,No,NA,NA,10.06150192
IRS2,insulin receptor substrate 2,1,No,NA,NA,10.03060053
LOC134810145,TATA-box-binding protein-associated factor 11-like protein 5,1,No,NA,10.00966255,NA
LOC134809886,uncharacterized LOC134809886,1,No,NA,NA,9.941289969
LOC469819,PRAME family member 10-like,1,No,NA,NA,9.912598205
LOC129143147,PRAME family member 10,1,No,NA,NA,9.902321021
C8H8orf33,chromosome 8 C8orf33 homolog,1,No,NA,NA,9.87293657
ACACA,acetyl-CoA carboxylase alpha,1,No,NA,NA,9.842929404
DNAH11,dynein axonemal heavy chain 11,1,No,NA,NA,9.840411124
PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta,1,No,NA,NA,9.830335746
LOC129138158,MAM and LDL-receptor class A domain-containing protein 1-like,1,No,NA,NA,9.80041817
LOC134807326,uncharacterized LOC134807326,1,No,NA,NA,9.796799842
LOC129135355,collagen alpha-2(IV) chain-like,1,No,NA,NA,9.754079939
RNF144A,ring finger protein 144A,1,No,NA,NA,9.742830362
LOC104006326,uncharacterized LOC104006326,1,No,NA,NA,9.738220129
LRRC27,leucine rich repeat containing 27,1,No,NA,9.726121219,NA
LOC107969320,uncharacterized LOC107969320,1,No,NA,NA,9.706674464
LOC134810622,DNA mismatch repair protein MutL-like,1,No,NA,NA,9.703002928
MTNR1A,melatonin receptor 1A,1,No,NA,9.695835517,NA
TMEM88B,transmembrane protein 88B,1,No,NA,NA,9.673951714
LOC129141188,transcription factor NF-E4-like,1,No,NA,NA,9.666259617
LOC100614081,uncharacterized LOC100614081,1,No,NA,NA,9.627784384
TCERG1L,transcription elongation regulator 1 like,1,No,NA,NA,9.62686984
LUZP2,leucine zipper protein 2,1,No,NA,NA,9.603933268
LRCH3,leucine rich repeats and calponin homology domain containing 3,1,No,NA,NA,9.601044261
LOC750420,nuclear pore complex-interacting protein family member B15,1,No,NA,NA,9.600068751
JAM3,junctional adhesion molecule 3,1,No,NA,NA,9.588685988
LOC104003354,putative olfactory receptor 10J6,1,No,NA,NA,9.568788196
LOC742579,mismatch repair endonuclease PMS2,1,No,NA,NA,9.520581329
LOC134810143,TATA-box-binding protein-associated factor 11-like protein 13,1,No,NA,9.505503981,NA
VAV2,vav guanine nucleotide exchange factor 2,1,No,NA,NA,9.475323427
PTP4A3,protein tyrosine phosphatase 4A3,1,No,NA,9.474183763,NA
LOC129143469,uncharacterized LOC129143469,1,No,NA,NA,9.457100909
LOC468692,putative methyl-CpG-binding domain protein 3-like 3,1,No,NA,NA,9.414872362
LOC129144149,TATA-box-binding protein-associated factor 11-like protein 5,1,No,NA,NA,9.401698587
LOC134810002,TATA-box-binding protein-associated factor 11-like protein 5,1,No,NA,NA,9.40061987
LOC107966502,protein CASP,1,No,NA,NA,9.40026181
CARD11,caspase recruitment domain family member 11,1,No,NA,NA,9.383615946
SIRT3,sirtuin 3,1,No,NA,NA,9.357397448
SLC24A2,solute carrier family 24 member 2,1,No,NA,NA,9.346853277
LOC107972962,bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7-like,1,No,NA,NA,9.324502069
LOC112207544,neuroblastoma breakpoint family member 15-like,1,No,NA,9.318024625,NA
SORBS2,sorbin and SH3 domain containing 2,1,No,NA,NA,9.31488963
LOC107970553,uncharacterized LOC107970553,1,No,NA,NA,9.310279705
NOS3,nitric oxide synthase 3,1,No,NA,NA,9.307506741
LOC100608599,heat shock protein HSP 90-alpha,1,No,NA,NA,9.306140351
ZNF845,zinc finger protein 845,1,No,NA,9.30026983,NA
LOC107966473,PRAME family member 1-like,1,No,NA,NA,9.288677691
LOC134810312,uncharacterized LOC134810312,1,No,NA,NA,9.284043552
HAGH,hydroxyacylglutathione hydrolase,1,No,NA,NA,9.281007934
MYO7B,myosin VIIB,1,No,NA,NA,9.272557462
UCMA,upper zone of growth plate and cartilage matrix associated,1,No,NA,NA,9.266470563
GLT1D1,glycosyltransferase 1 domain containing 1,1,No,NA,NA,9.25851591
CARD14,caspase recruitment domain family member 14,1,No,NA,9.246913153,NA
CSNK1G2,casein kinase 1 gamma 2,1,No,NA,9.240399856,NA
LOC107971361,RH-like protein IC,1,No,NA,9.230419141,NA
TMEM132B,transmembrane protein 132B,1,No,NA,NA,9.224052848
LOC129143930,TATA-box-binding protein-associated factor 11-like protein 5,1,No,NA,NA,9.213476441
LOC472696,large ribosomal subunit protein eL19,1,No,NA,NA,9.212427489
ADGRD1,adhesion G protein-coupled receptor D1,1,No,NA,9.197340588,NA
LOC107974580,E3 ubiquitin-protein ligase TRIM52,1,No,NA,9.165090927,NA
PRSS51,serine protease 51,1,No,NA,NA,9.139634832
LOC134808661,uncharacterized LOC134808661,1,No,NA,9.112155592,NA
ADGRB1,adhesion G protein-coupled receptor B1,1,No,NA,NA,9.109265711
CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4,1,No,NA,NA,9.105371313
ZNF544,zinc finger protein 544,1,No,NA,NA,9.104199341
LOC104001782,putative coiled-coil domain-containing protein 144B,1,No,NA,NA,9.098127641
LOC129144373,protein eyes shut homolog,1,No,NA,NA,9.091043144
LOC134810287,uncharacterized LOC134810287,1,No,NA,9.089845234,NA
