source,term_id,term_name,p_value,p_value_raw,fold_enrichment,term_size,intersection_size,intersection,passes_fdr,background_used
DisGeNET,Gastrointestinal carcinoma,Gastrointestinal carcinoma,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,LPA,FALSE,enrichr_default
DisGeNET,Skin Manifestations,Skin Manifestations,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,GSTM1,FALSE,enrichr_default
DisGeNET,"Necrotizing encephalopathy, infantile subacute, of Leigh","Necrotizing encephalopathy, infantile subacute, of Leigh",0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,SDHA,FALSE,enrichr_default
DisGeNET,Hereditary persistence of fetal hemoglobin thalassemia,Hereditary persistence of fetal hemoglobin thalassemia,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,HBA2,FALSE,enrichr_default
DisGeNET,Ocular muscular dystrophy,Ocular muscular dystrophy,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,TTN,FALSE,enrichr_default
DisGeNET,Homozygous alpha thalassemia,Homozygous alpha thalassemia,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,HBA2,FALSE,enrichr_default
DisGeNET,Paraganglioma of head and neck,Paraganglioma of head and neck,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,SDHA,FALSE,enrichr_default
DisGeNET,Cortical cataract,Cortical cataract,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,GSTM1,FALSE,enrichr_default
DisGeNET,Vitamin K Deficiency,Vitamin K Deficiency,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,PRH1,FALSE,enrichr_default
DisGeNET,Preleukemia,Preleukemia,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,HBA2,FALSE,enrichr_default
DisGeNET,premalignant lesion,premalignant lesion,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,MUC4,FALSE,enrichr_default
DisGeNET,Juvenile polyp,Juvenile polyp,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Disease caused by Shigella dysenteriae,Disease caused by Shigella dysenteriae,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Disorder of skeletal muscle,Disorder of skeletal muscle,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,TTN,FALSE,enrichr_default
DisGeNET,alpha^0^ Thalassemia,alpha^0^ Thalassemia,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,HBA2,FALSE,enrichr_default
DisGeNET,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,SDHA,FALSE,enrichr_default
DisGeNET,Leigh Syndrome due to Mitochondrial Complex V Deficiency,Leigh Syndrome due to Mitochondrial Complex V Deficiency,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,SDHA,FALSE,enrichr_default
DisGeNET,Lepidic Predominant Adenocarcinoma,Lepidic Predominant Adenocarcinoma,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,LPA,FALSE,enrichr_default
DisGeNET,psychological distress,psychological distress,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,GSTM1,FALSE,enrichr_default
DisGeNET,Malignant Female Reproductive System Neoplasm,Malignant Female Reproductive System Neoplasm,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,MUC16,FALSE,enrichr_default
DisGeNET,Autosome Abnormalities,Autosome Abnormalities,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,GSTM1,FALSE,enrichr_default
DisGeNET,Rhinosinusitis,Rhinosinusitis,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Sinus Tachycardia,Sinus Tachycardia,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,SDHA,FALSE,enrichr_default
DisGeNET,Chromosome Aberrations,Chromosome Aberrations,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,GSTM1,FALSE,enrichr_default
DisGeNET,Hyperkeratosis lenticularis perstans,Hyperkeratosis lenticularis perstans,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,LPA,FALSE,enrichr_default
DisGeNET,Complement deficiency disease,Complement deficiency disease,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,C4A,FALSE,enrichr_default
DisGeNET,Ileus,Ileus,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Portal vein thrombosis,Portal vein thrombosis,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,PRH1,FALSE,enrichr_default
DisGeNET,Distal arthrogryposis syndrome,Distal arthrogryposis syndrome,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,PRH1,FALSE,enrichr_default
DisGeNET,Anal carcinoma,Anal carcinoma,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,GSTM1,FALSE,enrichr_default
DisGeNET,Leigh Syndrome due to Mitochondrial Complex III Deficiency,Leigh Syndrome due to Mitochondrial Complex III Deficiency,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,SDHA,FALSE,enrichr_default
DisGeNET,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,SDHA,FALSE,enrichr_default
DisGeNET,Lipoprotein (a) measurement,Lipoprotein (a) measurement,0.23198010798093124,0.04981338361381649,17.12156862745098,17,1,LPA,FALSE,enrichr_default
DisGeNET,"Adenoma, Villous","Adenoma, Villous",0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Episodic hyperhidrosis,Episodic hyperhidrosis,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,SDHA,FALSE,enrichr_default
DisGeNET,Erythroid hyperplasia,Erythroid hyperplasia,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,HBA2,FALSE,enrichr_default
DisGeNET,Autosomal Recessive Centronuclear Myopathy,Autosomal Recessive Centronuclear Myopathy,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,TTN,FALSE,enrichr_default
DisGeNET,Retinal ischemia,Retinal ischemia,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,LPA,FALSE,enrichr_default
DisGeNET,Rimmed vacuoles on biopsy,Rimmed vacuoles on biopsy,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,TTN,FALSE,enrichr_default
DisGeNET,Meningococcemia,Meningococcemia,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,PRH1,FALSE,enrichr_default
DisGeNET,Centrally nucleated skeletal muscle fibers,Centrally nucleated skeletal muscle fibers,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,TTN,FALSE,enrichr_default
DisGeNET,Hartnup Disease,Hartnup Disease,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,HBA2,FALSE,enrichr_default
DisGeNET,Heart murmur,Heart murmur,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,TTN,FALSE,enrichr_default
DisGeNET,Congenital bilateral aplasia of vas deferens,Congenital bilateral aplasia of vas deferens,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,MGAM,FALSE,enrichr_default
DisGeNET,Pancreatic carcinoma resectable,Pancreatic carcinoma resectable,0.23198010798093124,0.05266636166425417,16.17037037037037,18,1,MUC4,FALSE,enrichr_default
DisGeNET,Sessile Serrated Adenoma/Polyp,Sessile Serrated Adenoma/Polyp,0.23198010798093124,0.005509570625696538,15.733333333333333,37,2,HBA2;MUC5AC,FALSE,enrichr_default
DisGeNET,Sweet Syndrome,Sweet Syndrome,0.23198010798093124,0.006106512377680683,14.926495726495725,39,2,HBA2;PRH1,FALSE,enrichr_default
DisGeNET,"stage, ovarian epithelial cancer","stage, ovarian epithelial cancer",0.23198010798093124,0.00641557592818846,14.553333333333333,40,2,GSTM1;MUC16,FALSE,enrichr_default
DisGeNET,Chloracne,Chloracne,0.23198010798093124,0.007384615257601338,13.53798449612403,43,2,GSTM1;HBA2,FALSE,enrichr_default
DisGeNET,Pyruvate Carboxylase Deficiency Disease,Pyruvate Carboxylase Deficiency Disease,0.23198010798093124,0.007384615257601338,13.53798449612403,43,2,GSTM1;PRH1,FALSE,enrichr_default
DisGeNET,Endometriosis of uterus,Endometriosis of uterus,0.23198010798093124,0.007721434028447584,13.23030303030303,44,2,GSTM1;MUC16,FALSE,enrichr_default
DisGeNET,"Carcinoma, Pancreatic Ductal","Carcinoma, Pancreatic Ductal",0.23198010798093124,0.008772708224375435,12.38581560283688,47,2,MUC4;MUC5AC,FALSE,enrichr_default
DisGeNET,Hemoglobinopathies,Hemoglobinopathies,0.23198010798093124,0.008772708224375435,12.38581560283688,47,2,GSTM1;HBA2,FALSE,enrichr_default
DisGeNET,Barrett Epithelium,Barrett Epithelium,0.23198010798093124,0.009136597521628502,12.127777777777778,48,2,GSTM1;DMBT1,FALSE,enrichr_default
DisGeNET,Malignant ascites,Malignant ascites,0.23198010798093124,0.010658357503266928,11.194871794871796,52,2,LPA;TNFRSF10D,FALSE,enrichr_default
DisGeNET,Atherogenesis,Atherogenesis,0.23198010798093124,0.011868028526351855,10.584242424242424,55,2,GSTM1;LPA,FALSE,enrichr_default
DisGeNET,Nausea,Nausea,0.23198010798093124,0.013135056264290922,10.036781609195403,58,2,GSTM1;SDHA,FALSE,enrichr_default
DisGeNET,Factor V Leiden mutation,Factor V Leiden mutation,0.23198010798093124,0.014011066845737868,9.702222222222222,60,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,Oropharyngeal Carcinoma,Oropharyngeal Carcinoma,0.23198010798093124,0.014011066845737868,9.702222222222222,60,2,GSTM1;APOBEC3A,FALSE,enrichr_default
DisGeNET,Gastrointestinal Hemorrhage,Gastrointestinal Hemorrhage,0.23198010798093124,0.01445834959779443,9.543169398907104,61,2,C4A;SDHA,FALSE,enrichr_default
DisGeNET,Polyp of large intestine,Polyp of large intestine,0.23198010798093124,0.015836831801711724,9.095833333333333,64,2,GSTM1;MUC5AC,FALSE,enrichr_default
DisGeNET,"Bronchitis, Chronic","Bronchitis, Chronic",0.23198010798093124,0.016785955154459613,8.82020202020202,66,2,GSTM1;MUC5AC,FALSE,enrichr_default
DisGeNET,Arteriopathic disease,Arteriopathic disease,0.23198010798093124,0.01726944038528993,8.688557213930348,67,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,"Glaucoma, Open-Angle","Glaucoma, Open-Angle",0.23198010798093124,0.018755126914627634,8.316190476190476,70,2,GSTM1;MPP7,FALSE,enrichr_default
DisGeNET,"Cardiomyopathy, Hypertrophic, Familial","Cardiomyopathy, Hypertrophic, Familial",0.23198010798093124,0.020292856876402476,7.974429223744292,73,2,PRH1;TTN,FALSE,enrichr_default
DisGeNET,Familial dilated cardiomyopathy,Familial dilated cardiomyopathy,0.23198010798093124,0.021881609496014625,7.659649122807018,76,2,SDHA;TTN,FALSE,enrichr_default
DisGeNET,Sicca Syndrome,Sicca Syndrome,0.23198010798093124,0.02296862590360908,7.4632478632478625,78,2,HBA2;PRH1,FALSE,enrichr_default
DisGeNET,Pulmonary Embolism,Pulmonary Embolism,0.23198010798093124,0.02296862590360908,7.4632478632478625,78,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,Conduction disorder of the heart,Conduction disorder of the heart,0.23198010798093124,0.023520377596358256,7.368776371308017,79,2,SDHA;TTN,FALSE,enrichr_default
DisGeNET,Hay fever,Hay fever,0.23198010798093124,0.02578148793539426,7.013654618473896,83,2,GSTM1;MUC5AC,FALSE,enrichr_default
DisGeNET,Thrombophilia,Thrombophilia,0.23198010798093124,0.02636011025327426,6.9301587301587295,84,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,Wheezing,Wheezing,0.23198010798093124,0.02933150092933636,6.5408239700374535,89,2,GSTM1;MUC5AC,FALSE,enrichr_default
DisGeNET,Venous Thrombosis,Venous Thrombosis,0.23198010798093124,0.029941187456111545,6.468148148148148,90,2,C4A;LPA,FALSE,enrichr_default
DisGeNET,"Hamartoma Syndrome, Multiple","Hamartoma Syndrome, Multiple",0.23198010798093124,0.008256856091962146,6.327536231884059,138,3,DMBT1;MUC4;MUC5AC,FALSE,enrichr_default
DisGeNET,Mucinous Adenocarcinoma,Mucinous Adenocarcinoma,0.23198010798093124,0.03180043473842672,6.259498207885304,93,2,MUC4;MUC5AC,FALSE,enrichr_default
DisGeNET,"Muscular Dystrophies, Limb-Girdle","Muscular Dystrophies, Limb-Girdle",0.23198010798093124,0.03180043473842672,6.259498207885304,93,2,RIPOR2;TTN,FALSE,enrichr_default
DisGeNET,Otitis Media,Otitis Media,0.23198010798093124,0.03697376981365279,5.763696369636964,101,2,MUC4;MUC5AC,FALSE,enrichr_default
DisGeNET,Carotid Atherosclerosis,Carotid Atherosclerosis,0.23198010798093124,0.03967385648205092,5.544126984126984,105,2,GSTM1;LPA,FALSE,enrichr_default
DisGeNET,Deep Vein Thrombosis,Deep Vein Thrombosis,0.23198010798093124,0.04315109890681596,5.292121212121212,110,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,Dental caries,Dental caries,0.23198010798093124,0.014490144527211552,5.136470588235294,170,3,DMBT1;MUC19;PRH1,FALSE,enrichr_default
DisGeNET,Lymphocyte Count measurement,Lymphocyte Count measurement,0.23198010798093124,0.04601209383794209,5.106432748538012,114,2,RIPOR2;SIGLEC5,FALSE,enrichr_default
DisGeNET,"Carcinoma, Endometrioid","Carcinoma, Endometrioid",0.23198010798093124,0.04601209383794209,5.106432748538012,114,2,MUC16;MUC5AC,FALSE,enrichr_default
DisGeNET,Pancreatic intraepithelial neoplasia,Pancreatic intraepithelial neoplasia,0.23198010798093124,0.04673807920585811,5.062028985507246,115,2,MUC4;MUC5AC,FALSE,enrichr_default
DisGeNET,Hyperhomocysteinemia,Hyperhomocysteinemia,0.23198010798093124,0.04820271557307312,4.975498575498576,117,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,Intrahepatic Cholangiocarcinoma,Intrahepatic Cholangiocarcinoma,0.23198010798093124,0.016127559180622808,4.933333333333334,177,3,DMBT1;MUC4;MUC5AC,FALSE,enrichr_default
DisGeNET,Nephrotic Syndrome,Nephrotic Syndrome,0.23198010798093124,0.017358454694090347,4.797802197802198,182,3,GSTM1;MUC16;LPA,FALSE,enrichr_default
DisGeNET,oligodendroglioma,oligodendroglioma,0.23198010798093124,0.01761078700565804,4.771584699453553,183,3,GSTM1;DMBT1;ATAD3B,FALSE,enrichr_default
DisGeNET,Gastrointestinal Neoplasms,Gastrointestinal Neoplasms,0.23198010798093124,0.05193675391394109,4.771584699453552,122,2,HBA2;MUC5AC,FALSE,enrichr_default
DisGeNET,Hyperplasia,Hyperplasia,0.23198010798093124,0.05269573759430205,4.732791327913279,123,2,MUC5AC;TNFRSF10D,FALSE,enrichr_default
DisGeNET,Respiratory Failure,Respiratory Failure,0.23198010798093124,0.018121616132261327,4.720000000000001,185,3,MGAM;SDHA;TTN,FALSE,enrichr_default
DisGeNET,Malignant neoplasm of gastrointestinal tract,Malignant neoplasm of gastrointestinal tract,0.23198010798093124,0.008008395712717945,4.426869455006337,263,4,GSTM1;DMBT1;LPA;PRH1,FALSE,enrichr_default
DisGeNET,synovial sarcoma,synovial sarcoma,0.23198010798093124,0.027417421263907785,4.023963133640553,217,3,HBA2;MUC4;PRH1,FALSE,enrichr_default
DisGeNET,"Anemia, Sickle Cell","Anemia, Sickle Cell",0.23198010798093124,0.032148702622780224,3.78008658008658,231,3,GSTM1;HBA2;MUC4,FALSE,enrichr_default
DisGeNET,Periodontitis,Periodontitis,0.23198010798093124,0.034299376549996,3.684388185654009,237,3,GSTM1;MUC4;SIGLEC5,FALSE,enrichr_default
DisGeNET,Primary biliary cirrhosis,Primary biliary cirrhosis,0.23198010798093124,0.017036132681902027,3.5388044579533946,329,4,C4A;GSTM1;DMBT1;LPA,FALSE,enrichr_default
DisGeNET,Acute myocardial infarction,Acute myocardial infarction,0.23198010798093124,0.038046547318064186,3.5352226720647777,247,3,C4A;GSTM1;LPA,FALSE,enrichr_default
DisGeNET,"Infant, Premature","Infant, Premature",0.23198010798093124,0.05093295961506233,3.1410071942446045,278,3,GSTM1;HBA2;PRH1,FALSE,enrichr_default
DisGeNET,Gastric Adenocarcinoma,Gastric Adenocarcinoma,0.23198010798093124,0.027866265160736616,3.0398607484769364,383,4,GSTM1;LPA;MUC4;TTN,FALSE,enrichr_default
DisGeNET,"Cardiomyopathy, Familial Idiopathic","Cardiomyopathy, Familial Idiopathic",0.23198010798093124,0.029036742799259854,3.0006872852233677,388,4,SDHA;MUC5AC;PRH1;TTN,FALSE,enrichr_default
DisGeNET,Myopathy,Myopathy,0.23198010798093124,0.03586171745511123,2.8054618473895583,415,4,RIPOR2;MGAM;PRH1;TTN,FALSE,enrichr_default
DisGeNET,Cystic Fibrosis,Cystic Fibrosis,0.23198010798093124,0.03253993327716752,2.4500561167227835,594,5,GSTM1;MRGPRX1;HBA2;MUC4;MUC5AC,FALSE,enrichr_default
DisGeNET,Endometriosis,Endometriosis,0.23198010798093124,0.024403056414085814,2.331642189586115,749,6,GSTM1;MUC16;AHRR;KIR2DL1;LPA;MUC4,FALSE,enrichr_default
DisGeNET,Inflammatory Bowel Diseases,Inflammatory Bowel Diseases,0.23198010798093124,0.01882288054531568,2.2365166483717527,911,7,GSTM1;DMBT1;MRGPRX1;MUC19;MUC4;MUC5AC;PRH1,FALSE,enrichr_default
DisGeNET,Chronic Obstructive Airway Disease,Chronic Obstructive Airway Disease,0.23198010798093124,0.049939585274488565,2.1753861484803187,669,5,C4A;GSTM1;MUC19;MUC4;MUC5AC,FALSE,enrichr_default
DisGeNET,Fallopian Tube Carcinoma,Fallopian Tube Carcinoma,0.234922239735605,0.0555109160756712,15.319298245614036,19,1,MUC16,FALSE,enrichr_default
DisGeNET,"Encephalopathy, Subacute Necrotizing, Infantile","Encephalopathy, Subacute Necrotizing, Infantile",0.234922239735605,0.0555109160756712,15.319298245614036,19,1,SDHA,FALSE,enrichr_default
DisGeNET,"Encephalopathy, Subacute Necrotizing, Juvenile","Encephalopathy, Subacute Necrotizing, Juvenile",0.234922239735605,0.0555109160756712,15.319298245614036,19,1,SDHA,FALSE,enrichr_default
DisGeNET,CADASIL Syndrome,CADASIL Syndrome,0.234922239735605,0.0555109160756712,15.319298245614036,19,1,LPA,FALSE,enrichr_default
DisGeNET,Gastric Cardia Carcinoma,Gastric Cardia Carcinoma,0.234922239735605,0.0555109160756712,15.319298245614036,19,1,GSTM1,FALSE,enrichr_default
DisGeNET,Carcinoma of extrahepatic bile duct,Carcinoma of extrahepatic bile duct,0.234922239735605,0.0555109160756712,15.319298245614036,19,1,MUC4,FALSE,enrichr_default
DisGeNET,Thromboembolism,Thromboembolism,0.234922239735605,0.0555109160756712,15.319298245614036,19,1,LPA,FALSE,enrichr_default
DisGeNET,Thrombosis of cerebral veins,Thrombosis of cerebral veins,0.234922239735605,0.0555109160756712,15.319298245614036,19,1,PRH1,FALSE,enrichr_default
DisGeNET,Inflammatory disease of mucous membrane,Inflammatory disease of mucous membrane,0.234922239735605,0.0555109160756712,15.319298245614036,19,1,MUC4,FALSE,enrichr_default
DisGeNET,Renal glomerular fibrosis,Renal glomerular fibrosis,0.234922239735605,0.058347071283324045,14.553333333333333,20,1,SDHA,FALSE,enrichr_default
DisGeNET,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA","ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA",0.234922239735605,0.058347071283324045,14.553333333333333,20,1,SDHA,FALSE,enrichr_default
DisGeNET,Beta thalassemia intermedia,Beta thalassemia intermedia,0.234922239735605,0.058347071283324045,14.553333333333333,20,1,HBA2,FALSE,enrichr_default
DisGeNET,Calf muscle hypertrophy,Calf muscle hypertrophy,0.234922239735605,0.058347071283324045,14.553333333333333,20,1,TTN,FALSE,enrichr_default
DisGeNET,Cholesteryl Ester Transfer Protein Deficiency,Cholesteryl Ester Transfer Protein Deficiency,0.234922239735605,0.058347071283324045,14.553333333333333,20,1,LPA,FALSE,enrichr_default
DisGeNET,Idiopathic Nephrotic Syndrome,Idiopathic Nephrotic Syndrome,0.234922239735605,0.058347071283324045,14.553333333333333,20,1,LPA,FALSE,enrichr_default
DisGeNET,Asthma chronic,Asthma chronic,0.234922239735605,0.06117485166375804,13.860317460317459,21,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Erythema Chronicum Migrans,Erythema Chronicum Migrans,0.234922239735605,0.06117485166375804,13.860317460317459,21,1,PRH1,FALSE,enrichr_default
DisGeNET,Microcytic hypochromic anemia (disorder),Microcytic hypochromic anemia (disorder),0.234922239735605,0.06117485166375804,13.860317460317459,21,1,HBA2,FALSE,enrichr_default
DisGeNET,Slow acetylator due to N-acetyltransferase enzyme variant,Slow acetylator due to N-acetyltransferase enzyme variant,0.234922239735605,0.06117485166375804,13.860317460317459,21,1,GSTM1,FALSE,enrichr_default
DisGeNET,Sudden Cardiac Arrest,Sudden Cardiac Arrest,0.234922239735605,0.06117485166375804,13.860317460317459,21,1,ACYP2,FALSE,enrichr_default
DisGeNET,Otitis Media with Effusion,Otitis Media with Effusion,0.234922239735605,0.06117485166375804,13.860317460317459,21,1,MUC4,FALSE,enrichr_default
DisGeNET,Hypoalphalipoproteinemias,Hypoalphalipoproteinemias,0.234922239735605,0.06117485166375804,13.860317460317459,21,1,LPA,FALSE,enrichr_default
DisGeNET,Xanthoma,Xanthoma,0.234922239735605,0.06117485166375804,13.860317460317459,21,1,LPA,FALSE,enrichr_default
DisGeNET,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,0.234922239735605,0.06117485166375804,13.860317460317459,21,1,SDHA,FALSE,enrichr_default
DisGeNET,Pseudomyxoma Peritonei,Pseudomyxoma Peritonei,0.234922239735605,0.06117485166375804,13.860317460317459,21,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Malignant Adrenal Medulla Neoplasm,Malignant Adrenal Medulla Neoplasm,0.234922239735605,0.06399428148789535,13.23030303030303,22,1,SDHA,FALSE,enrichr_default
DisGeNET,Malignant neoplasm of aortic body and other paraganglia,Malignant neoplasm of aortic body and other paraganglia,0.234922239735605,0.06399428148789535,13.23030303030303,22,1,SDHA,FALSE,enrichr_default
DisGeNET,Restrictive cardiomyopathy,Restrictive cardiomyopathy,0.234922239735605,0.06399428148789535,13.23030303030303,22,1,TTN,FALSE,enrichr_default
DisGeNET,Benign neoplasm of aortic body and other paraganglia,Benign neoplasm of aortic body and other paraganglia,0.234922239735605,0.06399428148789535,13.23030303030303,22,1,SDHA,FALSE,enrichr_default
DisGeNET,Spastic syndrome,Spastic syndrome,0.234922239735605,0.06399428148789535,13.23030303030303,22,1,HBA2,FALSE,enrichr_default
DisGeNET,Hemoglobin F Disease,Hemoglobin F Disease,0.234922239735605,0.06399428148789535,13.23030303030303,22,1,HBA2,FALSE,enrichr_default
DisGeNET,Sudden death,Sudden death,0.234922239735605,0.06399428148789535,13.23030303030303,22,1,TTN,FALSE,enrichr_default
DisGeNET,Infiltrating duct carcinoma of female breast,Infiltrating duct carcinoma of female breast,0.234922239735605,0.06399428148789535,13.23030303030303,22,1,TTN,FALSE,enrichr_default
DisGeNET,response to statin,response to statin,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,LPA,FALSE,enrichr_default
DisGeNET,Benign neoplasm of adrenal gland,Benign neoplasm of adrenal gland,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,SDHA,FALSE,enrichr_default
DisGeNET,beta^0^ Thalassemia,beta^0^ Thalassemia,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,HBA2,FALSE,enrichr_default
DisGeNET,"Neoplasms, Second Primary","Neoplasms, Second Primary",0.234922239735605,0.06680538499740091,12.655072463768116,23,1,GSTM1,FALSE,enrichr_default
DisGeNET,Childhood Non-Hodgkin Lymphoma,Childhood Non-Hodgkin Lymphoma,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,GSTM1,FALSE,enrichr_default
DisGeNET,Squamous Cell Neoplasms,Squamous Cell Neoplasms,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,GSTM1,FALSE,enrichr_default
DisGeNET,Hepatocellular necrosis,Hepatocellular necrosis,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,SDHA,FALSE,enrichr_default
DisGeNET,Chronic glomerulonephritis,Chronic glomerulonephritis,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,GSTM1,FALSE,enrichr_default
DisGeNET,Hypobetalipoproteinemias,Hypobetalipoproteinemias,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,LPA,FALSE,enrichr_default
DisGeNET,Hypoxic-Ischemic Encephalopathy,Hypoxic-Ischemic Encephalopathy,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,TRPM2,FALSE,enrichr_default
DisGeNET,Varicocele,Varicocele,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,GSTM1,FALSE,enrichr_default
DisGeNET,Increased gastric cancer,Increased gastric cancer,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,SDHA,FALSE,enrichr_default
DisGeNET,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,GSTM1,FALSE,enrichr_default
DisGeNET,Antibody Deficiency Syndrome,Antibody Deficiency Syndrome,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,C4A,FALSE,enrichr_default
DisGeNET,Antithrombin III Deficiency,Antithrombin III Deficiency,0.234922239735605,0.06680538499740091,12.655072463768116,23,1,PRH1,FALSE,enrichr_default
DisGeNET,Renal glomerular disease,Renal glomerular disease,0.234922239735605,0.05577125819992354,4.583727034120735,127,2,HBA2;MUC5AC,FALSE,enrichr_default
DisGeNET,Sarcomatoid Renal Cell Carcinoma,Sarcomatoid Renal Cell Carcinoma,0.234922239735605,0.05654988660291618,4.547916666666667,128,2,GSTM1;MUC4,FALSE,enrichr_default
DisGeNET,Hereditary Nonpolyposis Colorectal Cancer,Hereditary Nonpolyposis Colorectal Cancer,0.234922239735605,0.05654988660291618,4.547916666666667,128,2,GSTM1;MUC16,FALSE,enrichr_default
DisGeNET,"Hepatitis, Autoimmune","Hepatitis, Autoimmune",0.234922239735605,0.05733235548852796,4.5126614987080105,129,2,C4A;GSTM1,FALSE,enrichr_default
DisGeNET,early pregnancy,early pregnancy,0.234922239735605,0.05733235548852796,4.5126614987080105,129,2,GSTM1;TTN,FALSE,enrichr_default
DisGeNET,Aortic Valve Stenosis,Aortic Valve Stenosis,0.234922239735605,0.05811863569646687,4.477948717948718,130,2,MUC16;LPA,FALSE,enrichr_default
DisGeNET,Nausea and vomiting,Nausea and vomiting,0.234922239735605,0.05970251409896296,4.41010101010101,132,2,C4A;SDHA,FALSE,enrichr_default
DisGeNET,Flexion contractures of joints,Flexion contractures of joints,0.234922239735605,0.06210619518058933,4.312098765432099,135,2,SDHA;TTN,FALSE,enrichr_default
DisGeNET,Flexion contracture,Flexion contracture,0.234922239735605,0.06291473835163897,4.280392156862745,136,2,SDHA;TTN,FALSE,enrichr_default
DisGeNET,Cholelithiasis,Cholelithiasis,0.234922239735605,0.06291473835163897,4.280392156862745,136,2,HBA2;MUC5AC,FALSE,enrichr_default
DisGeNET,Spontaneous abortion,Spontaneous abortion,0.234922239735605,0.06454262931928326,4.218357487922706,138,2,KIR2DL1;MUC4,FALSE,enrichr_default
