source,term_id,term_name,p_value,p_value_raw,fold_enrichment,term_size,intersection_size,intersection,passes_fdr,background_used
DisGeNET,Raynaud Phenomenon,Raynaud Phenomenon,0.14985249691023872,0.0017915755394904715,27.720634920634918,21,2,GSTM1;PRH1,FALSE,enrichr_default
DisGeNET,Liver calculus,Liver calculus,0.15355233980068259,0.001966938596934448,26.46060606060606,22,2,DMBT1;MUC5AC,FALSE,enrichr_default
DisGeNET,Ulcer,Ulcer,0.1656103069514412,0.0022628222982263527,6.327536231884058,184,4,GSTM1;DMBT1;LPA;MUC5AC,FALSE,enrichr_default
DisGeNET,Lupus anticoagulant disorder,Lupus anticoagulant disorder,0.17494357442975322,0.002539744462259441,23.285333333333334,25,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,Mucinous neoplasm,Mucinous neoplasm,0.17598336134574055,0.0029600792027524164,21.560493827160492,27,2,MUC4;MUC5AC,FALSE,enrichr_default
DisGeNET,Protein S Deficiency,Protein S Deficiency,0.17598336134574055,0.0029600792027524164,21.560493827160492,27,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,Hypertrophic Cardiomyopathy,Hypertrophic Cardiomyopathy,0.17598336134574055,0.0030056936182022297,4.436991869918699,328,5,MGAM;MUC16;SDHA;PRH1;TTN,FALSE,enrichr_default
DisGeNET,Acute Chest Syndrome,Acute Chest Syndrome,0.2033833942654966,0.003647353782728803,19.404444444444444,30,2,GSTM1;HBA2,FALSE,enrichr_default
DisGeNET,Protein C Deficiency,Protein C Deficiency,0.20712869834384842,0.003891401676827212,18.778494623655916,31,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,Thalassemia Intermedia,Thalassemia Intermedia,0.2186388315056906,0.004401659958467019,17.64040404040404,33,2,GSTM1;HBA2,FALSE,enrichr_default
DisGeNET,Secondary malignant neoplasm of pancreas,Secondary malignant neoplasm of pancreas,0.2186388315056906,0.0046677803481146585,17.12156862745098,34,2,MUC16;MUC4,FALSE,enrichr_default
DisGeNET,Left ventricular noncompaction cardiomyopathy,Left ventricular noncompaction cardiomyopathy,0.2186388315056906,0.0046677803481146585,17.12156862745098,34,2,SDHA;TTN,FALSE,enrichr_default
DisGeNET,Limb defects,Limb defects,0.22254263030461713,0.004941168563552558,16.632380952380952,35,2,LPA;PRH1,FALSE,enrichr_default
DisGeNET,delta-Thalassemia,delta-Thalassemia,0.23198010798093124,0.014911622845291095,58.21333333333333,5,1,HBA2,FALSE,enrichr_default
DisGeNET,Beta thalassemia minor,Beta thalassemia minor,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,HBA2,FALSE,enrichr_default
DisGeNET,"Color Blindness, Red","Color Blindness, Red",0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,TEX28,FALSE,enrichr_default
DisGeNET,Melanoma-Associated Retinopathy,Melanoma-Associated Retinopathy,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,TTN,FALSE,enrichr_default
DisGeNET,Bile Reflux,Bile Reflux,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,MUC4,FALSE,enrichr_default
DisGeNET,Biliary papillomatosis,Biliary papillomatosis,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,DMBT1,FALSE,enrichr_default
DisGeNET,Carcinomatous ascites,Carcinomatous ascites,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,MUC16,FALSE,enrichr_default
DisGeNET,"Neoplasms, Fibrous Tissue","Neoplasms, Fibrous Tissue",0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,AHRR,FALSE,enrichr_default
DisGeNET,Hemoglobin E disease,Hemoglobin E disease,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,HBA2,FALSE,enrichr_default
DisGeNET,Hereditary Ovarian Carcinoma,Hereditary Ovarian Carcinoma,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,MUC16,FALSE,enrichr_default
DisGeNET,Superficial thrombophlebitis,Superficial thrombophlebitis,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,PRH1,FALSE,enrichr_default
DisGeNET,Chronic respiratory failure,Chronic respiratory failure,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,MGAM,FALSE,enrichr_default
DisGeNET,Chronic stable plaque psoriasis,Chronic stable plaque psoriasis,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,GSTM1,FALSE,enrichr_default
DisGeNET,SYSTEMIC LUPUS ERYTHEMATOSUS 16,SYSTEMIC LUPUS ERYTHEMATOSUS 16,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,C4A,FALSE,enrichr_default
DisGeNET,Ossifying fibromyxoid tumor,Ossifying fibromyxoid tumor,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,MUC4,FALSE,enrichr_default
DisGeNET,Pneumonia in children,Pneumonia in children,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,GSTM1,FALSE,enrichr_default
DisGeNET,Acute respiratory disease,Acute respiratory disease,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,GSTM1,FALSE,enrichr_default
DisGeNET,Intestinal obstruction co-occurrent and due to decreased peristalsis,Intestinal obstruction co-occurrent and due to decreased peristalsis,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Alcohol-Induced Disorders,Alcohol-Induced Disorders,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,GSTM1,FALSE,enrichr_default
DisGeNET,Dominant beta-thalassemia,Dominant beta-thalassemia,0.23198010798093124,0.017867613092024802,48.51111111111111,6,1,HBA2,FALSE,enrichr_default
DisGeNET,Familial restrictive cardiomyopathy (disorder),Familial restrictive cardiomyopathy (disorder),0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,TTN,FALSE,enrichr_default
DisGeNET,Bladder Squamous Cell Carcinoma,Bladder Squamous Cell Carcinoma,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,GSTM1,FALSE,enrichr_default
DisGeNET,Mitochondrial Complex II Deficiency,Mitochondrial Complex II Deficiency,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,SDHA,FALSE,enrichr_default
DisGeNET,"Myopathy, Centronuclear, Autosomal Recessive","Myopathy, Centronuclear, Autosomal Recessive",0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,TTN,FALSE,enrichr_default
DisGeNET,"Nemaline Myopathy, Autosomal Recessive","Nemaline Myopathy, Autosomal Recessive",0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,TTN,FALSE,enrichr_default
DisGeNET,Hemoglobin M Disease,Hemoglobin M Disease,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,HBA2,FALSE,enrichr_default
DisGeNET,Hemolytic disorder,Hemolytic disorder,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,HBA2,FALSE,enrichr_default
DisGeNET,Chronic osteomyelitis,Chronic osteomyelitis,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,ACYP2,FALSE,enrichr_default
DisGeNET,Temporomandibular Joint Dysfunction Syndrome,Temporomandibular Joint Dysfunction Syndrome,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,TTN,FALSE,enrichr_default
DisGeNET,Toxic multinodular goiter,Toxic multinodular goiter,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,TTN,FALSE,enrichr_default
DisGeNET,Ventricular dilatation (disorder),Ventricular dilatation (disorder),0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,TTN,FALSE,enrichr_default
DisGeNET,Welander Distal Myopathy,Welander Distal Myopathy,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,TTN,FALSE,enrichr_default
DisGeNET,Adnexal mass,Adnexal mass,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,MUC16,FALSE,enrichr_default
DisGeNET,Alpha-thalassemia/mental retardation syndrome (301040) is an allelic disorder,Alpha-thalassemia/mental retardation syndrome (301040) is an allelic disorder,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,HBA2,FALSE,enrichr_default
DisGeNET,Progressive leukoencephalopathy,Progressive leukoencephalopathy,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,SDHA,FALSE,enrichr_default
DisGeNET,Proximal lower limb amyotrophy,Proximal lower limb amyotrophy,0.23198010798093124,0.02081488183698653,41.580952380952375,7,1,TTN,FALSE,enrichr_default
DisGeNET,Environmental Carcinogenesis,Environmental Carcinogenesis,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,GSTM1,FALSE,enrichr_default
DisGeNET,"CARDIOMYOPATHY, DILATED, 1S","CARDIOMYOPATHY, DILATED, 1S",0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,TTN,FALSE,enrichr_default
DisGeNET,Multiple Sulfatase Deficiency Disease,Multiple Sulfatase Deficiency Disease,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,ARSH,FALSE,enrichr_default
DisGeNET,Glucocorticoid-remediable aldosteronism,Glucocorticoid-remediable aldosteronism,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,LPA,FALSE,enrichr_default
DisGeNET,"Neoplasms, Therapy-Associated","Neoplasms, Therapy-Associated",0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,GSTM1,FALSE,enrichr_default
DisGeNET,Chronic rhinosinusitis with nasal polyps,Chronic rhinosinusitis with nasal polyps,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,MUC4,FALSE,enrichr_default
DisGeNET,COMPLEMENT COMPONENT 2 DEFICIENCY,COMPLEMENT COMPONENT 2 DEFICIENCY,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,C4A,FALSE,enrichr_default
DisGeNET,Abdominal symptom,Abdominal symptom,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,MUC16,FALSE,enrichr_default
DisGeNET,Treatment related secondary malignancy,Treatment related secondary malignancy,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,GSTM1,FALSE,enrichr_default
DisGeNET,Peritoneal Mesothelioma,Peritoneal Mesothelioma,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,MUC16,FALSE,enrichr_default
DisGeNET,Pharyngeal Neoplasms,Pharyngeal Neoplasms,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,GSTM1,FALSE,enrichr_default
DisGeNET,Cystadenocarcinoma,Cystadenocarcinoma,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Intramucosal Adenocarcinoma,Intramucosal Adenocarcinoma,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,MUC5AC,FALSE,enrichr_default
DisGeNET,delta beta^0^ Thalassemia,delta beta^0^ Thalassemia,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,HBA2,FALSE,enrichr_default
DisGeNET,Diaphragmatic paresis,Diaphragmatic paresis,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,TTN,FALSE,enrichr_default
DisGeNET,Diminished diaphragmatic motion,Diminished diaphragmatic motion,0.23198010798093124,0.023753454121096106,36.38333333333333,8,1,TTN,FALSE,enrichr_default
DisGeNET,"DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL","DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL",0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,GSTM1,FALSE,enrichr_default
DisGeNET,Sclerosing Epithelioid Fibrosarcoma,Sclerosing Epithelioid Fibrosarcoma,0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,MUC4,FALSE,enrichr_default
DisGeNET,Capillary Leak Syndrome,Capillary Leak Syndrome,0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,C4A,FALSE,enrichr_default
DisGeNET,"PHEOCHROMOCYTOMA, SUSCEPTIBILITY TO","PHEOCHROMOCYTOMA, SUSCEPTIBILITY TO",0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,DMBT1,FALSE,enrichr_default
DisGeNET,Thalassemia trait,Thalassemia trait,0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,HBA2,FALSE,enrichr_default
DisGeNET,"TIBIAL MUSCULAR DYSTROPHY, TARDIVE","TIBIAL MUSCULAR DYSTROPHY, TARDIVE",0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,TTN,FALSE,enrichr_default
DisGeNET,Congenital porencephaly,Congenital porencephaly,0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,LPA,FALSE,enrichr_default
DisGeNET,Coronary artery atheroma,Coronary artery atheroma,0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,PRH1,FALSE,enrichr_default
DisGeNET,Acquired porencephaly,Acquired porencephaly,0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,LPA,FALSE,enrichr_default
DisGeNET,Disturbance in mood,Disturbance in mood,0.23198010798093124,0.026683354994549647,32.34074074074074,9,1,TRPM2,FALSE,enrichr_default
DisGeNET,Atopic rhinitis,Atopic rhinitis,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,MUC5AC,FALSE,enrichr_default
DisGeNET,"Color Blindness, Red-Green","Color Blindness, Red-Green",0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,TEX28,FALSE,enrichr_default
DisGeNET,Biliary Intraepithelial Neoplasia,Biliary Intraepithelial Neoplasia,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Severe beta thalassemia,Severe beta thalassemia,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,HBA2,FALSE,enrichr_default
DisGeNET,Neck flexor weakness,Neck flexor weakness,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,TTN,FALSE,enrichr_default
DisGeNET,Hyperlipoproteinemia Type IV,Hyperlipoproteinemia Type IV,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,LPA,FALSE,enrichr_default
DisGeNET,Hypochromic anemia,Hypochromic anemia,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,HBA2,FALSE,enrichr_default
DisGeNET,Abnormal hemoglobin finding,Abnormal hemoglobin finding,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,HBA2,FALSE,enrichr_default
DisGeNET,Polygenic hypercholesterolemia,Polygenic hypercholesterolemia,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,LPA,FALSE,enrichr_default
DisGeNET,Primary hypercholesterolemia,Primary hypercholesterolemia,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,LPA,FALSE,enrichr_default
DisGeNET,Dysfibrinogenemia,Dysfibrinogenemia,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,PRH1,FALSE,enrichr_default
DisGeNET,Low-grade fibromyxoid sarcoma,Low-grade fibromyxoid sarcoma,0.23198010798093124,0.02960460947305564,29.106666666666666,10,1,MUC4,FALSE,enrichr_default
DisGeNET,"Arteriosclerotic cardiovascular disease, NOS","Arteriosclerotic cardiovascular disease, NOS",0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,LPA,FALSE,enrichr_default
DisGeNET,Malignant neoplasm of fallopian tube,Malignant neoplasm of fallopian tube,0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,MUC16,FALSE,enrichr_default
DisGeNET,Carney Triad,Carney Triad,0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,SDHA,FALSE,enrichr_default
DisGeNET,"Mixed Tumor, Mullerian","Mixed Tumor, Mullerian",0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,MUC16,FALSE,enrichr_default
DisGeNET,Splanchnic vein thrombosis,Splanchnic vein thrombosis,0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,PRH1,FALSE,enrichr_default
DisGeNET,Chromosome Breaks,Chromosome Breaks,0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,GSTM1,FALSE,enrichr_default
DisGeNET,"Synovial sarcoma, biphasic","Synovial sarcoma, biphasic",0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,MUC4,FALSE,enrichr_default
DisGeNET,Cutaneous hypersensitivity,Cutaneous hypersensitivity,0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,GSTM1,FALSE,enrichr_default
DisGeNET,Insulin Sensitivity Measurement,Insulin Sensitivity Measurement,0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,SLC6A12,FALSE,enrichr_default
DisGeNET,Limbal stem cell deficiency,Limbal stem cell deficiency,0.23198010798093124,0.03251724254582002,26.46060606060606,11,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Malignant neoplasm of anus,Malignant neoplasm of anus,0.23198010798093124,0.035421279144613474,24.255555555555556,12,1,GSTM1,FALSE,enrichr_default
DisGeNET,Mucopolysaccharidosis II,Mucopolysaccharidosis II,0.23198010798093124,0.035421279144613474,24.255555555555556,12,1,ARSH,FALSE,enrichr_default
DisGeNET,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Gastric-Type","Pancreatic Intraductal Papillary Mucinous Neoplasm, Gastric-Type",0.23198010798093124,0.035421279144613474,24.255555555555556,12,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Abdominal Neoplasms,Abdominal Neoplasms,0.23198010798093124,0.035421279144613474,24.255555555555556,12,1,GSTM1,FALSE,enrichr_default
DisGeNET,Delta-Beta Thalassemia,Delta-Beta Thalassemia,0.23198010798093124,0.035421279144613474,24.255555555555556,12,1,HBA2,FALSE,enrichr_default
DisGeNET,Adult Brain Neoplasm,Adult Brain Neoplasm,0.23198010798093124,0.035421279144613474,24.255555555555556,12,1,GSTM1,FALSE,enrichr_default
DisGeNET,Progressive multiple sclerosis,Progressive multiple sclerosis,0.23198010798093124,0.035421279144613474,24.255555555555556,12,1,DDT,FALSE,enrichr_default
DisGeNET,Aplasia/Hypoplasia of the earlobes,Aplasia/Hypoplasia of the earlobes,0.23198010798093124,0.035421279144613474,24.255555555555556,12,1,HBA2,FALSE,enrichr_default
DisGeNET,Raynaud Disease,Raynaud Disease,0.23198010798093124,0.035421279144613474,24.255555555555556,12,1,GSTM1,FALSE,enrichr_default
DisGeNET,Episodic paroxysmal anxiety,Episodic paroxysmal anxiety,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,SDHA,FALSE,enrichr_default
DisGeNET,Malignant Mixed Mesodermal (Mullerian) Tumor,Malignant Mixed Mesodermal (Mullerian) Tumor,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,MUC16,FALSE,enrichr_default
DisGeNET,"Cystadenoma, Mucinous","Cystadenoma, Mucinous",0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Metabolic myopathy,Metabolic myopathy,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,MGAM,FALSE,enrichr_default
DisGeNET,"Hypoalphalipoproteinemia, Familial","Hypoalphalipoproteinemia, Familial",0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,LPA,FALSE,enrichr_default
DisGeNET,Neoplastic Processes,Neoplastic Processes,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,APOBEC3A,FALSE,enrichr_default
DisGeNET,Nonspherocytic hemolytic anemia,Nonspherocytic hemolytic anemia,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,HBA2,FALSE,enrichr_default
DisGeNET,"Vertigo, Paroxysmal","Vertigo, Paroxysmal",0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,SDHA,FALSE,enrichr_default
DisGeNET,Polymorphous light eruption,Polymorphous light eruption,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,GSTM1,FALSE,enrichr_default
DisGeNET,Positive regitine blocking test,Positive regitine blocking test,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,SDHA,FALSE,enrichr_default
DisGeNET,Prelingual sensorineural hearing impairment,Prelingual sensorineural hearing impairment,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,RIPOR2,FALSE,enrichr_default
DisGeNET,Lentivirus Infections,Lentivirus Infections,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,APOBEC3A,FALSE,enrichr_default
DisGeNET,Elevated urinary epinephrine,Elevated urinary epinephrine,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,SDHA,FALSE,enrichr_default
DisGeNET,Elevated urinary norepinephrine,Elevated urinary norepinephrine,0.23198010798093124,0.03831674414072702,22.389743589743592,13,1,SDHA,FALSE,enrichr_default
DisGeNET,Recurrent paroxysmal headache,Recurrent paroxysmal headache,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,SDHA,FALSE,enrichr_default
DisGeNET,Atherosclerotic occlusive disease,Atherosclerotic occlusive disease,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,LPA,FALSE,enrichr_default
DisGeNET,Familial hypobetalipoproteinemia,Familial hypobetalipoproteinemia,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,LPA,FALSE,enrichr_default
DisGeNET,Central retinal vein occlusion,Central retinal vein occlusion,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,LPA,FALSE,enrichr_default
DisGeNET,Takotsubo Cardiomyopathy,Takotsubo Cardiomyopathy,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,LPA,FALSE,enrichr_default
DisGeNET,Homocysteinemia,Homocysteinemia,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,LPA,FALSE,enrichr_default
DisGeNET,Hypertensive Retinopathy,Hypertensive Retinopathy,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,SDHA,FALSE,enrichr_default
DisGeNET,Coronary Occlusion,Coronary Occlusion,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,LPA,FALSE,enrichr_default
DisGeNET,Adenocarcinoma of small intestine,Adenocarcinoma of small intestine,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Purpura Fulminans,Purpura Fulminans,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,PRH1,FALSE,enrichr_default
DisGeNET,Elevated urinary dopamine,Elevated urinary dopamine,0.23198010798093124,0.0412036623612398,20.790476190476188,14,1,SDHA,FALSE,enrichr_default
DisGeNET,"Autosomal recessive, childhood type, muscular dystrophy resembling Duchenne or Becker muscular dystrophy","Autosomal recessive, childhood type, muscular dystrophy resembling Duchenne or Becker muscular dystrophy",0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,TTN,FALSE,enrichr_default
DisGeNET,Benign scapuloperoneal muscular dystrophy with early contractures [Emery-Dreifuss],Benign scapuloperoneal muscular dystrophy with early contractures [Emery-Dreifuss],0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,TTN,FALSE,enrichr_default
DisGeNET,Fast acetylator due to N-acetyltransferase enzyme variant,Fast acetylator due to N-acetyltransferase enzyme variant,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,GSTM1,FALSE,enrichr_default
DisGeNET,"Heart Failure, Diastolic","Heart Failure, Diastolic",0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,TTN,FALSE,enrichr_default
DisGeNET,Budd-Chiari Syndrome,Budd-Chiari Syndrome,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,PRH1,FALSE,enrichr_default
DisGeNET,Smoker's lung,Smoker's lung,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,GSTM1,FALSE,enrichr_default
DisGeNET,Group B streptococcal pneumonia,Group B streptococcal pneumonia,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,GSTM1,FALSE,enrichr_default
DisGeNET,Hemoglobin H Disease,Hemoglobin H Disease,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,HBA2,FALSE,enrichr_default
DisGeNET,Hepatic Vein Thrombosis,Hepatic Vein Thrombosis,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,PRH1,FALSE,enrichr_default
DisGeNET,Hereditary Paraganglioma,Hereditary Paraganglioma,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,SDHA,FALSE,enrichr_default
DisGeNET,Thalassemia Minor,Thalassemia Minor,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,HBA2,FALSE,enrichr_default
DisGeNET,Congenital muscular dystrophy with specific morphological abnormalities of the muscle fiber,Congenital muscular dystrophy with specific morphological abnormalities of the muscle fiber,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,TTN,FALSE,enrichr_default
DisGeNET,Immunologic hypersensitivity,Immunologic hypersensitivity,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,C4A,FALSE,enrichr_default
DisGeNET,Limb-girdle muscular dystrophy type 2A,Limb-girdle muscular dystrophy type 2A,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,TTN,FALSE,enrichr_default
DisGeNET,Pulsatile Tinnitus,Pulsatile Tinnitus,0.23198010798093124,0.044082058563485634,19.404444444444444,15,1,SDHA,FALSE,enrichr_default
DisGeNET,Meconium ileus,Meconium ileus,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,MUC5AC,FALSE,enrichr_default
DisGeNET,Severe [Duchenne] muscular dystrophy,Severe [Duchenne] muscular dystrophy,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,TTN,FALSE,enrichr_default
DisGeNET,Severe chronic obstructive pulmonary disease,Severe chronic obstructive pulmonary disease,0.23198010798093124,0.046951957438519945,18.191666666666666,16,1,GSTM1,FALSE,enrichr_default
