name,variant_type,Bonobo,Chimpanzee,Human,description,post_mean,selection_regime
TEX35,SVs,0,0,1,testis expressed 35,0.00112348,Strong selection
TEX36,SVs,1,0,1,testis expressed 36,0.00569821,Strong selection
TEX9,SVs,0,1,4,testis expressed 9,0.00112572,Strong selection
TF,SVs,0,0,1,transferrin,0.0168447,Extreme selection
TFAM,SVs,0,1,0,transcription factor A%2C mitochondrial,0.027061,Extreme selection
TFAP2B,SVs,1,0,0,transcription factor AP-2 beta,0.191985,Extreme selection
TFAP2C,SVs,0,1,1,transcription factor AP-2 gamma,0.123316,Extreme selection
TFAP2D,SVs,1,1,0,transcription factor AP-2 delta,0.137778,Extreme selection
TFAP2E,SVs,0,1,0,transcription factor AP-2 epsilon,0.00540001,Strong selection
TFAP4,SVs,0,1,1,transcription factor AP-4,0.248832,Extreme selection
TFB1M,SVs,1,1,0,transcription factor B1%2C mitochondrial,0.0025636,Strong selection
TFB2M,SVs,0,1,1,transcription factor B2%2C mitochondrial,0.001502,Strong selection
TFCP2,SVs,0,1,1,transcription factor CP2,0.0492795,Extreme selection
TFCP2L1,SVs,1,0,0,transcription factor CP2 like 1,0.100951,Extreme selection
TFDP1,SVs,0,1,1,transcription factor Dp-1,0.198315,Extreme selection
TFDP2,SVs,1,1,1,transcription factor Dp-2,0.126797,Extreme selection
TFE3,SVs,1,1,0,transcription factor binding to IGHM enhancer 3,0.262587,Extreme selection
TFEB,SVs,1,0,0,transcription factor EB,0.0994249,Extreme selection
TFEC,SVs,0,1,0,transcription factor EC,0.00618678,Strong selection
TFF1,SVs,1,0,0,trefoil factor 1,0.00143208,Strong selection
TFF2,SVs,0,4,0,trefoil factor 2,0.00520605,Strong selection
TFIP11,SVs,1,1,0,tuftelin interacting protein 11,0.0100492,Extreme selection
TFPI,SVs,0,1,4,tissue factor pathway inhibitor,0.0119014,Extreme selection
TFPT,SVs,0,1,1,TCF3 fusion partner,0.0051044,Strong selection
TFRC,SVs,0,1,1,transferrin receptor,0.0297186,Extreme selection
TG,SVs,1,1,1,thyroglobulin,0.00108782,Strong selection
TGDS,SVs,0,1,1,TDP-glucose 4%2C6-dehydratase,0.00127923,Strong selection
TGFA,SVs,0,1,0,transforming growth factor alpha,0.0258848,Extreme selection
TGFB1,SVs,0,1,0,transforming growth factor beta 1,0.0607953,Extreme selection
TGFB2,SVs,1,1,1,transforming growth factor beta 2,0.128448,Extreme selection
TGFBI,SVs,0,1,0,transforming growth factor beta induced,0.00770355,Strong selection
TGFBR1,SVs,0,1,0,transforming growth factor beta receptor 1,0.129329,Extreme selection
TGFBR3,SVs,1,1,1,transforming growth factor beta receptor 3,0.040104,Extreme selection
TGFBR3L,SVs,1,1,0,transforming growth factor beta receptor 3 like,0.00212735,Strong selection
TGFBRAP1,SVs,0,0,1,transforming growth factor beta receptor associated protein 1,0.0291644,Extreme selection
TGIF2,SVs,1,1,0,TGFB induced factor homeobox 2,0.0537912,Extreme selection
TGM2,SVs,1,0,0,transglutaminase 2,0.00457434,Strong selection
TGM3,SVs,0,1,0,transglutaminase 3,0.00535291,Strong selection
TGM6,SVs,0,1,1,transglutaminase 6,0.00174852,Strong selection
TGM7,SVs,0,0,1,transglutaminase 7,7.5732e-4,Weak selection
TGOLN2,SVs,0,0,1,trans-golgi network protein 2,0.0101578,Extreme selection
TGS1,SVs,0,1,1,trimethylguanosine synthase 1,0.00481015,Strong selection
TH,SVs,0,0,1,tyrosine hydroxylase,0.00706805,Strong selection
THADA,SVs,1,1,1,THADA armadillo repeat containing,0.00126401,Strong selection
THAP12,SVs,0,0,1,THAP domain containing 12,0.0869188,Extreme selection
THAP3,SVs,0,1,0,THAP domain containing 3,0.0104343,Extreme selection
THAP4,SVs,0,1,1,THAP domain containing 4,0.0512013,Extreme selection
THAP5,SVs,0,0,1,THAP domain containing 5,0.00506552,Strong selection
THAP7,SVs,0,1,0,THAP domain containing 7,0.0160448,Extreme selection
THAP8,SVs,0,1,1,THAP domain containing 8,8.0324e-4,Weak selection
THAP9,SVs,0,0,1,THAP domain containing 9,0.00296476,Strong selection
THBS4,SVs,0,0,1,thrombospondin 4,0.00227455,Strong selection
THEM6,SVs,0,0,1,thioesterase superfamily member 6,0.00364769,Strong selection
THEMIS,SVs,0,1,1,thymocyte selection associated,0.00273808,Strong selection
THEMIS2,SVs,1,1,0,thymocyte selection associated family member 2,0.00408278,Strong selection
THG1L,SVs,0,1,0,tRNA-histidine guanylyltransferase 1 like,0.00219381,Strong selection
THOC1,SVs,0,1,1,THO complex subunit 1,0.124432,Extreme selection
THOC2,SVs,0,1,0,THO complex subunit 2,0.466939,Extreme selection
THOC3,SVs,0,1,0,THO complex subunit 3,0.00677855,Strong selection
THOC5,SVs,1,1,0,THO complex subunit 5,0.0347223,Extreme selection
THOC6,SVs,1,0,0,THO complex subunit 6,0.0228766,Extreme selection
THOP1,SVs,1,4,1,thimet oligopeptidase 1,0.011138,Extreme selection
THRA,SVs,0,1,0,thyroid hormone receptor alpha,0.191501,Extreme selection
THRAP3,SVs,1,1,1,thyroid hormone receptor associated protein 3,0.236232,Extreme selection
THRB,SVs,1,1,1,thyroid hormone receptor beta,0.177686,Extreme selection
THRSP,SVs,0,1,0,thyroid hormone responsive,0.00266667,Strong selection
THSD4,SVs,1,1,1,thrombospondin type 1 domain containing 4,0.0159494,Extreme selection
THSD7A,SVs,1,1,1,thrombospondin type 1 domain containing 7A,0.0863372,Extreme selection
THSD7B,SVs,1,1,1,thrombospondin type 1 domain containing 7B,0.0196847,Extreme selection
THUMPD2,SVs,0,1,0,THUMP domain containing 2,0.00181547,Strong selection
THUMPD3,SVs,0,1,0,THUMP domain containing 3,0.0015798,Strong selection
THY1,SVs,1,1,0,Thy-1 cell surface antigen,0.0190635,Extreme selection
THYN1,SVs,0,1,0,thymocyte nuclear protein 1,0.00184252,Strong selection
TIAM1,SVs,0,1,1,TIAM Rac1 associated GEF 1,0.0667122,Extreme selection
TIAM2,SVs,1,1,1,TIAM Rac1 associated GEF 2,0.0316227,Extreme selection
TICAM1,SVs,0,1,1,TIR domain containing adaptor molecule 1,0.0219156,Extreme selection
TICRR,SVs,0,1,1,TOPBP1 interacting checkpoint and replication regulator,0.0190696,Extreme selection
TIE1,SVs,0,1,0,tyrosine kinase with immunoglobulin like and EGF like domains 1,0.00689335,Strong selection
TIGAR,SVs,1,1,1,TP53 induced glycolysis regulatory phosphatase,0.0295383,Extreme selection
TIGD4,SVs,4,0,0,tigger transposable element derived 4,0.00102387,Strong selection
TIGD6,SVs,0,1,0,tigger transposable element derived 6,0.00208532,Strong selection
TIGIT,SVs,1,0,0,T cell immunoreceptor with Ig and ITIM domains,0.00135908,Strong selection
TIMD4,SVs,1,0,1,T cell immunoglobulin and mucin domain containing 4,8.9887e-4,Weak selection
TIMELESS,SVs,0,1,0,timeless circadian regulator,0.00579914,Strong selection
TIMM10B,SVs,0,1,0,translocase of inner mitochondrial membrane 10B,0.00184474,Strong selection
TIMM13,SVs,0,0,1,translocase of inner mitochondrial membrane 13,0.00510636,Strong selection
TIMM17A,SVs,0,1,0,translocase of inner mitochondrial membrane 17A,0.0389896,Extreme selection
TIMM17B,SVs,0,1,0,translocase of inner mitochondrial membrane 17B,0.0988842,Extreme selection
TIMM21,SVs,0,1,0,translocase of inner mitochondrial membrane 21,0.00183134,Strong selection
TIMM23B,SVs,0,1,0,translocase of inner mitochondrial membrane 23 homolog B,0.0110471,Extreme selection
TIMM44,SVs,0,0,1,translocase of inner mitochondrial membrane 44,0.0315456,Extreme selection
TIMM50,SVs,1,0,0,translocase of inner mitochondrial membrane 50,0.0293001,Extreme selection
TIMM9,SVs,0,1,0,translocase of inner mitochondrial membrane 9,0.0169587,Extreme selection
TIMMDC1,SVs,0,0,1,translocase of inner mitochondrial membrane domain containing 1,0.00124114,Strong selection
TIMP1,SVs,0,1,0,TIMP metallopeptidase inhibitor 1,0.0413764,Extreme selection
TIMP2,SVs,0,1,0,TIMP metallopeptidase inhibitor 2,0.0771613,Extreme selection
TIMP3,SVs,0,1,1,TIMP metallopeptidase inhibitor 3,0.0930702,Extreme selection
TIMP4,SVs,0,0,1,TIMP metallopeptidase inhibitor 4,0.00129291,Strong selection
TINAGL1,SVs,0,1,0,tubulointerstitial nephritis antigen like 1,0.0279815,Extreme selection
TINF2,SVs,1,1,0,TERF1 interacting nuclear factor 2,0.0280259,Extreme selection
TIPIN,SVs,0,1,1,TIMELESS interacting protein,0.00427293,Strong selection
TIRAP,SVs,0,1,0,TIR domain containing adaptor protein,7.5933e-4,Weak selection
TJAP1,SVs,0,1,0,tight junction associated protein 1,0.00636333,Strong selection
TJP1,SVs,1,1,1,tight junction protein 1,0.586119,Extreme selection
TJP2,SVs,1,0,1,tight junction protein 2,0.0175984,Extreme selection
TJP3,SVs,0,1,1,tight junction protein 3,8.3746e-4,Weak selection
TK1,SVs,1,0,1,thymidine kinase 1,0.0275402,Extreme selection
TK2,SVs,1,1,0,thymidine kinase 2,0.00544562,Strong selection
TKFC,SVs,0,0,1,triokinase and FMN cyclase,6.5214e-4,Weak selection
TKT,SVs,4,0,1,transketolase,0.0300708,Extreme selection
TKTL1,SVs,1,0,0,transketolase like 1,0.224669,Extreme selection
TLCD1,SVs,0,1,0,TLC domain containing 1,0.00207224,Strong selection
TLCD2,SVs,0,0,1,TLC domain containing 2,0.00267205,Strong selection
TLCD3A,SVs,0,1,1,TLC domain containing 3A,0.013009,Extreme selection
TLCD4,SVs,1,1,0,TLC domain containing 4,0.0225062,Extreme selection
TLCD4-RWDD3,SVs,0,0,1,TLCD4-RWDD3 readthrough,0.00831516,Strong selection
TLCD5,SVs,0,0,1,TLC domain containing 5,0.0010364,Strong selection
TLDC2,SVs,0,0,1,TBC/LysM-associated domain containing 2,7.0069e-4,Weak selection
TLE1,SVs,1,0,0,TLE family member 1%2C transcriptional corepressor,0.179375,Extreme selection
TLE2,SVs,0,1,1,TLE family member 2%2C transcriptional corepressor,0.0189873,Extreme selection
TLE4,SVs,0,1,1,TLE family member 4%2C transcriptional corepressor,0.241721,Extreme selection
TLE5,SVs,0,1,0,TLE family member 5%2C transcriptional modulator,0.435534,Extreme selection
TLE6,SVs,0,2,1,TLE family member 6%2C subcortical maternal complex member,0.0028327,Strong selection
TLK1,SVs,1,1,1,tousled like kinase 1,0.167669,Extreme selection
TLK2,SVs,0,1,0,tousled like kinase 2,0.33719,Extreme selection
TLL1,SVs,0,1,1,tolloid like 1,0.043899,Extreme selection
TLL2,SVs,1,0,1,tolloid like 2,6.7284e-4,Weak selection
TLN2,SVs,1,1,1,talin 2,0.0606267,Extreme selection
TLR1,SVs,0,1,4,toll like receptor 1,5.8443e-4,Weak selection
TLR3,SVs,0,0,1,toll like receptor 3,0.00836415,Strong selection
TLR5,SVs,0,1,0,toll like receptor 5,0.0010083,Strong selection
TLR6,SVs,0,0,1,toll like receptor 6,0.00360384,Strong selection
TLR7,SVs,1,0,0,toll like receptor 7,0.138111,Extreme selection
TLR8,SVs,0,0,1,toll like receptor 8,0.0544855,Extreme selection
TLX2,SVs,0,1,0,T cell leukemia homeobox 2,0.021658,Extreme selection
TM2D1,SVs,0,1,0,TM2 domain containing 1,0.00950094,Strong selection
TM2D3,SVs,0,1,1,TM2 domain containing 3,0.00230893,Strong selection
TM4SF1,SVs,0,1,1,transmembrane 4 L six family member 1,0.00441749,Strong selection
TM4SF19,SVs,1,1,1,transmembrane 4 L six family member 19,0.0021169,Strong selection
TM4SF20,SVs,1,0,0,transmembrane 4 L six family member 20,9.8887e-4,Weak selection
TM4SF4,SVs,0,1,0,transmembrane 4 L six family member 4,0.00207674,Strong selection
TM4SF5,SVs,0,0,1,transmembrane 4 L six family member 5,0.00650447,Strong selection
TM6SF1,SVs,0,0,1,transmembrane 6 superfamily member 1,0.00352865,Strong selection
TM9SF2,SVs,0,1,0,transmembrane 9 superfamily member 2,0.30352,Extreme selection
TM9SF3,SVs,0,1,1,transmembrane 9 superfamily member 3,0.358945,Extreme selection
TM9SF4,SVs,0,1,1,transmembrane 9 superfamily member 4,0.101506,Extreme selection
TMA16,SVs,1,0,0,translation machinery associated 16 homolog,0.00400685,Strong selection
TMBIM4,SVs,1,0,1,transmembrane BAX inhibitor motif containing 4,0.0047415,Strong selection
TMC1,SVs,1,1,1,transmembrane channel like 1,0.00811253,Strong selection
TMC2,SVs,1,1,1,transmembrane channel like 2,7.5662e-4,Weak selection
TMC3,SVs,0,1,0,transmembrane channel like 3,9.7432e-4,Weak selection
TMC4,SVs,0,0,1,transmembrane channel like 4,0.00160771,Strong selection
TMC5,SVs,1,1,1,transmembrane channel like 5,0.00148808,Strong selection
TMC7,SVs,1,4,1,transmembrane channel like 7,0.00676015,Strong selection
TMC8,SVs,0,1,1,transmembrane channel like 8,0.00577661,Strong selection
TMCC1,SVs,1,1,1,transmembrane and coiled-coil domain family 1,0.0957787,Extreme selection
TMCC2,SVs,0,1,0,transmembrane and coiled-coil domain family 2,0.0421499,Extreme selection
TMCC3,SVs,1,1,1,transmembrane and coiled-coil domain family 3,0.0245314,Extreme selection
TMCO1,SVs,1,1,1,transmembrane and coiled-coil domains 1,0.00755293,Strong selection
TMCO3,SVs,0,3,0,transmembrane and coiled-coil domains 3,0.00453737,Strong selection
TMCO4,SVs,1,1,1,transmembrane and coiled-coil domains 4,5.6725e-4,Weak selection
TMCO5A,SVs,0,0,1,transmembrane and coiled-coil domains 5A,0.00145605,Strong selection
TMCO6,SVs,0,0,1,transmembrane and coiled-coil domains 6,0.00134171,Strong selection
TMED1,SVs,0,1,0,transmembrane p24 trafficking protein 1,0.00223797,Strong selection
TMED10,SVs,1,0,0,transmembrane p24 trafficking protein 10,0.0855679,Extreme selection
TMED2,SVs,0,1,1,transmembrane p24 trafficking protein 2,0.15,Extreme selection
TMED3,SVs,1,0,0,transmembrane p24 trafficking protein 3,0.00247591,Strong selection
TMED6,SVs,0,1,1,transmembrane p24 trafficking protein 6,0.00135698,Strong selection
TMED8,SVs,1,1,0,transmembrane p24 trafficking protein family member 8,0.0179739,Extreme selection
TMED9,SVs,0,0,1,transmembrane p24 trafficking protein 9,0.0351031,Extreme selection
TMEFF1,SVs,1,1,0,transmembrane protein with EGF like and two follistatin like domains 1,0.0112767,Extreme selection
TMEFF2,SVs,1,1,1,transmembrane protein with EGF like and two follistatin like domains 2,0.0456327,Extreme selection
TMEM101,SVs,0,1,0,transmembrane protein 101,0.00881907,Strong selection
TMEM102,SVs,0,0,1,transmembrane protein 102,0.00270115,Strong selection
TMEM104,SVs,1,1,1,transmembrane protein 104,0.00576383,Strong selection
TMEM106B,SVs,0,0,1,transmembrane protein 106B,0.0386259,Extreme selection
TMEM107,SVs,1,0,0,transmembrane protein 107,0.00836384,Strong selection
TMEM108,SVs,1,1,1,transmembrane protein 108,0.248081,Extreme selection
TMEM11,SVs,1,0,1,transmembrane protein 11,0.16538,Extreme selection
TMEM114,SVs,0,0,1,transmembrane protein 114,0.00493779,Strong selection
TMEM116,SVs,0,1,0,transmembrane protein 116,6.0787e-4,Weak selection
TMEM117,SVs,1,1,1,transmembrane protein 117,0.025473,Extreme selection
TMEM120B,SVs,1,1,1,transmembrane protein 120B,0.0153297,Extreme selection
TMEM121,SVs,0,4,1,transmembrane protein 121,0.050015,Extreme selection
TMEM123,SVs,0,1,1,transmembrane protein 123,0.0106789,Extreme selection
TMEM126B,SVs,0,1,0,transmembrane protein 126B,0.00169336,Strong selection
TMEM127,SVs,0,1,0,transmembrane protein 127,0.0142955,Extreme selection
TMEM128,SVs,0,1,0,transmembrane protein 128,0.00464841,Strong selection
TMEM129,SVs,1,0,0,transmembrane protein 129%2C E3 ubiquitin ligase,0.00284668,Strong selection
TMEM131,SVs,1,1,1,transmembrane protein 131,0.125191,Extreme selection
TMEM131L,SVs,1,1,1,transmembrane 131 like,0.0690003,Extreme selection
TMEM132A,SVs,0,1,0,transmembrane protein 132A,0.00688496,Strong selection
TMEM132B,SVs,1,1,1,transmembrane protein 132B,0.0882034,Extreme selection
TMEM132C,SVs,1,1,1,transmembrane protein 132C,0.0759543,Extreme selection
TMEM132D,SVs,1,1,1,transmembrane protein 132D,0.142894,Extreme selection
TMEM132E,SVs,1,1,1,transmembrane protein 132E,0.0309474,Extreme selection
TMEM132E-DT,SVs,0,1,0,TMEM132E divergent transcript,0.00278391,Strong selection
TMEM135,SVs,1,1,1,transmembrane protein 135,0.051585399999999997,Extreme selection
TMEM138,SVs,0,0,1,transmembrane protein 138,0.00655348,Strong selection
TMEM140,SVs,0,1,0,transmembrane protein 140,0.00207342,Strong selection
TMEM141,SVs,0,1,0,transmembrane protein 141,0.00172258,Strong selection
TMEM143,SVs,0,1,1,transmembrane protein 143,6.0034e-4,Weak selection
TMEM145,SVs,0,1,1,transmembrane protein 145,0.0161087,Extreme selection
TMEM14A,SVs,0,1,1,transmembrane protein 14A,0.00756171,Strong selection
TMEM14B,SVs,0,0,1,transmembrane protein 14B,0.00106849,Strong selection
TMEM14C,SVs,1,0,1,transmembrane protein 14C,0.0120702,Extreme selection
TMEM150B,SVs,1,0,0,transmembrane protein 150B,9.4687e-4,Weak selection
TMEM150C,SVs,4,1,0,transmembrane protein 150C,0.0155115,Extreme selection
TMEM154,SVs,1,0,0,transmembrane protein 154,0.00178165,Strong selection
TMEM156,SVs,0,1,1,transmembrane protein 156,0.00249573,Strong selection
TMEM160,SVs,0,0,1,transmembrane protein 160,0.0451355,Extreme selection
TMEM161A,SVs,1,1,0,transmembrane protein 161A,0.00236498,Strong selection
TMEM161B,SVs,1,1,1,transmembrane protein 161B,0.0351917,Extreme selection
TMEM163,SVs,1,1,1,transmembrane protein 163,0.0219809,Extreme selection
TMEM164,SVs,0,1,0,transmembrane protein 164,0.321004,Extreme selection
TMEM165,SVs,0,0,4,transmembrane protein 165,0.0393067,Extreme selection
TMEM167A,SVs,1,1,1,transmembrane protein 167A,0.0122477,Extreme selection
TMEM168,SVs,0,1,0,transmembrane protein 168,0.0161019,Extreme selection
TMEM169,SVs,1,1,0,transmembrane protein 169,0.0162318,Extreme selection
TMEM170A,SVs,1,1,1,transmembrane protein 170A,0.00329762,Strong selection
TMEM170B,SVs,0,0,1,transmembrane protein 170B,0.0722439,Extreme selection
TMEM175,SVs,1,1,1,transmembrane protein 175,7.5496e-4,Weak selection
TMEM176B,SVs,0,1,0,transmembrane protein 176B,0.00123345,Strong selection
TMEM177,SVs,1,0,0,transmembrane protein 177,0.0021935,Strong selection
TMEM178A,SVs,1,0,0,transmembrane protein 178A,0.0827928,Extreme selection
TMEM178B,SVs,1,1,1,transmembrane protein 178B,0.152349,Extreme selection
TMEM18,SVs,0,1,0,transmembrane protein 18,0.00195262,Strong selection
TMEM181,SVs,0,1,1,transmembrane protein 181,0.0242127,Extreme selection
TMEM182,SVs,0,1,0,transmembrane protein 182,0.00580476,Strong selection
TMEM184A,SVs,0,1,1,transmembrane protein 184A,9.6117e-4,Weak selection
TMEM184B,SVs,0,0,1,transmembrane protein 184B,0.0586152,Extreme selection
TMEM185B,SVs,0,1,0,transmembrane protein 185B,0.0306319,Extreme selection
TMEM19,SVs,0,1,0,transmembrane protein 19,0.00224159,Strong selection
TMEM190,SVs,0,1,0,transmembrane protein 190,0.00456757,Strong selection
TMEM192,SVs,0,1,1,transmembrane protein 192,0.00156897,Strong selection
TMEM196,SVs,0,1,0,transmembrane protein 196,0.0072979,Strong selection
TMEM200A,SVs,0,1,0,transmembrane protein 200A,0.0567997,Extreme selection
TMEM201,SVs,0,1,0,transmembrane protein 201,0.0824815,Extreme selection
TMEM202,SVs,0,1,1,transmembrane protein 202,0.00106767,Strong selection
TMEM204,SVs,0,0,1,transmembrane protein 204,0.102214,Extreme selection
TMEM205,SVs,0,1,0,transmembrane protein 205,0.00985495,Strong selection
TMEM207,SVs,0,4,1,transmembrane protein 207,0.00136203,Strong selection
TMEM210,SVs,0,0,1,transmembrane protein 210,0.0468673,Extreme selection
TMEM212,SVs,0,0,4,transmembrane protein 212,8.3762e-4,Weak selection
TMEM214,SVs,0,1,0,transmembrane protein 214,0.0112948,Extreme selection
TMEM219,SVs,0,0,1,transmembrane protein 219,0.00331331,Strong selection
TMEM220,SVs,0,1,0,transmembrane protein 220,0.00307483,Strong selection
TMEM221,SVs,0,1,1,transmembrane protein 221,0.0018554,Strong selection
TMEM229B,SVs,0,0,1,transmembrane protein 229B,0.0360287,Extreme selection
TMEM230,SVs,0,1,1,transmembrane protein 230,0.0187522,Extreme selection
TMEM231,SVs,0,0,4,transmembrane protein 231,0.00311008,Strong selection
TMEM232,SVs,1,1,1,transmembrane protein 232,0.00124762,Strong selection
TMEM233,SVs,0,1,1,transmembrane protein 233,0.00434309,Strong selection
TMEM235,SVs,1,0,0,transmembrane protein 235,0.00232158,Strong selection
TMEM238,SVs,0,1,0,transmembrane protein 238,0.0393128,Extreme selection
TMEM239,SVs,1,0,1,transmembrane protein 239,0.00195776,Strong selection
TMEM240,SVs,1,1,1,transmembrane protein 240,0.0452853,Extreme selection
TMEM241,SVs,1,0,1,transmembrane protein 241,0.0010272,Strong selection
TMEM242,SVs,0,1,0,transmembrane protein 242,0.00448006,Strong selection
TMEM243,SVs,1,0,1,transmembrane protein 243,0.00615418,Strong selection
TMEM245,SVs,0,1,1,transmembrane protein 245,0.0159911,Extreme selection
TMEM248,SVs,0,0,1,transmembrane protein 248,0.051456,Extreme selection
TMEM25,SVs,0,0,1,transmembrane protein 25,0.00105218,Strong selection
TMEM250,SVs,0,1,0,transmembrane protein 250,0.0167178,Extreme selection
TMEM254,SVs,1,1,1,transmembrane protein 254,0.00105402,Strong selection
TMEM255A,SVs,0,1,0,transmembrane protein 255A,0.0239952,Extreme selection
TMEM255B,SVs,0,1,4,transmembrane protein 255B,8.811e-4,Weak selection
