loc_name	new_symbol	description
LOC129136722	NA	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like
LOC129136776	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129136829	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129136826	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC112205253	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC107967910	NA	DNA-directed RNA polymerases I, II, and III subunit RPABC4-like
LOC452727	NA	guanylate cyclase soluble subunit beta-2
LOC746049	NA	protein SGT1 homolog
LOC112205260	NA	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like
LOC467370	NA	peptidyl-prolyl cis-trans isomerase A-like
LOC467369	PTGR1	prostaglandin reductase 1-like
LOC129136746	NA	proline-rich protein 20E
LOC129136752	NA	proline-rich protein 20E
LOC129136753	NA	proline-rich protein 20E
LOC129136756	NA	proline-rich protein 20E
LOC129136757	NA	proline-rich protein 20E
LOC134808217	NA	proline-rich protein 20E
LOC129136758	NA	proline-rich protein 20E
LOC129136759	NA	proline-rich protein 20E
LOC129136760	NA	proline-rich protein 20E
LOC129136765	NA	proline-rich protein 20E
LOC129136766	NA	proline-rich protein 20E
LOC129136767	NA	proline-rich protein 20E
LOC129136768	NA	proline-rich protein 20E
LOC129136769	NA	proline-rich protein 20E
LOC129136770	NA	proline-rich protein 20E
LOC134808218	NA	proline-rich protein 20E
LOC134808219	NA	proline-rich protein 20E
LOC134808220	NA	proline-rich protein 20E
LOC134808221	NA	proline-rich protein 20E
LOC134808222	NA	proline-rich protein 20E
LOC134808223	NA	proline-rich protein 20E
LOC134808224	NA	proline-rich protein 20E
LOC134808225	NA	proline-rich protein 20E
LOC129136834	NA	myosin IC heavy chain-like
LOC101058170	NA	cTAGE family member 2-like
LOC104001860	NA	keratin-associated protein 21-1-like
LOC100611617	NA	putative UPF0607 protein ENSP00000383144
LOC134808242	NA	T-box transcription factor TBX1-like
LOC129136848	PTMA	prothymosin alpha-like
LOC134808147	NA	small ribosomal subunit protein eS26-like
LOC107968076	ZNF283	zinc finger protein 283-like
LOC104001904	NA	small nuclear ribonucleoprotein Sm D1-like
LOC134808156	NA	putative methyltransferase-like protein 21E
LOC467320	NA	ATP synthase F(0) complex subunit C1, mitochondrial-like
LOC134808171	NA	glutamine-rich protein 2-like
LOC134808179	NA	zinc-regulated GTPase metalloprotein activator 1A-like
LOC134808177	NA	putative COBW domain-containing protein 7
LOC129139011	NA	tektin-1-like
LOC134808416	NA	ankyrin repeat domain-containing protein SOWAHC-like
LOC100611163	NA	protein FRG1B
LOC467535	NA	sodium/potassium/calcium exchanger 4
LOC134808404	NA	unconventional myosin-Vb-like
LOC101059699	NA	disintegrin and metalloproteinase domain-containing protein 29-like
LOC129136946	NA	disintegrin and metalloproteinase domain-containing protein 21-like
LOC112205630	NA	putative rhophilin-2-like protein RHPN2P1
LOC107972911	NA	putative inactive fatty acyl-CoA reductase 2-like protein
LOC735535	POTEF	POTE ankyrin domain family member F
LOC465195	NA	olfactory receptor 4N2
LOC473307	NA	olfactory receptor 4K3
LOC100613950	NA	olfactory receptor 4K5
LOC473312	NA	olfactory receptor 4K14
LOC107968274	NA	olfactory receptor 4L1
LOC742615	NA	olfactory receptor 10G2
LOC107966378	NA	olfactory receptor 10G2
LOC467415	GPAT4	glycerol-3-phosphate acyltransferase 4-like
LOC107966402	NA	zinc finger protein 42 homolog
LOC101059615	NA	rho-related GTP-binding protein RhoQ-like
LOC104002047	NA	basic proline-rich protein-like
LOC467495	NA	disintegrin and metalloproteinase domain-containing protein 20-like
LOC107966238	NA	protein phosphatase 1 regulatory subunit 14B
LOC453134	NA	small ribosomal subunit protein uS2B-like
LOC736782	COA8	cytochrome c oxidase assembly factor 8
LOC112208000	IGHE	immunoglobulin heavy constant epsilon
LOC750127	NA	WASP homolog-associated protein with actin, membranes and microtubules
LOC100613625	NA	putative golgin subfamily A member 8G
LOC467627	NA	large ribosomal subunit protein uL18-like
LOC107968552	NA	small ribosomal subunit protein eS27-like
LOC112205572	NA	serine/threonine-protein kinase Nek4-like
LOC107968571	NA	putative golgin subfamily A member 8I
LOC100615278	POTEB3	POTE ankyrin domain family member B3
LOC104004591	POTEI	POTE ankyrin domain family member I
LOC107966503	NA	olfactory receptor 11H12
LOC107968458	NA	putative rhophilin-2-like protein RHPN2P1
LOC107966586	NA	disintegrin and metalloproteinase domain-containing protein 21-like
LOC134808565	NA	disintegrin and metalloproteinase domain-containing protein 29-like
LOC129137116	NA	unconventional myosin-Vb-like
LOC129137216	NA	tropomyosin alpha-4 chain-like
LOC112207462	NA	sterile alpha motif domain-containing protein 1-like
LOC129135436	NA	B melanoma antigen 5
LOC112208106	NA	double homeobox protein 4C-like
LOC107972828	NA	double homeobox protein 4C-like
LOC129137124	NA	dynamin-1-like
LOC750180	NA	golgin subfamily A member 8N-like
LOC107966661	NA	U3 small nucleolar ribonucleoprotein protein MPP10
LOC134808488	NA	amyloid-beta A4 precursor protein-binding family A member 2-like
LOC107968580	NA	putative GED domain-containing protein DNM1P46
LOC129137199	NA	small ribosomal subunit protein uS5-like
LOC453361	NA	calpain-3
LOC107966461	NA	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1
LOC107968609	SORD	sorbitol dehydrogenase-like
LOC107968518	NA	small ribosomal subunit protein uS2-like
LOC129137225	NA	acyl-coenzyme A thioesterase THEM4-like
LOC100611213	CNOT6	CCR4-NOT transcription complex subunit 6-like
LOC129137227	NA	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10
LOC467699	NA	golgin subfamily A member 2
LOC749557	NA	high mobility group protein B1
LOC467828	NA	putative GED domain-containing protein DNM1P34
LOC112205600	NA	elongation factor 1-alpha 1-like
LOC112207948	NA	golgin subfamily A member 6C-like
LOC743568	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7
LOC100608518	NA	golgin subfamily A member 2
LOC104004447	CSPG4	chondroitin sulfate proteoglycan 4
LOC749630	NA	golgin subfamily A member 6-like protein 9
LOC112205556	NA	putative golgin subfamily A member 6-like protein 19
LOC112207690	NA	golgin subfamily A member 6-like protein 10
LOC112207685	NA	A disintegrin and metalloproteinase with thrombospondin motifs 7-like
LOC129135334	NA	golgin subfamily A member 6-like protein 10
LOC134808476	NA	large ribosomal subunit protein eL21-like
LOC107968485	NA	histone H2A.V-like
LOC134808495	NA	serine/threonine-protein phosphatase 1 regulatory subunit 10
LOC100608823	NA	primary cilium assembly protein FAM149B1-like
LOC112205623	NA	golgin subfamily A member 2-like
LOC134808702	NA	protein VCF2-like
LOC134808697	NA	ankyrin repeat domain-containing protein SOWAHC-like
LOC134808710	CES4A	carboxylesterase 4A-like
LOC750120	CES3	carboxylesterase 3-like
LOC129137935	NA	unconventional myosin-Vb-like
LOC129137870	NA	cyclin-dependent kinase 2-associated protein 2-like
LOC129137936	NA	protein FRG1B-like
LOC455512	NA	ankyrin repeat domain-containing protein 30B
LOC129137938	NA	collagen alpha-1(I) chain-like
LOC101058364	NA	nuclear pore complex-interacting protein family member B9
LOC104003107	NA	WW domain-binding protein 2-like
LOC735805	EIF1	eukaryotic translation initiation factor 1-like
LOC129137899	NA	elongin-A3
LOC134808686	NA	elongin-A3-like
LOC129137900	NA	elongin-A3
LOC129137902	NA	elongin-A3
LOC134808676	NA	elongin-A3
LOC134808677	NA	elongin-A3
LOC129137895	NA	elongin-A3
LOC134808678	NA	elongin-A3
LOC134808603	NA	elongin-A3
LOC129137896	NA	elongin-A3
LOC129137897	NA	elongin-A3
LOC134808604	NA	elongin-A3
LOC129137904	NA	elongin-A3
LOC134808679	NA	elongin-A3
LOC134808680	NA	elongin-A3
LOC740344	NA	Y-box-binding protein 2-like
LOC107969386	NA	mucin-3B
LOC112206243	NA	large ribosomal subunit protein eL21-like
LOC455451	NA	endosome-associated-trafficking regulator 1-like
LOC740098	NA	serpin B3
LOC104003204	GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1
LOC468581	NA	ubiquitin-like FUBI-ribosomal protein eS30 fusion protein
LOC129137914	NA	olfactory receptor 4F3/4F16/4F29
LOC134808793	NA	phosphoglucomutase-like protein 5
LOC100608245	HBZ	hemoglobin subunit zeta-like
LOC129388389	NA	hemoglobin subunit alpha
LOC129137268	NA	hemoglobin subunit alpha-3-like
LOC100608743	NA	renal cancer differentiation gene 1 protein-like
LOC129137269	NA	large ribosomal subunit protein uL23-like
LOC468084	NA	tryptase beta-2-like
LOC100614054	NA	tryptase delta
LOC749964	NA	putative serine protease 29
LOC112204129	NA	acylpyruvase FAHD1, mitochondrial
LOC112205920	NA	endogenous retrovirus group K member 7 Env polyprotein
LOC741017	NA	acylpyruvase FAHD1, mitochondrial
LOC112204145	NA	hydroxyacylglutathione hydrolase, mitochondrial
LOC112205918	NA	nuclear pore complex-interacting protein family member A9-like
LOC107973199	NA	nuclear pore complex-interacting protein family member A9
LOC107972351	NA	putative RRN3-like protein RRN3P2
LOC112205917	NA	polycystin-1-like
LOC467872	NA	ATP-binding cassette sub-family A member 17-like
LOC112205915	NA	putative 3-phosphoinositide-dependent protein kinase 2
LOC129135253	NA	nuclear pore complex-interacting protein family member A7
LOC749627	NA	putative NPIP-like protein
LOC750142	NA	serine protease 30-like
LOC112205867	NA	nuclear pore complex-interacting protein family member A7-like
LOC129137396	NA	group 10 secretory phospholipase A2-like
LOC129135381	NA	nuclear pore complex-interacting protein family member B12-like
LOC129137395	NA	group 10 secretory phospholipase A2-like
LOC112205827	NA	nuclear pore complex-interacting protein family member B12-like
LOC750787	NA	nuclear pore complex-interacting protein family member B12
LOC739070	NA	group 10 secretory phospholipase A2
LOC112204066	NA	nuclear pore complex-interacting protein family member B12-like
LOC112205830	NA	group 10 secretory phospholipase A2-like
LOC112205833	NA	nuclear pore complex-interacting protein family member B12-like
LOC112205831	NA	nuclear pore complex-interacting protein family member A5
LOC112207897	NA	polycystin-1-like
LOC107973146	NA	BOS complex subunit NOMO3-like
LOC104004456	NA	large ribosomal subunit protein eL15-like
LOC742522	NA	ATP-binding cassette sub-family C member 6
LOC129135305	NA	BOS complex subunit NOMO1-like
LOC129137397	NA	large ribosomal subunit protein eL15-like
LOC749124	NA	polycystin-1-like
LOC112207767	NA	BOS complex subunit NOMO3
LOC739285	NA	polycystin-1
LOC100614392	NA	SREBP regulating gene protein-like
LOC112207763	NA	nuclear pore complex-interacting protein family member A9-like
LOC112207891	NA	polycystin-1-like
LOC112207969	NA	BOS complex subunit NOMO3-like
LOC112205869	NA	polycystin-1-like
LOC107972902	NA	large ribosomal subunit protein eL15-like
LOC129135370	NA	polycystin-1-like
LOC454345	NA	BOS complex subunit NOMO1
LOC107973209	NA	acyl-coenzyme A synthetase ACSM5, mitochondrial-like
LOC101058359	NA	phospholipid-transporting ATPase ABCA3-like
LOC100613237	NA	putative protein SNX29P2
LOC749371	NA	serine/threonine-protein kinase SMG1-like
LOC745676	NA	RNA polymerase I-specific transcription initiation factor RRN3
LOC100615882	NA	RNA polymerase I-specific transcription initiation factor RRN3
LOC129137399	NA	nuclear pore complex-interacting protein family member A7
LOC107973150	NA	serine/threonine-protein kinase SMG1-like
LOC129137286	OTOA	otoancorin-like
LOC107972317	NA	cytochrome c-like
LOC454016	EIF3C	eukaryotic translation initiation factor 3 subunit C
LOC129135420	NA	nuclear pore complex-interacting protein family member B15-like
LOC129137416	NA	nuclear pore complex-interacting protein family member B8-like
LOC129135256	EIF3C	eukaryotic translation initiation factor 3 subunit C-like
LOC737549	NA	battenin
LOC129137415	NA	nuclear pore complex-interacting protein family member B8-like
LOC129135255	NA	serine/threonine-protein kinase SMG1-like
LOC112207873	NA	nuclear pore complex-interacting protein family member B8
LOC749530	NA	battenin
LOC129137423	NA	nuclear pore complex-interacting protein family member B8-like
LOC112205839	NA	nuclear pore complex-interacting protein family member B15-like
LOC112207590	NA	battenin-like
LOC738352	EIF3C	eukaryotic translation initiation factor 3 subunit C
LOC129137424	NA	nuclear pore complex-interacting protein family member B8-like
LOC453981	NA	putative L-type amino acid transporter 1-like protein MLAS
LOC112205845	NA	nuclear pore complex-interacting protein family member B8-like
LOC129137287	OTOA	otoancorin-like
LOC129135358	NA	putative L-type amino acid transporter 1-like protein MLAS
LOC744474	NA	serine/threonine-protein kinase SMG1-like
LOC129137437	NA	nuclear pore complex-interacting protein family member B15-like
LOC129137436	NA	nuclear pore complex-interacting protein family member B15-like
LOC129137435	NA	nuclear pore complex-interacting protein family member B15-like
LOC750420	NA	nuclear pore complex-interacting protein family member B15
LOC129137438	NA	nuclear pore complex-interacting protein family member B12-like
LOC129137434	EIF3C	eukaryotic translation initiation factor 3 subunit C
LOC112208101	NA	battenin
LOC749547	NA	putative RRN3-like protein RRN3P2
LOC104004476	NA	nuclear pore complex-interacting protein family member B15
LOC112207668	NA	nuclear pore complex-interacting protein family member B13-like
LOC129137443	NA	nuclear pore complex-interacting protein family member B15-like
LOC129137451	NA	nuclear pore complex-interacting protein family member B15-like
LOC129137444	NA	nuclear pore complex-interacting protein family member B15-like
LOC107973273	NA	putative L-type amino acid transporter 1-like protein MLAS
LOC112207963	OTOA	otoancorin-like
LOC129137290	NA	nuclear pore complex-interacting protein family member B8
LOC112207351	NA	serine/threonine-protein kinase SMG1-like
LOC129137455	NA	nuclear pore complex-interacting protein family member B15-like
LOC134808807	NA	ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like
LOC101059732	NA	rho GTPase-activating protein 23-like
LOC129137302	NA	ATP-binding cassette sub-family D member 1-like
LOC112208125	NA	TP53-target gene 3 protein
LOC104004486	NA	E3 ubiquitin-protein ligase HERC2-like
LOC454097	NA	liver carboxylesterase 1
LOC747009	NA	liver carboxylesterase 1
LOC750059	NA	liver carboxylesterase 1
LOC750069	NA	liver carboxylesterase 1-like
LOC129137308	NA	high mobility group protein B3-like
LOC129137345	NA	putative UPF0607 protein ENSP00000381418
LOC129137346	NA	putative UPF0607 protein ENSP00000381418
LOC129137347	NA	putative UPF0607 protein ENSP00000381418
LOC112205880	NA	putative UPF0607 protein ENSP00000381418
LOC129135258	CES2	carboxylesterase 2
LOC100609914	NA	putative pyridoxal-dependent decarboxylase domain-containing protein 2
LOC112207414	NA	nuclear pore complex-interacting protein family member B4
LOC134808763	NA	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta-like
LOC112205887	NA	putative nuclear pore complex-interacting protein family member B2
LOC100608310	NA	nuclear pore complex-interacting protein family member B13
LOC107968882	CLEC18A	C-type lectin domain family 18 member A
LOC736783	NA	chymotrypsinogen B
LOC454266	NA	polycystin-1-like protein 2
LOC134808792	NA	basic proline-rich protein-like
LOC104002732	NA	AFG3-like protein 1
LOC134808778	NA	AFG3-like protein 1
LOC112205857	NA	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7-like
LOC129137313	NA	spectrin beta chain, non-erythrocytic 5-like
LOC129137488	NA	spectrin beta chain, non-erythrocytic 5-like
LOC129137314	NA	spectrin beta chain, non-erythrocytic 5-like
LOC129137483	NA	double C2-like domain-containing protein beta
LOC129137369	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC134808837	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC134808931	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC134808932	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129137660	NA	putative RNA-binding regulatory peptide
LOC112206063	NA	olfactory receptor 1P1-like
LOC468150	NA	olfactory receptor 1D4
LOC468152	NA	olfactory receptor 3A1
LOC129137653	NA	collagen alpha-1(I) chain
LOC748792	NA	BTB/POZ domain-containing protein KCTD9-like
LOC455243	NA	polyunsaturated fatty acid (12S)/(13S)-lipoxygenase, epidermal-type-like
LOC468298	NA	leucine-rich repeat-containing protein 37A3
LOC107968981	NA	leucine-rich repeat-containing protein 37A
LOC129137744	NA	leucine-rich repeat-containing protein 37A3-like
LOC100613991	NA	high mobility group protein B3
LOC100614183	NA	estradiol 17-beta-dehydrogenase 1
LOC742416	NA	keratin-associated protein 9-7
LOC742464	NA	keratin-associated protein 9-2-like
LOC742618	NA	keratin-associated protein 9-3
LOC107969063	NA	keratin-associated protein 9-2
LOC112206033	NA	keratin-associated protein 9-4
LOC100613382	NA	keratin-associated protein 4-11
LOC744437	NA	keratin-associated protein 4-8
LOC107973363	NA	keratin-associated protein 4-7
LOC112206034	NA	keratin-associated protein 4-7
LOC100615515	NA	putative keratin-associated protein 4-16
LOC468245	NA	keratin-associated protein 2-1
LOC468246	NA	keratin-associated protein 2-1
LOC107969030	NA	keratin-associated protein 2-1
LOC468247	NA	keratin-associated protein 2-1
LOC745883	NA	puromycin-sensitive aminopeptidase-like protein
LOC454608	PHF14	PHD finger protein 14-like
LOC104002862	NA	serine/threonine-protein kinase tousled-like 2
LOC748524	NA	polycomb protein SUZ12-like
LOC749677	NA	coiled-coil domain-containing protein 144A
LOC129137576	NA	protein FAM106A-like
LOC134808876	NA	ubiquitin carboxyl-terminal hydrolase 6-like
LOC129137579	NA	coiled-coil domain-containing protein 144A-like
LOC129137714	NA	regulator of nonsense transcripts 3A-like
LOC129137574	NA	putative coiled-coil domain-containing protein 144B
LOC104004536	NA	signal recognition particle subunit SRP68-like
LOC129137581	EVPL	envoplakin-like
LOC129137583	NA	ribosomal protein S6 kinase beta-1-like
LOC129135374	CDRT15	CMT1A duplicated region transcript 15 protein
LOC129137715	NA	C-C motif chemokine 3-like
LOC129137716	NA	glucose-induced degradation protein 4 homolog
LOC749948	NA	C-C motif chemokine 3-like
LOC129137717	NA	keratin, type I cytoskeletal 14-like
LOC129137684	CDRT15	CMT1A duplicated region transcript 15 protein-like
LOC129137682	CDRT15	CMT1A duplicated region transcript 15 protein-like protein
LOC129137690	NA	signal recognition particle subunit SRP68-like
LOC134808877	EVPL	envoplakin-like
LOC129137687	NA	ribosomal protein S6 kinase beta-1-like
LOC112206053	NA	small ribosomal subunit protein uS5-like
LOC468179	NA	coactosin-like protein
LOC112206089	NA	transportin-1-like
LOC129137591	NA	galectin-9C
LOC134808990	NA	nitric oxide synthase, inducible-like
LOC129137592	NA	coiled-coil domain-containing protein 144A-like
LOC129137594	NA	signal recognition particle subunit SRP68-like
LOC112207725	NA	tripartite motif-containing protein 16-like protein
LOC104001141	NA	multidrug and toxin extrusion protein 2-like
LOC107968995	NA	coiled-coil domain-containing protein 144A
LOC129137604	NA	small ribosomal subunit protein eS28
LOC129137601	NA	galectin-9B
LOC129137605	NA	transportin-1-like
LOC129137611	NA	cytospin-B-like
LOC129137613	NA	coactosin-like protein
LOC129135339	CDRT15	CMT1A duplicated region transcript 15 protein-like
LOC129137615	CDRT15	CMT1A duplicated region transcript 15 protein-like protein
LOC112206052	NA	ribosomal protein S6 kinase beta-1
LOC748818	EVPL	envoplakin-like
LOC742910	NA	coiled-coil domain-containing protein 144A
LOC750927	NA	coiled-coil domain-containing protein 144A
LOC107969043	NA	F-box/WD repeat-containing protein 10-like
LOC455055	NA	small ribosomal subunit protein uS13-like
LOC129137698	NA	protein mago nashi homolog
LOC745872	NA	ubiquitin-ribosomal protein eS31 fusion protein-like
LOC468407	NA	large ribosomal subunit protein uL30-like
LOC107969000	NA	probable ATP-dependent RNA helicase DHX40
LOC129137631	TBC1D3G	TBC1 domain family member 3G-like
LOC107969284	NA	large ribosomal subunit protein uL23-like
LOC107969085	NA	peptidyl-prolyl cis-trans isomerase A-like
LOC100611834	ICAM1	intercellular adhesion molecule 1
LOC740112	NA	ATP synthase subunit f, mitochondrial-like
LOC742589	EIF4A3	eukaryotic translation initiation factor 4A3
LOC129135262	NA	eukaryotic initiation factor 4A-III-like
LOC112208018	NA	eukaryotic initiation factor 4A-III
LOC129388392	NA	eukaryotic initiation factor 4A-III-like
LOC129137560	NA	eukaryotic initiation factor 4A-III-like
LOC129137559	NA	eukaryotic initiation factor 4A-III-like
LOC134806913	MCRIP1	MAPK regulated corepressor interacting protein 1
LOC112207721	NA	MAM and LDL-receptor class A domain-containing protein 2-like
LOC134807900	NA	putative protein FAM157B
LOC104004104	NA	protein RoBo-1-like
LOC469777	NA	olfactory receptor 2T3-like
LOC100612917	NA	olfactory receptor 2T27
LOC112208657	NA	olfactory receptor 2T2
LOC741803	NA	olfactory receptor 2T29-like
LOC469776	NA	olfactory receptor 2T29
LOC740716	NA	small ubiquitin-related modifier 3
LOC469775	NA	olfactory receptor 2G6
LOC100613015	NA	olfactory receptor 2T3
LOC469774	NA	olfactory receptor 2T2
LOC469773	NA	olfactory receptor 2T27
LOC469769	NA	olfactory receptor 2M3-like
LOC469766	NA	olfactory receptor 2T12
LOC741161	NA	olfactory receptor 2M3
LOC469764	NA	olfactory receptor 2M2
LOC469761	NA	olfactory receptor 2T12
LOC469759	NA	olfactory receptor 2L3
LOC469758	NA	olfactory receptor 2L2
LOC469756	NA	olfactory receptor 2L2-like
LOC100608066	NA	olfactory receptor 2L8-like
LOC104004835	NA	olfactory receptor 2L5
LOC469755	NA	olfactory receptor 2AK2
LOC100615576	NA	olfactory receptor 2L8
LOC469160	NA	olfactory receptor 11L1
LOC104004833	NA	olfactory receptor 6J1-like
LOC104004827	NA	olfactory receptor 14A2
LOC469747	NA	olfactory receptor 2G2
LOC101059730	NA	kinesin-like protein KIF28P
LOC134809855	NA	mucin-12-like
LOC104004819	NA	Y-box-binding protein 1-like
LOC457842	NA	alpha-enolase-like
LOC457831	NA	small ribosomal subunit protein eS26-like
LOC129143126	NA	small ribosomal subunit protein uS19-like
LOC129136167	NA	E3 ubiquitin-protein ligase RNF4-like
LOC469691	NA	small ribosomal subunit protein eS1-like
LOC129136056	NA	oligosaccharyltransferase complex subunit OSTC
LOC749429	NA	zinc finger CCCH domain-containing protein 11A-like
LOC129143110	NA	syncytin-1-like
LOC745138	NA	ATP synthase F(0) complex subunit C2, mitochondrial-like
LOC100608385	NA	10 kDa heat shock protein, mitochondrial-like
LOC457604	NA	complement factor H-related protein 4
LOC107966493	NA	complement factor H-related protein 1
LOC107973509	NA	non-histone chromosomal protein HMG-14-like
LOC129135576	NA	large ribosomal subunit protein eL21-like
LOC107973502	NA	ribosomal protein uL30-like
LOC736490	NA	alkylated DNA repair protein alkB homolog 8-like
LOC469572	NA	lymphotactin
LOC746079	ZNF664	zinc finger protein 664-like
LOC745350	NA	low affinity immunoglobulin gamma Fc region receptor III-B
LOC748740	NA	heat shock 70 kDa protein 6
LOC107973075	NA	low affinity immunoglobulin gamma Fc region receptor II-c
LOC129137966	NA	endogenous retrovirus group K member 18 Env polyprotein
LOC746844	NA	small ubiquitin-related modifier 1-like
LOC104003354	NA	putative olfactory receptor 10J6
LOC112205604	NA	olfactory receptor 10J1
LOC100613191	NA	olfactory receptor 10J3
LOC469533	NA	olfactory receptor 6K3-like
LOC134808731	SLAMF8	SLAM family member 8-like
LOC101059219	NA	protein S100-A15A
LOC736981	NA	small proline-rich protein 2E
LOC457314	NA	small proline-rich protein 2D
LOC735897	NA	late cornified envelope protein 2C
LOC112208623	NA	late cornified envelope protein 2B
LOC134808764	NA	putative neuroblastoma breakpoint family member 7
LOC112204096	ZNF850	zinc finger protein 850-like
LOC743531	NA	neuroblastoma breakpoint family member 15
LOC742208	NA	pachytene checkpoint protein 2 homolog
LOC742917	NA	palmitoyltransferase ZDHHC11
LOC134810451	NA	alpha/beta hydrolase domain-containing protein 17A-like
LOC129135311	NA	vesicle-trafficking protein SEC22b-like
LOC107966247	NA	thioredoxin-interacting protein
LOC129137513	NA	myomegalin-like
LOC745383	NA	Krueppel-like factor 5
LOC107973016	NA	neuroblastoma breakpoint family member 15
LOC129138875	NA	myomegalin-like
LOC129135357	NA	alpha/beta hydrolase domain-containing protein 17A-like
LOC112208384	NA	neuroblastoma breakpoint family member 15
LOC107971330	NA	notch homolog 2 N-terminal-like protein A
LOC107966245	NA	myomegalin
LOC112204994	NA	neuroblastoma breakpoint family member 15
LOC129135295	NA	thioredoxin-interacting protein-like
LOC747969	NA	myomegalin
LOC112204055	NA	hemojuvelin
LOC112208395	NA	neuroblastoma breakpoint family member 15
LOC112208004	NA	leucine-rich repeats and immunoglobulin-like domains protein 2
LOC129137511	NA	sortilin-like
LOC129137479	NA	neuroblastoma breakpoint family member 26
LOC134809775	NA	bile acid receptor-like
LOC101059076	NA	small ribosomal subunit protein uS8-like
LOC134810591	NA	neuroblastoma breakpoint family member 4-like
LOC112208393	NA	neuroblastoma breakpoint family member 14
LOC129137413	NA	neuroblastoma breakpoint family member 12-like
LOC134809777	NA	neuroblastoma breakpoint family member 1-like
LOC112204152	NA	leucine-rich repeats and immunoglobulin-like domains protein 2
LOC134806918	RBM15	RNA binding motif protein 15
LOC129143216	NA	basic proline-rich protein-like
LOC107973663	NA	peptidyl-prolyl cis-trans isomerase A-like 4A
LOC129137372	NA	notch homolog 2 N-terminal-like protein A
LOC129137371	NA	neuroblastoma breakpoint family member 10
LOC129137336	PCNA	proliferating cell nuclear antigen
LOC134809780	NA	mitochondrial adenyl nucleotide antiporter SLC25A24-like
LOC457936	NA	neuroblastoma breakpoint family member 6-like
LOC107973617	NA	small ribosomal subunit protein uS10-like
LOC107967080	NA	embryonic stem cell-related gene protein-like
LOC134810897	NA	large ribosomal subunit protein eL21
LOC738449	NA	iron-sulfur cluster assembly enzyme ISCU
LOC744483	NA	ribosomal protein L35a like
LOC100614519	NA	putative inactive cytochrome P450 family member 4Z2
LOC738231	NA	fatty-acid amide hydrolase 1-like
LOC112209812	NA	succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial-like
LOC456748	NA	magnesium transporter protein 1-like
LOC100612802	SELENOW	selenoprotein W-like
LOC112209443	NA	RH-like protein IIR
LOC112209445	NA	small ribosomal subunit protein uS8-like
LOC107971361	NA	RH-like protein IC
LOC456645	NA	rhesus-like protein
LOC112207632	NA	succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial-like
LOC456491	NA	chymotrypsin-like elastase family member 3B
LOC129136541	NA	FAM231A/C-like protein
LOC736194	NA	neuroblastoma breakpoint family member 15
LOC742959	NA	aflatoxin B1 aldehyde reductase member 4
LOC129143388	NA	putative protein FAM231BP
LOC129136527	NA	neuroblastoma breakpoint family member 15-like
LOC112207546	NA	neuroblastoma breakpoint family member 15-like
LOC112207542	NA	FAM231A/C-like protein
LOC112207544	NA	neuroblastoma breakpoint family member 15-like
LOC129136495	NA	coiled-coil-helix-coiled-coil-helix domain-containing protein 2-like
LOC112208570	PRAMEF19	PRAME family member 19
LOC129135277	PRAMEF1	PRAME family member 1
LOC129138211	PRAMEF11	PRAME family member 11-like
LOC129143368	PRAMEF10	PRAME family member 10-like
LOC129143374	PRAMEF1	PRAME family member 1-like
LOC129143377	NA	heterogeneous nuclear ribonucleoprotein C-like 3
LOC129143362	PRAMEF15	PRAME family member 15-like
LOC129143379	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC129143363	PRAMEF15	PRAME family member 15-like
LOC129143370	PRAMEF2	PRAME family member 2
LOC129143355	PRAMEF8	PRAME family member 8-like
LOC129143367	PRAMEF10	PRAME family member 10-like
LOC129143373	PRAMEF1	PRAME family member 1-like
LOC129143376	NA	heterogeneous nuclear ribonucleoprotein C-like 3
LOC746419	PRAMEF15	PRAME family member 15
LOC129141459	PRAMEF15	PRAME family member 15-like
LOC129143375	PRAMEF1	PRAME family member 1-like
LOC129141462	PRAMEF10	PRAME family member 10-like
LOC129141427	PRAMEF8	PRAME family member 8-like
LOC112207983	NA	heterogeneous nuclear ribonucleoprotein C-like 2
LOC129141483	PRAMEF15	PRAME family member 15-like
LOC129143347	PRAMEF15	PRAME family member 15-like
LOC129143350	PRAMEF1	PRAME family member 1-like
LOC129143351	PRAMEF8	PRAME family member 8
