loc_name	new_symbol	description
LOC129144550	NA	DNA-directed RNA polymerase II subunit RPB11-a-like
LOC735664	NA	putative speedy protein E21
LOC107975771	NA	ras GTPase-activating protein 4-like
LOC743528	NA	dual specificity protein phosphatase CDC14C-like
LOC465383	NA	putative phosphoserine phosphatase-like protein
LOC107975604	NA	borealin-like
LOC100613859	NA	coiled-coil domain-containing protein 144A-like
LOC129144479	ZNF736	zinc finger protein 736-like
LOC129144564	ZNF736	zinc finger protein 736-like
LOC129144575	ZNF479	zinc finger protein 479-like
LOC100611103	ZNF479	zinc finger protein 479
LOC134810615	NA	trinucleotide repeat-containing gene 18 protein-like
LOC107971940	NA	trinucleotide repeat-containing gene 18 protein-like
LOC101059645	ZNF736	zinc finger protein 736
LOC129144579	STMP1	short transmembrane mitochondrial protein 1-like
LOC129144580	NA	coiled-coil domain-containing protein 144A-like
LOC134810617	NA	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like
LOC104007253	ZNF85	zinc finger protein 85-like
LOC107972011	NA	proline-rich protein 13-like
LOC107973393	INTS4	integrator complex subunit 4
LOC129135489	INTS4	integrator complex subunit 4-like protein 2
LOC112207430	NA	mpv17-like protein
LOC100608861	NA	equilibrative nucleoside transporter 4-like
LOC100612798	NA	mpv17-like protein
LOC736588	NA	equilibrative nucleoside transporter 4-like
LOC451720	INTS4	integrator complex subunit 4-like protein 2
LOC744965	NA	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1
LOC742265	NA	speedy protein E1
LOC129135492	NA	E3 ubiquitin-protein ligase DTX1
LOC134810436	NA	putative postmeiotic segregation increased 2-like protein 3
LOC134810435	NA	huntingtin-interacting protein 1-like
LOC134807025	NA	speedy protein E2-like
LOC134810622	NA	DNA mismatch repair protein MutL-like
LOC134810437	NA	uroplakin-3b-like
LOC134810438	NA	probable E3 ubiquitin-protein ligase DTX2
LOC107966502	NA	protein CASP
LOC112207914	NA	putative STAG3-like protein 4
LOC738428	NA	putative STAG3-like protein 4
LOC107973094	NA	protein CASP
LOC129135495	CZIB	CXXC motif containing zinc binding protein
LOC107966625	NA	probable E3 ubiquitin-protein ligase DTX2
LOC750858	NA	putative postmeiotic segregation increased 2-like protein 3
LOC745060	NA	nuclear envelope pore membrane protein POM 121C
LOC743790	NA	tripartite motif-containing protein 73
LOC129135498	NA	speedy protein E12-like
LOC129135506	NA	speedy protein E12-like
LOC747005	NA	speedy protein E12
LOC129135502	NA	speedy protein E12-like
LOC129135499	NA	speedy protein E12-like
LOC129135500	NA	speedy protein E12-like
LOC129135505	NA	speedy protein E12-like
LOC739094	NA	speedy protein E12
LOC129135501	NA	speedy protein E12-like
LOC129135503	NA	speedy protein E12-like
LOC129135508	NA	speedy protein E12-like
LOC134810448	NA	speedy protein E12-like
LOC129135504	NA	speedy protein E12-like
LOC743350	NA	general transcription factor II-I repeat domain-containing protein 2B
LOC745916	NA	DNA mismatch repair protein MutL
LOC129135404	NA	speedy protein E1-like
LOC134810452	NA	uroplakin-3b-like
LOC112207942	NA	protein CASP-like
LOC129135515	NA	speedy protein E18-like
LOC100611433	NA	probable E3 ubiquitin-protein ligase DTX2
LOC107976168	NA	general transcription factor II-I repeat domain-containing protein 1
LOC104004648	NA	ras GTPase-activating protein 4
LOC747633	NA	probable E3 ubiquitin-protein ligase DTX2
LOC100608898	NA	speedy protein E1-like
LOC100609008	NA	speedy protein E18
LOC107976085	NA	desmocollin-2
LOC745903	NA	non-histone chromosomal protein HMG-17-like
LOC112209764	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1-like
LOC134810466	NA	calcium-binding protein P-like
LOC129144594	NA	T-box transcription factor TBX1-like
LOC100609753	NA	putative protein SEM1
LOC129135235	NA	cytochrome P450 3A7
LOC463620	NA	zinc-alpha-2-glycoprotein
LOC742087	NA	ras GTPase-activating protein 4
LOC100610062	NA	DNA-directed RNA polymerase II subunit RPB11-b2
LOC112209793	NA	putative speedy protein E21
LOC463627	NA	ras GTPase-activating protein 4
LOC101057620	NA	uroplakin-3b-like protein 1
LOC134810473	NA	putative hydro-lyase KRH_21160
LOC100608972	NA	tubulin beta-8 chain-like
LOC112209800	NA	sterile alpha motif domain-containing protein 11-like
LOC129135558	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC463629	NA	probable C-mannosyltransferase DPY19L2
LOC100610220	NA	polycomb complex protein BMI-1
LOC738764	NA	hyaluronidase-4-like
LOC107971619	NA	serine/threonine-protein kinase tousled-like 2
LOC463791	NA	putative trypsin-6
LOC129144506	NA	adenosine 5'-monophosphoramidase HINT1-like
LOC134810588	NA	large ribosomal subunit protein eL21
LOC100608524	NA	nucleophosmin-like
LOC100612560	NA	zinc finger and SCAN domain-containing protein 2
LOC134810480	NA	adhesive plaque matrix protein-like
LOC107971878	NA	putative fatty acid-binding protein 5-like protein 3
LOC134810802	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129135625	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129135626	NA	peptidyl-prolyl cis-trans isomerase A
LOC129135627	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC107973256	NA	neutrophil defensin 1
LOC134810819	NA	putative protein FAM90A26
LOC107966601	NA	ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like
LOC129135648	NA	olfactory receptor 7E24-like
LOC134810906	NA	putative protein FAM90A23
LOC129135808	NA	protein FAM90A15
LOC129135809	NA	protein FAM90A15
LOC129135810	NA	protein FAM90A15
LOC129135811	NA	protein FAM90A15
LOC129135812	NA	protein FAM90A15
LOC129135813	NA	protein FAM90A15
LOC129135814	NA	protein FAM90A15
LOC129135821	NA	protein FAM90A15
LOC129135815	NA	protein FAM90A15
LOC129135816	NA	protein FAM90A15
LOC129135818	NA	protein FAM90A15
LOC129135822	NA	protein FAM90A15
LOC129135823	NA	protein FAM90A15
LOC129135824	NA	protein FAM90A15
LOC129135825	NA	protein FAM90A15
LOC129135826	NA	protein FAM90A15
LOC134810707	NA	protein FAM90A15
LOC129135827	NA	protein FAM90A15
LOC134810708	NA	protein FAM90A15
LOC134810709	NA	protein FAM90A15
LOC134810710	NA	protein FAM90A15
LOC134810711	NA	protein FAM90A15
LOC134810712	NA	protein FAM90A15
LOC134810713	NA	protein FAM90A15-like
LOC134810714	NA	protein FAM90A15-like
LOC134810715	NA	protein FAM90A15-like
LOC134810716	NA	protein FAM90A15
LOC134810717	NA	protein FAM90A15-like
LOC134810718	NA	protein FAM90A15-like
LOC134810719	NA	protein FAM90A15-like
LOC134810720	NA	protein FAM90A15-like
LOC129135843	NA	proline-rich protein 23D1-like
LOC129388394	NA	beta-defensin 103A
LOC463973	NA	putative zinc finger protein 705G
LOC129135834	NA	proline-rich protein 23D1-like
LOC129135833	NA	protein FAM90A15-like
LOC134810721	NA	protein FAM90A15-like
LOC134810722	NA	protein FAM90A15
LOC134810723	NA	protein FAM90A15-like
LOC134810724	NA	protein FAM90A15-like
LOC134810725	NA	protein FAM90A15-like
LOC134810726	NA	protein FAM90A15
LOC129135828	NA	protein FAM90A15
LOC129135829	NA	protein FAM90A15
LOC129135830	NA	protein FAM90A15
LOC129135831	NA	protein FAM90A15
LOC134810727	NA	protein FAM90A15-like
LOC134810728	NA	protein FAM90A15-like
LOC134810729	NA	protein FAM90A15
LOC134810730	NA	protein FAM90A15
LOC134810731	NA	putative protein FAM90A26
LOC134810732	NA	putative protein FAM90A26
LOC134810733	NA	putative protein FAM90A26
LOC134810734	NA	protein FAM90A15-like
LOC129135852	NA	olfactory receptor 7E24-like
LOC134810661	NA	ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like
LOC112207929	NA	putative glycosyltransferase ALG1L2
LOC129135649	NA	protein-lysine N-methyltransferase EEF2KMT-like
LOC134806915	NA	beta-defensin 131A-like
LOC129135661	NA	large ribosomal subunit protein uL11
LOC112204207	NA	beta-defensin 131A-like
LOC737613	NA	meiosis expressed gene 1 protein homolog
LOC107966494	NA	protein artemis
LOC129135667	NA	RNA-binding motif protein, X chromosome-like
LOC738829	NA	putative gustatory receptor clone PTE01
LOC458071	FTL	ferritin light chain-like
LOC744128	NA	tumor necrosis factor receptor superfamily member 10D
LOC745862	NA	putative UPF0607 protein ENSP00000382826
LOC129135687	NA	pro-neuregulin-2, membrane-bound isoform-like
LOC736264	NA	BMI1 polycomb ring finger oncogene-like
LOC735522	NA	disintegrin and metalloproteinase domain-containing protein 5
LOC134810858	NA	POTE ankyrin domain family member A
LOC134810741	NA	calcium-binding protein P-like
LOC100615619	NA	neuronal regeneration-related protein-like
LOC464183	NA	26S proteasome regulatory subunit 10B-like
LOC745681	NA	short-chain dehydrogenase/reductase family 16C member 6-like
LOC104007636	NA	small ribosomal subunit protein uS8-like
LOC100615554	NA	large ribosomal subunit protein bL9m-like
LOC129135614	NA	exonuclease GOR-like
LOC134810750	NA	putative exonuclease GOR
LOC134810751	NA	putative exonuclease GOR
LOC134810752	NA	putative exonuclease GOR
LOC134810753	NA	putative exonuclease GOR
LOC134810754	NA	putative exonuclease GOR
LOC134810755	NA	putative exonuclease GOR
LOC134810756	NA	exonuclease GOR-like
LOC134810757	NA	putative exonuclease GOR
LOC134810759	NA	exonuclease GOR-like
LOC134810760	NA	putative exonuclease GOR
LOC134810761	NA	exonuclease GOR-like
LOC134810762	NA	exonuclease GOR-like
LOC134810763	NA	putative exonuclease GOR
LOC134810764	NA	putative exonuclease GOR
LOC134810765	NA	putative exonuclease GOR
LOC134810766	NA	exonuclease GOR-like
LOC134810767	NA	putative exonuclease GOR
LOC134810768	NA	putative exonuclease GOR
LOC134810769	NA	exonuclease GOR-like
LOC134810770	NA	putative exonuclease GOR
LOC134810771	NA	exonuclease GOR
LOC134810772	NA	putative exonuclease GOR
LOC129135877	NA	exonuclease GOR-like
LOC134810773	NA	exonuclease GOR-like
LOC134810774	NA	putative exonuclease GOR
LOC134810651	NA	putative exonuclease GOR
LOC134810775	NA	exonuclease GOR-like
LOC134810776	NA	exonuclease GOR-like
LOC134810777	NA	putative exonuclease GOR
LOC134810778	NA	exonuclease GOR-like
LOC134810779	NA	exonuclease GOR-like
LOC134810780	NA	putative exonuclease GOR
LOC134810781	NA	putative exonuclease GOR
LOC134810782	NA	exonuclease GOR-like
LOC134810783	NA	exonuclease GOR-like
LOC134810784	NA	putative exonuclease GOR
LOC134810785	NA	putative exonuclease GOR
LOC134810786	NA	exonuclease GOR-like
LOC134810787	NA	putative exonuclease GOR
LOC134810788	NA	exonuclease GOR-like
LOC134810789	NA	putative exonuclease GOR
LOC134810791	NA	exonuclease GOR-like
LOC134810792	NA	exonuclease GOR-like
LOC134806972	NA	exonuclease GOR-like
LOC129135751	PDC	phosducin-like protein 3
LOC472836	NA	large ribosomal subunit protein uL16-like
LOC464350	NA	small ribosomal subunit protein eS26-like
LOC104007761	NA	serine/arginine repetitive matrix protein 1-like
LOC742042	NA	collagen alpha-1(VII) chain-like
LOC129135623	NA	maestro heat-like repeat family member 5
LOC129135800	NA	sphingomyelin phosphodiesterase 5-like
LOC129135354	NA	E3 ubiquitin-protein ligase TRIM52
LOC129135418	NA	meteorin-like protein
LOC134807112	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC134807156	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC100608090	AKR1C4	aldo-keto reductase family 1 member C4-like
LOC107976907	NA	endogenous retrovirus group K member 16 Rec protein
LOC735372	NA	elongin-C-like
LOC129136177	NA	regulator of nonsense transcripts 2-like
LOC104008109	NA	putative protein N-methyltransferase FAM86B1
LOC134806983	NA	LIM zinc-binding domain-containing Nebulette
LOC100608612	NA	ran-specific GTPase-activating protein-like
LOC450370	NA	outer dynein arm-docking complex subunit 2
LOC129136165	NA	basic proline-rich protein-like
LOC743506	NA	large ribosomal subunit protein eL21-like
LOC450382	LYZ	lysozyme-like protein 1
LOC134807152	NA	putative UPF0607 protein FLJ37424
LOC129136271	NA	nucleotide triphosphate diphosphatase NUDT15
LOC741031	NAMPT	nicotinamide phosphoribosyltransferase-like
LOC736189	NA	rRNA 2'-O-methyltransferase fibrillarin-like
LOC112208093	NA	rRNA 2'-O-methyltransferase fibrillarin-like
LOC107966912	NA	FXYD domain-containing ion transport regulator 6-like
LOC134806911	NA	putative zinc finger protein 487
LOC107976967	NA	calponin-2
LOC107966727	ZNF248	zinc finger protein 248-like
LOC107966728	RSU1	ras suppressor protein 1-like
LOC100610757	NA	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5-like
LOC466067	WASHC2A	WASH complex subunit 2A
LOC104004318	NA	anthrax toxin receptor-like
LOC107966694	NA	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 9
LOC735373	NUTM2A	NUT family member 2A-like
LOC129136179	SHLD2	shieldin complex subunit 2-like
LOC112204587	NA	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5
LOC738814	NA	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5
LOC107966570	WASHC2A	WASH complex subunit 2A-like
LOC107973302	WASHC2A	WASH complex subunit 2A
LOC450461	NA	putative inactive neutral ceramidase B
LOC100611461	NA	putative inactive neutral ceramidase B
LOC745796	NA	talanin
LOC450550	NA	nuclear nucleic acid-binding protein C1D-like
LOC738010	NUTM2D	NUT family member 2D
LOC744093	NUTM2A	NUT family member 2A
LOC450570	NA	large ribosomal subunit protein eL8-like
LOC129136200	NA	ribosome biogenesis protein BMS1 homolog
LOC104008227	NA	synaptotagmin-15-like
LOC129135318	NUTM2D	NUT family member 2D-like
LOC134807045	NA	SH3 domain-binding protein 1-like
LOC134807078	NA	small ribosomal subunit protein eS26
LOC129136143	NA	large ribosomal subunit protein eL32
LOC134807048	NA	proline-rich protein HaeIII subfamily 1-like
LOC129136228	NA	peptidyl-prolyl cis-trans isomerase A-like
LOC743191	NA	protein CASC2, isoforms 1/2
LOC741513	NA	small ribosomal subunit protein eS8-like
LOC745251	DMBT1	deleted in malignant brain tumors 1 protein
LOC112204578	NA	RNA-binding protein 38-like
LOC134807081	NA	scavenger receptor cysteine-rich domain-containing protein SCART1-like
LOC100608666	NA	protein FAM87A-like
LOC129136305	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC112204781	NA	keratin-associated protein 5-4
LOC104008393	NA	acyl-coenzyme A synthetase ACSM1, mitochondrial-like
LOC112204801	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC748182	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC112204802	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC100612918	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC134807288	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC112204803	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2
LOC134807289	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC134807290	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC745955	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC112204800	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC129136397	NA	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 2-like
LOC466333	NA	olfactory receptor 52P1-like
LOC104008398	NA	olfactory receptor 51F2
LOC100611659	NA	olfactory receptor 51F2-like
LOC466347	NA	olfactory receptor 51F2-like
LOC100611224	NA	olfactory receptor 51S1
LOC100615983	NA	olfactory receptor 51A4
LOC129136400	NA	olfactory receptor 51A4-like
LOC466401	NA	olfactory receptor 52E5-like
LOC451002	NA	interferon-induced very large GTPase 1
LOC104008404	NA	basic proline-rich protein
LOC466428	NA	olfactory receptor 5P1-like
LOC466434	NA	olfactory receptor 10A3
LOC107967030	NA	olfactory receptor 7E24-like
LOC129135242	NA	large ribosomal subunit protein uL23-like
LOC466513	NA	olfactory receptor 4X1
LOC107967334	NA	olfactory receptor 4A5
LOC466737	NA	tripartite motif-containing 49-like
LOC451709	NOX4	NADPH oxidase 4-like
LOC451711	NA	tripartite motif-containing 49-like
LOC100614880	NA	olfactory receptor 4A16-like
LOC746859	NA	olfactory receptor 4A16-like
LOC466533	NA	olfactory receptor 4C11-like
LOC747017	NA	olfactory receptor 4P4
LOC747092	NA	olfactory receptor 5D13
LOC747111	NA	olfactory receptor 5D13
LOC466541	NA	olfactory receptor 5D16
LOC747236	NA	tripartite motif-containing protein 51
LOC747344	NA	olfactory receptor 5F1
LOC466543	NA	olfactory receptor 5F1-like
LOC100609139	NA	olfactory receptor 8J3
LOC466552	NA	olfactory receptor 8J2
LOC740517	NA	olfactory receptor 5T3
LOC466555	NA	olfactory receptor 8H1
LOC466561	NA	olfactory receptor 8U9-like
LOC100608661	NA	olfactory receptor 5M3
LOC466568	NA	olfactory receptor 5M8-like
LOC466600	NA	olfactory receptor 10W1
LOC748371	NA	olfactory receptor 5B3
LOC748526	NA	olfactory receptor 5AN6-like
LOC466609	NA	olfactory receptor 5AN1
LOC466610	NA	olfactory receptor 5A1-like
LOC134807349	NA	membrane-spanning 4-domains subfamily A member 12-like
LOC129136426	NA	membrane-spanning 4-domains subfamily A member 8-like
LOC107966244	NA	pepsin A-5
LOC107973353	NA	pepsin A-5
LOC466625	NA	pepsin A-5
LOC100613484	NA	large ribosomal subunit protein uL10-like
LOC129136434	NA	small ribosomal subunit protein eS19
LOC745011	NA	solute carrier family 22 member 20
LOC112208938	NA	protein FAM90A5-like
LOC104001450	NA	ubiquitin carboxyl-terminal hydrolase 17-like protein 22
LOC748219	NA	ubiquitin carboxyl-terminal hydrolase 17-like protein 6
LOC107967429	NA	ubiquitin carboxyl-terminal hydrolase 17-like protein 17
LOC134806957	NA	putative zinc finger protein 705EP
LOC100609546	NA	protein MIX23-like
LOC451475	NA	Putative N-acetylated-alpha-linked acidic dipeptidase
LOC129136345	NA	tripartite motif-containing protein 49C
LOC112208021	NA	tripartite motif-containing protein 49D-like
LOC129136354	NA	tripartite motif-containing protein 49C-like
LOC129136460	NA	tripartite motif-containing protein 51
LOC129136353	NA	tripartite motif-containing protein 49D-like
LOC129136352	NA	tripartite motif-containing protein 49D-like
LOC735939	NA	putative tripartite motif-containing protein 64B
LOC129136368	NA	tripartite motif-containing protein 51
LOC112207959	NA	tripartite motif-containing protein 49D
LOC129136347	NA	tripartite motif-containing protein 49C-like
LOC129136459	NA	tripartite motif-containing protein 49D-like
LOC451184	NA	tripartite motif-containing protein 49D
LOC748919	NA	tripartite motif-containing protein 49D-like
LOC112207962	NA	tripartite motif-containing protein 49D
LOC112208015	NA	tripartite motif-containing protein 49D
LOC735456	NA	caspase-1
LOC466819	NA	olfactory receptor 10G6
LOC466824	NA	putative olfactory receptor 8G2
LOC100614352	NA	olfactory receptor 143-like
LOC104001078	NA	olfactory receptor 8B2
LOC112204815	NA	olfactory receptor 8B3-like
LOC104004304	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC104004678	NA	PI-PLC X domain-containing protein 1
LOC107971128	NA	putative GTP-binding protein 6
LOC112207609	NA	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta
LOC107971217	NA	short stature homeobox protein
LOC749758	CRLF2	cytokine receptor like factor 2
LOC746936	CSF2RA	colony stimulating factor 2 receptor subunit alpha
LOC107972835	NA	interleukin-3 receptor subunit alpha
LOC751056	NA	CD99 antigen-like
LOC129388397	NA	sperm protein associated with the nucleus on the X chromosome C-like
LOC493983	NA	SPANX A/D member 3
LOC740134	NA	atherin-like
LOC112207788	VCX	variable charge X-linked-like
LOC465479	NA	large ribosomal subunit protein eL28-like
LOC112206920	VCX	variable charge X-linked-like
LOC112207729	VCX	variable charge X-linked-like
LOC129138886	VCX	variable charge X-linked-like
LOC107971192	VCX	variable charge X-linked-like
LOC112206878	VCX	variable charge X-linked-like
LOC112207919	VCX	variable charge X-linked-like
LOC735669	NA	cyclin-dependent kinases regulatory subunit 1-like
LOC129388395	NA	transcription elongation factor A protein-like 8
LOC107971164	NA	collagen alpha-1(XXIII) chain
LOC473866	FAM47C	family with sequence similarity 47 member C
LOC112206867	NA	CDGSH iron-sulfur domain-containing protein 1
LOC739560	NA	putative E3 ubiquitin-protein ligase makorin-4
LOC129138643	NA	14-3-3 protein zeta/delta-like
LOC473870	NA	actin-binding protein WASF2-like
LOC737502	NA	protein SSX2
LOC100608018	NA	putative protein SSX9
LOC107966478	NA	protein SSX4
LOC737267	NA	protein SSX4
LOC129138594	GAGE2D	G antigen 2D-like
LOC129135406	GAGE2D	G antigen 2D-like
LOC129138855	GAGE2D	G antigen 2D
LOC129135348	GAGE2D	G antigen 2D-like
LOC129138595	GAGE2D	G antigen 2D-like
LOC129138596	GAGE4	G antigen 4
LOC129138710	GAGE4	G antigen 4
LOC473605	GAGE4	G antigen 4
LOC473608	NA	histone H3.3A-like
LOC107971179	NA	diphosphoinositol polyphosphate phosphohydrolase 3-beta
LOC107966361	NA	putative G antigen family E member 3
LOC134807023	NA	large ribosomal subunit protein eL21
LOC129138685	NA	cytochrome c oxidase subunit NDUFA4-like
LOC107966387	NA	doublesex- and mab-3-related transcription factor C1
LOC107971165	NA	putative elongation factor 1-alpha-like 3
LOC129138666	NA	embryonic stem cell-related gene protein-like
LOC107971075	NA	protein ZAR1-like
LOC107966362	NA	ubiquitin-conjugating enzyme E2 N
LOC735423	NXF2	nuclear RNA export factor 2
LOC129138885	NXF2	nuclear RNA export factor 2
LOC104003957	NA	ras-related protein Rab-40A
LOC100615064	NA	A-kinase anchor protein 17B
LOC129138611	RHOXF2	rhox homeobox family member 2
LOC107966504	RHOXF2	rhox homeobox family member 2
LOC738115	NA	cancer/testis antigen 47A
LOC465839	CT47B1	cancer/testis antigen family 47 member B1
LOC112206860	NA	cancer/testis antigen 47A
LOC101056789	NA	ubiquitin-conjugating enzyme E2 variant 1
LOC129138625	CT45A6	cancer/testis antigen family 45 member A6
LOC465877	CT45A6	cancer/testis antigen family 45 member A6
LOC465884	NA	ras-related C3 botulinum toxin substrate 1-like
LOC107971048	NA	large ribosomal subunit protein eL42-like
LOC107972766	NA	melanoma-associated antigen 6
LOC107972767	NA	chondrosarcoma-associated gene 2/3 protein-like
LOC129138662	NA	chondrosarcoma-associated gene 2/3 protein
LOC107971234	PNMA6A	PNMA family member 6A
LOC107971235	NA	paraneoplastic antigen-like protein 6B
LOC129135380	NA	testis-specific protein TEX28
LOC129138866	NA	long-wave-sensitive opsin 1
LOC100610002	NA	NF-kappa-B essential modulator
LOC134809342	NA	phosphatidylinositol-binding clathrin assembly protein-like
LOC112204046	NA	40-kDa huntingtin-associated protein
LOC104004037	NA	40-kDa huntingtin-associated protein
LOC129138842	NA	histone-lysine N-methyltransferase PRDM7-like
LOC129138592	NA	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like
LOC129138706	NA	spectrin beta chain, non-erythrocytic 5-like
LOC129135297	NA	testis-specific Y-encoded protein 3-like
LOC107973386	NA	testis-specific Y-encoded protein 3
LOC112207446	NA	testis-specific Y-encoded protein 3
LOC129138949	NA	testis-specific Y-encoded protein 3
LOC129138954	NA	testis-specific Y-encoded protein 3-like
LOC129138956	NA	testis-specific Y-encoded protein 3
LOC129138948	NA	testis-specific Y-encoded protein 3
LOC129138958	NA	testis-specific Y-encoded protein 3-like
LOC112207444	NA	testis-specific Y-encoded protein 3
LOC129138942	NA	testis-specific Y-encoded protein 3
LOC129138955	NA	testis-specific Y-encoded protein 3
LOC129138957	NA	testis-specific Y-encoded protein 3-like
LOC129135429	NA	testis-specific Y-encoded protein 3
LOC129138959	NA	testis-specific Y-encoded protein 3
LOC129138960	NA	testis-specific Y-encoded protein 3
LOC745154	NA	testis-specific Y-encoded protein 3
LOC129138941	NA	testis-specific Y-encoded protein 3-like
LOC745089	NA	testis-specific Y-encoded protein 3
LOC745124	NA	testis-specific Y-encoded protein 3-like
LOC744621	NA	deleted in azoospermia protein 1
LOC749905	NA	deleted in azoospermia protein 1
LOC107971295	NA	testis-specific basic protein Y 2
LOC736145	NA	RNA-binding motif protein, Y chromosome, family 1 member F/J-like
LOC112208098	NA	RNA-binding motif protein, Y chromosome, family 1 member F/J
LOC737822	NA	testis-specific Y-encoded protein 3-like
LOC740402	NA	glutamate dehydrogenase 1, mitochondrial-like
LOC112208053	NA	deleted in azoospermia protein 4
LOC738636	NA	deleted in azoospermia protein 3
LOC739765	NA	testis-specific Y-encoded protein 3
LOC112209182	NA	matrix-remodeling-associated protein 5-like
LOC751056_1	NA	CD99 antigen-like
LOC107972835_1	NA	interleukin-3 receptor subunit alpha
LOC746936_1	CSF2RA	colony stimulating factor 2 receptor subunit alpha
LOC749758_1	CRLF2	cytokine receptor like factor 2
LOC107971217_1	NA	short stature homeobox protein
LOC112207609_1	NA	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta
LOC107971128_1	NA	putative GTP-binding protein 6
LOC129138939	NA	PI-PLC X domain-containing protein 1-like
LOC129138938	NA	MAM and LDL-receptor class A domain-containing protein 1-like
LOC129397705	NA	putative protein FAM157B
LOC100991907	NA	olfactory receptor 14I1
LOC100972584	NA	olfactory receptor 2T11
LOC100971901	NA	olfactory receptor 2T29
LOC100970998	SUMO3	small ubiquitin like modifier 3
LOC100971558	NA	olfactory receptor 2G6
LOC100990488	NA	olfactory receptor 2L2-like
LOC100989812	NA	olfactory receptor 2L13
LOC106634333	NA	olfactory receptor 2AK2
LOC100976667	NA	olfactory receptor 2L8-like
LOC129392906	NA	E3 ubiquitin-protein ligase TRIM58
LOC100991478	NA	olfactory receptor 2AJ1
LOC112438148	NA	olfactory receptor 14K1
LOC103785522	ZNF695	zinc finger protein 695
LOC129394312	NA	kinesin-like protein KIF28P
LOC100993046	NA	E3 ubiquitin-protein ligase RNF4-like
LOC100990819	ZNF706	zinc finger protein 706-like
LOC117977169	NA	small ribosomal subunit protein uS8-like
LOC117976953	NA	small nuclear ribonucleoprotein G-like
LOC117976634	NA	complement factor H-related protein 2
LOC129397416	NA	complement factor H-related protein 4
LOC117976628	NA	complement factor H-related protein 4
LOC134728364	NA	complement factor H-related protein 3
LOC134729391	CFH	complement factor H-like
LOC134729382	NA	complement factor H-related protein 3
LOC134730372	NA	small ribosomal subunit protein eS7
LOC100983469	NA	carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
LOC134730381	NA	thiosulfate:glutathione sulfurtransferase
LOC134730382	NA	upstream stimulatory factor 1
LOC100973313	NA	olfactory receptor 10J5
LOC129397826	NA	serum amyloid P-component-like
LOC100974350	NA	olfactory receptor 10J1
LOC100974674	NA	olfactory receptor 10J4
LOC100995546	NA	protein SON-like
LOC130541076	NA	small proline-rich protein 2D-like
LOC130541078	NA	small proline-rich protein 2D
LOC100996097	NA	putative neuroblastoma breakpoint family member 7
LOC106635332	NA	endogenous retrovirus group K member 10 Np9 protein-like
LOC100990288	NA	myomegalin-like
LOC106634368	NA	bromodomain-containing protein 9
LOC117974571	NA	neuroblastoma breakpoint family member 15-like
LOC129397510	NA	neurogenic locus notch homolog protein 2-like
LOC117981372	NA	neuroblastoma breakpoint family member 15-like
LOC129394502	NA	Krueppel-like factor 5
LOC117980872	NA	neuroblastoma breakpoint family member 15-like
LOC117975161	NA	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3-like
LOC100971374	NA	thioredoxin-interacting protein
LOC129393010	NA	neuroblastoma breakpoint family member 15-like
LOC100980894	NA	bile acid receptor-like
LOC100983009	NA	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
LOC134730803	NA	neuroblastoma breakpoint family member 12-like
LOC129394614	NA	neuroblastoma breakpoint family member 12-like
