sample	pop	mean_pi	std_pi	stderr_pi	n_sites
HG03925	nonAFR	0.0183415	0.134183	1.17472e-05	130475909
HG03926	nonAFR	0.0178915	0.132557	1.16048e-05	130475909
HG03931	nonAFR	0.0184108	0.134432	1.17689e-05	130475909
HG03934	nonAFR	0.0184473	0.134562	1.17804e-05	130475909
HG03940	nonAFR	0.0182607	0.133893	1.17217e-05	130475909
HG03941	nonAFR	0.0176421	0.131647	1.15251e-05	130475909
HG03945	nonAFR	0.0177533	0.132053	1.15607e-05	130475909
HG03947	nonAFR	0.0183203	0.134107	1.17405e-05	130475909
HG03949	nonAFR	0.0177714	0.13212	1.15665e-05	130475909
HG03951	nonAFR	0.0184118	0.134435	1.17692e-05	130475909
HG03953	nonAFR	0.0177306	0.13197	1.15534e-05	130475909
HG03963	nonAFR	0.0177864	0.132174	1.15713e-05	130475909
HG03965	nonAFR	0.0177214	0.131937	1.15505e-05	130475909
HG03967	nonAFR	0.0169471	0.129073	1.12998e-05	130475909
HG03969	nonAFR	0.017705	0.131877	1.15453e-05	130475909
HG03971	nonAFR	0.0177863	0.132174	1.15712e-05	130475909
HG03973	nonAFR	0.0181551	0.133512	1.16884e-05	130475909
HG03977	nonAFR	0.0182434	0.133831	1.17163e-05	130475909
HG03989	nonAFR	0.0179291	0.132694	1.16168e-05	130475909
HG03990	nonAFR	0.0175554	0.131329	1.14973e-05	130475909
HG03999	nonAFR	0.0177654	0.132098	1.15646e-05	130475909
HG04001	nonAFR	0.0180968	0.133302	1.167e-05	130475909
HG04002	nonAFR	0.0178363	0.132356	1.15872e-05	130475909
HG04003	nonAFR	0.0177208	0.131935	1.15503e-05	130475909
HG04006	nonAFR	0.0178087	0.132256	1.15784e-05	130475909
HG04017	nonAFR	0.0173317	0.130504	1.14251e-05	130475909
HG04018	nonAFR	0.0180502	0.133133	1.16552e-05	130475909
HG04022	nonAFR	0.0176409	0.131642	1.15247e-05	130475909
HG04023	nonAFR	0.0167499	0.128333	1.1235e-05	130475909
HG04025	nonAFR	0.0174799	0.131051	1.1473e-05	130475909
HG04035	nonAFR	0.0179798	0.132878	1.16329e-05	130475909
HG04039	nonAFR	0.0178288	0.132329	1.15848e-05	130475909
HG04047	nonAFR	0.0182161	0.133732	1.17077e-05	130475909
HG04054	nonAFR	0.0177753	0.132134	1.15677e-05	130475909
HG04056	nonAFR	0.0158715	0.124979	1.09413e-05	130475909
HG04060	nonAFR	0.0177051	0.131877	1.15453e-05	130475909
HG04075	nonAFR	0.0177781	0.132144	1.15686e-05	130475909
HG04080	nonAFR	0.0177566	0.132065	1.15618e-05	130475909
HG04090	nonAFR	0.0178982	0.132582	1.16069e-05	130475909
HG04093	nonAFR	0.0174045	0.130773	1.14486e-05	130475909
HG04094	nonAFR	0.017631	0.131606	1.15215e-05	130475909
HG04096	nonAFR	0.0163534	0.126831	1.11035e-05	130475909
HG04098	nonAFR	0.0178144	0.132276	1.15802e-05	130475909
HG04099	nonAFR	0.0183873	0.134347	1.17615e-05	130475909
HG04100	nonAFR	0.0178537	0.13242	1.15928e-05	130475909
HG04131	nonAFR	0.0179123	0.132633	1.16114e-05	130475909
HG04134	nonAFR	0.0179099	0.132624	1.16107e-05	130475909
HG04140	nonAFR	0.0175459	0.131294	1.14942e-05	130475909
HG04141	nonAFR	0.0183804	0.134322	1.17594e-05	130475909
HG04144	nonAFR	0.0182852	0.133981	1.17294e-05	130475909
HG04146	nonAFR	0.0177198	0.131931	1.155e-05	130475909
HG04152	nonAFR	0.0170271	0.129372	1.1326e-05	130475909
HG04162	nonAFR	0.0184631	0.134619	1.17853e-05	130475909
HG04164	nonAFR	0.0180262	0.133046	1.16476e-05	130475909
HG04171	nonAFR	0.0185931	0.135083	1.18259e-05	130475909
HG04173	nonAFR	0.0179397	0.132732	1.16201e-05	130475909
HG04176	nonAFR	0.0178474	0.132397	1.15908e-05	130475909
HG04177	nonAFR	0.0181089	0.133345	1.16738e-05	130475909
HG04182	nonAFR	0.0177745	0.132131	1.15675e-05	130475909
HG04188	nonAFR	0.0177119	0.131902	1.15475e-05	130475909
HG04189	nonAFR	0.0183751	0.134304	1.17577e-05	130475909
HG04195	nonAFR	0.0183485	0.134208	1.17493e-05	130475909
HG04206	nonAFR	0.0174554	0.130961	1.1465e-05	130475909
HG04209	nonAFR	0.0169796	0.129195	1.13105e-05	130475909
HG04210	nonAFR	0.0176859	0.131807	1.15392e-05	130475909
HG04211	nonAFR	0.0149426	0.121323	1.06213e-05	130475909
HG04212	nonAFR	0.0177242	0.131947	1.15514e-05	130475909
HG04214	nonAFR	0.0182666	0.133914	1.17236e-05	130475909
HG04219	nonAFR	0.0179432	0.132745	1.16213e-05	130475909
HG04225	nonAFR	0.0178108	0.132263	1.15791e-05	130475909
HG04227	nonAFR	0.0181871	0.133628	1.16985e-05	130475909
HG04229	nonAFR	0.0177919	0.132195	1.15731e-05	130475909
HG04238	nonAFR	0.0177206	0.131934	1.15503e-05	130475909
HG04239	nonAFR	0.0178758	0.1325	1.15998e-05	130475909
NA20845	nonAFR	0.0179769	0.132867	1.1632e-05	130475909
NA20846	nonAFR	0.0173996	0.130755	1.1447e-05	130475909
NA20847	nonAFR	0.0181472	0.133484	1.16859e-05	130475909
NA20849	nonAFR	0.0180973	0.133304	1.16701e-05	130475909
NA20850	nonAFR	0.017509	0.131158	1.14823e-05	130475909
NA20851	nonAFR	0.0182321	0.13379	1.17127e-05	130475909
NA20852	nonAFR	0.0176322	0.13161	1.15219e-05	130475909
NA20856	nonAFR	0.0182675	0.133917	1.17239e-05	130475909
NA20858	nonAFR	0.0178134	0.132273	1.15799e-05	130475909
NA20863	nonAFR	0.0176969	0.131847	1.15427e-05	130475909
NA20864	nonAFR	0.0176296	0.131601	1.15211e-05	130475909
NA20866	nonAFR	0.017618	0.131558	1.15174e-05	130475909
NA20867	nonAFR	0.01749	0.131088	1.14762e-05	130475909
NA20868	nonAFR	0.0181723	0.133574	1.16938e-05	130475909
NA20869	nonAFR	0.0180887	0.133272	1.16674e-05	130475909
NA20870	nonAFR	0.017656	0.131698	1.15296e-05	130475909
NA20872	nonAFR	0.0179369	0.132722	1.16192e-05	130475909
NA20874	nonAFR	0.0184268	0.134489	1.17739e-05	130475909
NA20877	nonAFR	0.0179464	0.132757	1.16223e-05	130475909
NA20878	nonAFR	0.0180012	0.132955	1.16397e-05	130475909
NA20882	nonAFR	0.0183428	0.134188	1.17476e-05	130475909
NA20884	nonAFR	0.0175149	0.13118	1.14842e-05	130475909
NA20885	nonAFR	0.0177097	0.131894	1.15468e-05	130475909
NA20886	nonAFR	0.0174962	0.131111	1.14782e-05	130475909
NA20887	nonAFR	0.0176571	0.131702	1.15299e-05	130475909
NA20888	nonAFR	0.017833	0.132344	1.15862e-05	130475909
NA20889	nonAFR	0.0176442	0.131654	1.15258e-05	130475909
NA20890	nonAFR	0.0174754	0.131034	1.14715e-05	130475909
NA20891	nonAFR	0.0175163	0.131185	1.14847e-05	130475909
NA20892	nonAFR	0.017868	0.132472	1.15973e-05	130475909
NA20894	nonAFR	0.0180211	0.133028	1.1646e-05	130475909
NA20895	nonAFR	0.0175181	0.131192	1.14853e-05	130475909
NA20896	nonAFR	0.01806	0.133169	1.16583e-05	130475909
NA20897	nonAFR	0.0175263	0.131222	1.14879e-05	130475909
NA20899	nonAFR	0.0181193	0.133383	1.16771e-05	130475909
NA20902	nonAFR	0.0180728	0.133215	1.16624e-05	130475909
NA20903	nonAFR	0.0175575	0.131336	1.14979e-05	130475909
NA20904	nonAFR	0.0178997	0.132587	1.16074e-05	130475909
NA20905	nonAFR	0.017727	0.131957	1.15523e-05	130475909
NA20906	nonAFR	0.0182916	0.134004	1.17315e-05	130475909
NA20908	nonAFR	0.0181962	0.133661	1.17014e-05	130475909
NA20910	nonAFR	0.0180175	0.133015	1.16449e-05	130475909
NA20911	nonAFR	0.0175953	0.131475	1.15101e-05	130475909
NA21086	nonAFR	0.0182617	0.133896	1.1722e-05	130475909
NA21087	nonAFR	0.0175212	0.131203	1.14863e-05	130475909
NA21088	nonAFR	0.018016	0.133009	1.16444e-05	130475909
NA21089	nonAFR	0.0178631	0.132454	1.15958e-05	130475909
NA21090	nonAFR	0.0177924	0.132196	1.15732e-05	130475909
NA21091	nonAFR	0.0174673	0.131005	1.14689e-05	130475909
NA21092	nonAFR	0.0177348	0.131986	1.15548e-05	130475909
NA21093	nonAFR	0.0175176	0.13119	1.14851e-05	130475909
NA21094	nonAFR	0.0174633	0.13099	1.14676e-05	130475909
NA21095	nonAFR	0.0169063	0.12892	1.12864e-05	130475909
NA21097	nonAFR	0.0178527	0.132416	1.15924e-05	130475909
NA21098	nonAFR	0.0175535	0.131322	1.14966e-05	130475909
NA21099	nonAFR	0.0175353	0.131255	1.14908e-05	130475909
NA21100	nonAFR	0.0174432	0.130916	1.14611e-05	130475909
NA21101	nonAFR	0.0183053	0.134053	1.17358e-05	130475909
NA21102	nonAFR	0.018072	0.133212	1.16621e-05	130475909
NA21103	nonAFR	0.0181321	0.133429	1.16811e-05	130475909
NA21104	nonAFR	0.0174622	0.130986	1.14672e-05	130475909
NA21107	nonAFR	0.017663	0.131723	1.15318e-05	130475909
NA21108	nonAFR	0.0177868	0.132176	1.15714e-05	130475909
NA21109	nonAFR	0.017401	0.13076	1.14475e-05	130475909
NA21110	nonAFR	0.0180727	0.133214	1.16624e-05	130475909
NA21111	nonAFR	0.017648	0.131668	1.1527e-05	130475909
NA21112	nonAFR	0.0176563	0.131699	1.15297e-05	130475909
NA21113	nonAFR	0.0174798	0.13105	1.14729e-05	130475909
NA21115	nonAFR	0.0175433	0.131284	1.14934e-05	130475909
NA21116	nonAFR	0.0177005	0.131861	1.15438e-05	130475909
NA21117	nonAFR	0.0176364	0.131626	1.15233e-05	130475909
NA21118	nonAFR	0.0176271	0.131592	1.15203e-05	130475909
NA21120	nonAFR	0.0182664	0.133913	1.17235e-05	130475909
NA21122	nonAFR	0.0180252	0.133042	1.16473e-05	130475909
NA21123	nonAFR	0.0177086	0.13189	1.15464e-05	130475909
NA21124	nonAFR	0.0175966	0.13148	1.15105e-05	130475909
NA21125	nonAFR	0.0181281	0.133415	1.16799e-05	130475909
NA21126	nonAFR	0.0174957	0.131109	1.1478e-05	130475909
NA21127	nonAFR	0.0178945	0.132568	1.16058e-05	130475909
NA21128	nonAFR	0.0175988	0.131488	1.15112e-05	130475909
NA21129	nonAFR	0.0174046	0.130773	1.14486e-05	130475909
NA21130	nonAFR	0.0173443	0.130551	1.14292e-05	130475909
NA21133	nonAFR	0.0176564	0.131699	1.15297e-05	130475909
NA21135	nonAFR	0.0175234	0.131211	1.1487e-05	130475909
NA21137	nonAFR	0.0181186	0.13338	1.16769e-05	130475909
NA21141	nonAFR	0.0179846	0.132895	1.16344e-05	130475909
NA21142	nonAFR	0.0179241	0.132676	1.16152e-05	130475909
NA21143	nonAFR	0.0182079	0.133702	1.17051e-05	130475909
NA21144	nonAFR	0.0178902	0.132552	1.16044e-05	130475909
HG02657	nonAFR	0.0178333	0.132345	1.15863e-05	130475909
HG02658	nonAFR	0.0153091	0.122779	1.07488e-05	130475909
HG03624	nonAFR	0.0176561	0.131698	1.15296e-05	130475909
HG03625	nonAFR	0.0163554	0.126838	1.11041e-05	130475909
HG03722	nonAFR	0.0172115	0.130059	1.13861e-05	130475909
HG03814	nonAFR	0.0180336	0.133073	1.165e-05	130475909
HG03815	nonAFR	0.017755	0.13206	1.15613e-05	130475909
HG03823	nonAFR	0.0183009	0.134037	1.17344e-05	130475909
HG03885	nonAFR	0.0175176	0.13119	1.14851e-05	130475909
HG03886	nonAFR	0.018329	0.134138	1.17432e-05	130475909
HG03943	nonAFR	0.0174817	0.131058	1.14735e-05	130475909
HG03944	nonAFR	0.0177122	0.131903	1.15476e-05	130475909
HG04198	nonAFR	0.0178615	0.132448	1.15952e-05	130475909
HG04200	nonAFR	0.0181684	0.13356	1.16926e-05	130475909
HGDP00511	nonAFR	0.0171247	0.129736	1.13578e-05	130475909
HGDP00512	nonAFR	0.0172199	0.13009	1.13888e-05	130475909
HGDP00513	nonAFR	0.0177151	0.131914	1.15485e-05	130475909
HGDP00514	nonAFR	0.0177191	0.131928	1.15498e-05	130475909
HGDP00515	nonAFR	0.017267	0.130264	1.14041e-05	130475909
HGDP00516	nonAFR	0.0179076	0.132616	1.16099e-05	130475909
HGDP00517	nonAFR	0.0179422	0.132741	1.16209e-05	130475909
HGDP00520	nonAFR	0.0178843	0.132531	1.16025e-05	130475909
HGDP00522	nonAFR	0.0172278	0.130119	1.13914e-05	130475909
HGDP00523	nonAFR	0.0177083	0.131889	1.15463e-05	130475909
HGDP00524	nonAFR	0.017786	0.132173	1.15712e-05	130475909
HGDP00525	nonAFR	0.0174051	0.130775	1.14488e-05	130475909
HGDP00527	nonAFR	0.0177402	0.132006	1.15565e-05	130475909
HGDP00531	nonAFR	0.0174338	0.130881	1.14581e-05	130475909
HGDP00534	nonAFR	0.0176712	0.131753	1.15344e-05	130475909
HGDP00535	nonAFR	0.0176899	0.131822	1.15404e-05	130475909
HGDP00536	nonAFR	0.0170678	0.129524	1.13393e-05	130475909
HGDP00537	nonAFR	0.0177435	0.132018	1.15576e-05	130475909
HGDP00538	nonAFR	0.0171119	0.129688	1.13537e-05	130475909
HGDP00539	nonAFR	0.0177112	0.1319	1.15473e-05	130475909
HGDP00557	nonAFR	0.0179073	0.132615	1.16098e-05	130475909
HGDP00558	nonAFR	0.017916	0.132646	1.16126e-05	130475909
HGDP00560	nonAFR	0.01794	0.132734	1.16202e-05	130475909
HGDP00561	nonAFR	0.0180726	0.133214	1.16623e-05	130475909
HGDP00562	nonAFR	0.017173	0.129916	1.13736e-05	130475909
HGDP00563	nonAFR	0.0169363	0.129033	1.12963e-05	130475909
HGDP00565	nonAFR	0.0178421	0.132377	1.15891e-05	130475909
HGDP00566	nonAFR	0.0181413	0.133462	1.1684e-05	130475909
HGDP00567	nonAFR	0.0181683	0.13356	1.16926e-05	130475909
HGDP00568	nonAFR	0.0164843	0.127329	1.11471e-05	130475909
HGDP00571	nonAFR	0.0167668	0.128397	1.12406e-05	130475909
HGDP00572	nonAFR	0.0180646	0.133185	1.16598e-05	130475909
HGDP00573	nonAFR	0.0173761	0.130668	1.14394e-05	130475909
HGDP00574	nonAFR	0.0176069	0.131518	1.15138e-05	130475909
HGDP00576	nonAFR	0.0178887	0.132547	1.16039e-05	130475909
HGDP00577	nonAFR	0.01703	0.129383	1.13269e-05	130475909
HGDP00582	nonAFR	0.0181319	0.133428	1.16811e-05	130475909
HGDP00583	nonAFR	0.0173637	0.130622	1.14354e-05	130475909
HGDP00584	nonAFR	0.0183344	0.134157	1.17449e-05	130475909
HGDP00586	nonAFR	0.0182863	0.133985	1.17298e-05	130475909
HGDP00587	nonAFR	0.0178737	0.132492	1.15991e-05	130475909
HGDP00591	nonAFR	0.0175513	0.131314	1.14959e-05	130475909
HGDP00594	nonAFR	0.0175329	0.131246	1.149e-05	130475909
HGDP00595	nonAFR	0.0164317	0.127129	1.11296e-05	130475909
HGDP00602	nonAFR	0.0177052	0.131878	1.15453e-05	130475909
HGDP00604	nonAFR	0.017097	0.129633	1.13488e-05	130475909
HGDP00606	nonAFR	0.0173583	0.130602	1.14337e-05	130475909
HGDP00607	nonAFR	0.0183477	0.134205	1.17491e-05	130475909
HGDP00608	nonAFR	0.0172563	0.130225	1.14006e-05	130475909
HGDP00611	nonAFR	0.0192109	0.137265	1.2017e-05	130475909
HGDP00612	nonAFR	0.0172873	0.13034	1.14107e-05	130475909
HGDP00613	nonAFR	0.0188122	0.135861	1.18941e-05	130475909
HGDP00614	nonAFR	0.0186373	0.13524	1.18397e-05	130475909
HGDP00619	nonAFR	0.0183968	0.134381	1.17645e-05	130475909
HGDP00620	nonAFR	0.018499	0.134747	1.17965e-05	130475909
HGDP00623	nonAFR	0.0166262	0.127866	1.11941e-05	130475909
HGDP00624	nonAFR	0.0177898	0.132187	1.15724e-05	130475909
HGDP00625	nonAFR	0.0178683	0.132473	1.15974e-05	130475909
HGDP00628	nonAFR	0.0167439	0.12831	1.1233e-05	130475909
HGDP00629	nonAFR	0.0168169	0.128585	1.1257e-05	130475909
HGDP00630	nonAFR	0.0168962	0.128883	1.12831e-05	130475909
HGDP00631	nonAFR	0.0167244	0.128237	1.12266e-05	130475909
HGDP00634	nonAFR	0.0182358	0.133803	1.17139e-05	130475909
HGDP00635	nonAFR	0.0189621	0.136391	1.19405e-05	130475909
HGDP00640	nonAFR	0.0188729	0.136076	1.19129e-05	130475909
HGDP00641	nonAFR	0.017665	0.131731	1.15325e-05	130475909
HGDP00642	nonAFR	0.0181257	0.133406	1.16791e-05	130475909
HGDP00647	nonAFR	0.0170364	0.129407	1.1329e-05	130475909
HGDP00667	nonAFR	0.017701	0.131862	1.1544e-05	130475909
HGDP00668	nonAFR	0.0168476	0.1287	1.12672e-05	130475909
HGDP00671	nonAFR	0.0168371	0.128661	1.12637e-05	130475909
HGDP00672	nonAFR	0.0168903	0.128861	1.12812e-05	130475909
HGDP00673	nonAFR	0.0174547	0.130958	1.14648e-05	130475909
HGDP00674	nonAFR	0.0167834	0.128459	1.1246e-05	130475909
HGDP00675	nonAFR	0.0177439	0.132019	1.15577e-05	130475909
HGDP00676	nonAFR	0.018085	0.133259	1.16663e-05	130475909
HGDP00677	nonAFR	0.0171935	0.129992	1.13802e-05	130475909
HGDP00678	nonAFR	0.0156146	0.123979	1.08538e-05	130475909
HGDP00679	nonAFR	0.0182319	0.133789	1.17127e-05	130475909
HGDP00680	nonAFR	0.0190937	0.136854	1.1981e-05	130475909
HGDP00686	nonAFR	0.0190123	0.136568	1.19559e-05	130475909
HGDP00687	nonAFR	0.0178409	0.132373	1.15887e-05	130475909
HGDP00688	nonAFR	0.0183613	0.134254	1.17534e-05	130475909
HGDP00689	nonAFR	0.0185357	0.134878	1.1808e-05	130475909
HGDP00690	nonAFR	0.0185493	0.134927	1.18123e-05	130475909
HGDP00691	nonAFR	0.0188295	0.135923	1.18994e-05	130475909
HGDP00692	nonAFR	0.0201027	0.140352	1.22872e-05	130475909
HGDP00693	nonAFR	0.0181696	0.133564	1.1693e-05	130475909
HGDP00694	nonAFR	0.0188256	0.135909	1.18982e-05	130475909
HGDP00701	nonAFR	0.0177993	0.132222	1.15754e-05	130475909
HGDP00723	nonAFR	0.0181949	0.133656	1.1701e-05	130475909
HGDP00724	nonAFR	0.0169826	0.129206	1.13114e-05	130475909
HGDP00729	nonAFR	0.0181659	0.133551	1.16918e-05	130475909
HGDP00730	nonAFR	0.0181981	0.133667	1.1702e-05	130475909
HGDP00731	nonAFR	0.018545	0.134912	1.18109e-05	130475909
HGDP00732	nonAFR	0.0180953	0.133296	1.16695e-05	130475909
HGDP00733	nonAFR	0.0181368	0.133446	1.16826e-05	130475909
HGDP00734	nonAFR	0.0177622	0.132086	1.15636e-05	130475909
HGDP00735	nonAFR	0.0181154	0.133369	1.16759e-05	130475909
HGDP00736	nonAFR	0.0185604	0.134966	1.18157e-05	130475909
HGDP00738	nonAFR	0.0185759	0.135022	1.18206e-05	130475909
HGDP00740	nonAFR	0.0187987	0.135813	1.18899e-05	130475909
HGDP00741	nonAFR	0.0186723	0.135365	1.18506e-05	130475909
HGDP00745	nonAFR	0.0178495	0.132404	1.15914e-05	130475909
HGDP00746	nonAFR	0.0189338	0.136291	1.19317e-05	130475909
HGDP00794	nonAFR	0.0175648	0.131363	1.15003e-05	130475909
HGDP00797	nonAFR	0.0176105	0.131531	1.1515e-05	130475909
HGDP00799	nonAFR	0.0175957	0.131477	1.15102e-05	130475909
HGDP00800	nonAFR	0.0176442	0.131655	1.15258e-05	130475909
HGDP00802	nonAFR	0.0175525	0.131318	1.14963e-05	130475909
HGDP00803	nonAFR	0.0168736	0.128798	1.12757e-05	130475909
HGDP00805	nonAFR	0.0176048	0.13151	1.15131e-05	130475909
HGDP00806	nonAFR	0.0171944	0.129995	1.13805e-05	130475909
HGDP00808	nonAFR	0.0170362	0.129406	1.13289e-05	130475909
HGDP00810	nonAFR	0.0169587	0.129117	1.13036e-05	130475909
HGDP00879	nonAFR	0.0172204	0.130092	1.1389e-05	130475909
HGDP00881	nonAFR	0.0177236	0.131945	1.15512e-05	130475909
HGDP00885	nonAFR	0.0176535	0.131688	1.15288e-05	130475909
HGDP00886	nonAFR	0.0173043	0.130403	1.14162e-05	130475909
HGDP00889	nonAFR	0.0180451	0.133115	1.16536e-05	130475909
HGDP00893	nonAFR	0.017413	0.130804	1.14513e-05	130475909
HGDP00899	nonAFR	0.017977	0.132868	1.1632e-05	130475909
HGDP00902	nonAFR	0.0176793	0.131783	1.1537e-05	130475909
HGDP01063	nonAFR	0.0168203	0.128598	1.12582e-05	130475909
HGDP01067	nonAFR	0.0163846	0.126949	1.11139e-05	130475909
HGDP01068	nonAFR	0.0173808	0.130685	1.1441e-05	130475909
HGDP01073	nonAFR	0.0169898	0.129233	1.13138e-05	130475909
HGDP01074	nonAFR	0.017603	0.131503	1.15126e-05	130475909
HGDP01075	nonAFR	0.0168396	0.12867	1.12645e-05	130475909
HGDP01077	nonAFR	0.0170218	0.129352	1.13242e-05	130475909
HGDP01149	nonAFR	0.0158441	0.124872	1.0932e-05	130475909
HGDP01151	nonAFR	0.0173025	0.130396	1.14156e-05	130475909
HGDP01152	nonAFR	0.0171858	0.129963	1.13777e-05	130475909
HGDP01155	nonAFR	0.0174051	0.130775	1.14488e-05	130475909
HGDP01162	nonAFR	0.0173883	0.130713	1.14434e-05	130475909
HGDP01164	nonAFR	0.0173989	0.130752	1.14468e-05	130475909
HGDP01166	nonAFR	0.0175553	0.131328	1.14972e-05	130475909
HGDP01174	nonAFR	0.0166195	0.127841	1.11919e-05	130475909
HGDP01177	nonAFR	0.0175845	0.131436	1.15066e-05	130475909
HGDP01254	nonAFR	0.0190393	0.136663	1.19643e-05	130475909
HGDP01255	nonAFR	0.0192248	0.137314	1.20213e-05	130475909
HGDP01256	nonAFR	0.0191213	0.136951	1.19895e-05	130475909
HGDP01257	nonAFR	0.0190019	0.136532	1.19528e-05	130475909
HGDP01258	nonAFR	0.0186004	0.135109	1.18282e-05	130475909
HGDP01259	nonAFR	0.0195385	0.138408	1.2117e-05	130475909
HGDP01260	nonAFR	0.0184651	0.134626	1.17859e-05	130475909
HGDP01261	nonAFR	0.0195344	0.138394	1.21158e-05	130475909
HGDP01263	nonAFR	0.0189248	0.136259	1.19289e-05	130475909
HGDP01264	nonAFR	0.0186889	0.135424	1.18558e-05	130475909
HGDP01265	nonAFR	0.018881	0.136105	1.19154e-05	130475909
HGDP01268	nonAFR	0.0187593	0.135674	1.18777e-05	130475909
HGDP01269	nonAFR	0.0182252	0.133765	1.17106e-05	130475909
HGDP01272	nonAFR	0.0185546	0.134946	1.18139e-05	130475909
HGDP01277	nonAFR	0.0188463	0.135982	1.19046e-05	130475909
HGDP01279	nonAFR	0.0189657	0.136404	1.19416e-05	130475909
HGDP01280	nonAFR	0.0194019	0.137933	1.20754e-05	130475909
HGDP01282	nonAFR	0.018822	0.135896	1.18971e-05	130475909
HGDP01357	nonAFR	0.0169182	0.128965	1.12903e-05	130475909
HGDP01358	nonAFR	0.0166561	0.127979	1.1204e-05	130475909
HGDP01361	nonAFR	0.0170071	0.129298	1.13194e-05	130475909
HGDP01367	nonAFR	0.0173323	0.130506	1.14253e-05	130475909
HGDP01369	nonAFR	0.0175168	0.131187	1.14848e-05	130475909
HGDP01372	nonAFR	0.0158824	0.125021	1.0945e-05	130475909
HGDP01373	nonAFR	0.0173905	0.130721	1.14441e-05	130475909
HGDP01374	nonAFR	0.0169284	0.129003	1.12937e-05	130475909
HGDP01376	nonAFR	0.016867	0.128773	1.12735e-05	130475909
HGDP01377	nonAFR	0.0167201	0.128221	1.12252e-05	130475909
HGDP01378	nonAFR	0.0166666	0.128019	1.12075e-05	130475909
HGDP01382	nonAFR	0.0177299	0.131968	1.15532e-05	130475909
HGDP01383	nonAFR	0.0170684	0.129526	1.13395e-05	130475909
HGDP01384	nonAFR	0.0173947	0.130737	1.14455e-05	130475909
HGDP01385	nonAFR	0.0173398	0.130534	1.14277e-05	130475909
HGDP01386	nonAFR	0.0178967	0.132576	1.16065e-05	130475909
HGDP01387	nonAFR	0.0177965	0.132211	1.15745e-05	130475909
HGDP01388	nonAFR	0.0181217	0.133392	1.16779e-05	130475909
HGDP01396	nonAFR	0.0175042	0.13114	1.14808e-05	130475909
HGDP01397	nonAFR	0.0173357	0.130519	1.14264e-05	130475909
HGDP01398	nonAFR	0.0179711	0.132846	1.16301e-05	130475909
HGDP01399	nonAFR	0.0179183	0.132655	1.16133e-05	130475909
HGDP01400	nonAFR	0.0180245	0.13304	1.16471e-05	130475909
HGDP01403	nonAFR	0.0175149	0.13118	1.14842e-05	130475909
HGDP01404	nonAFR	0.0175811	0.131423	1.15055e-05	130475909
LP6005441-DNA_A01	nonAFR	0.0173048	0.130405	1.14164e-05	130475909
LP6005441-DNA_A05	nonAFR	0.0165283	0.127496	1.11617e-05	130475909
LP6005441-DNA_A06	nonAFR	0.017204	0.130031	1.13836e-05	130475909
LP6005441-DNA_B01	nonAFR	0.0177871	0.132177	1.15715e-05	130475909
LP6005441-DNA_B05	nonAFR	0.0175437	0.131286	1.14935e-05	130475909
LP6005441-DNA_B06	nonAFR	0.0175863	0.131442	1.15072e-05	130475909
LP6005441-DNA_C02	nonAFR	0.017002	0.129279	1.13178e-05	130475909
LP6005441-DNA_C09	nonAFR	0.0170475	0.129448	1.13326e-05	130475909
LP6005441-DNA_C11	nonAFR	0.0166475	0.127947	1.12012e-05	130475909
LP6005441-DNA_D02	nonAFR	0.0172127	0.130063	1.13865e-05	130475909
LP6005441-DNA_D11	nonAFR	0.0176969	0.131847	1.15427e-05	130475909
LP6005441-DNA_E02	nonAFR	0.0165163	0.12745	1.11577e-05	130475909
LP6005441-DNA_F02	nonAFR	0.0179127	0.132634	1.16116e-05	130475909
LP6005441-DNA_G04	nonAFR	0.0165284	0.127496	1.11617e-05	130475909
LP6005441-DNA_G08	nonAFR	0.0185296	0.134856	1.18061e-05	130475909
LP6005441-DNA_G10	nonAFR	0.0171726	0.129914	1.13734e-05	130475909
LP6005441-DNA_G12	nonAFR	0.0173196	0.130459	1.14211e-05	130475909
LP6005441-DNA_H09	nonAFR	0.0182673	0.133916	1.17238e-05	130475909
LP6005441-DNA_H10	nonAFR	0.0176762	0.131772	1.1536e-05	130475909
LP6005441-DNA_H12	nonAFR	0.0174926	0.131098	1.1477e-05	130475909
LP6005443-DNA_D01	nonAFR	0.0181243	0.133401	1.16787e-05	130475909
LP6005592-DNA_B03	nonAFR	0.0176634	0.131725	1.15319e-05	130475909
SS6004468	nonAFR	0.017079	0.129566	1.13429e-05	130475909
SS6004474	nonAFR	0.0165109	0.12743	1.11559e-05	130475909
HGDP01273	nonAFR	0.018992	0.136496	1.19497e-05	130475909
HGDP01371	nonAFR	0.0169159	0.128956	1.12896e-05	130475909
HG00096	nonAFR	0.017153	0.129841	1.1367e-05	130475909
HG00097	nonAFR	0.0175487	0.131304	1.14951e-05	130475909
HG00099	nonAFR	0.0175506	0.131311	1.14957e-05	130475909
HG00100	nonAFR	0.0174725	0.131024	1.14706e-05	130475909
HG00101	nonAFR	0.0171171	0.129708	1.13554e-05	130475909
HG00102	nonAFR	0.0175387	0.131267	1.14919e-05	130475909
HG00105	nonAFR	0.017144	0.129808	1.13641e-05	130475909
HG00107	nonAFR	0.0168783	0.128815	1.12772e-05	130475909
HG00108	nonAFR	0.0170322	0.129391	1.13277e-05	130475909
HG00110	nonAFR	0.0169701	0.129159	1.13073e-05	130475909
HG00112	nonAFR	0.016937	0.129035	1.12965e-05	130475909
