name,human,chimpanzee,bonobo,description
ANKRD40CL,4,0,4,ANKRD40 C-terminal like
ANO7,4,2,4,anoctamin 7
ARAP2,4,3,4,ArfGAP with RhoGAP domain%2C ankyrin repeat and PH domain 2
ARHGAP17,4,3,4,Rho GTPase activating protein 17
ARHGEF10,4,3,4,Rho guanine nucleotide exchange factor 10
ARMS2,4,4,4,age-related maculopathy susceptibility 2
ASB13,4,3,4,ankyrin repeat and SOCS box containing 13
BCO2,4,4,4,beta-carotene oxygenase 2
BRME1,4,3,4,break repair meiotic recombinase recruitment factor 1
BSG,4,3,4,basigin (Ok blood group)
C1QTNF12,4,3,4,C1q and TNF related 12
CAMTA1,4,3,4,calmodulin binding transcription activator 1
CCDC187,4,4,4,coiled-coil domain containing 187
CCDC38,4,3,4,coiled-coil domain containing 38
CCDC66,4,3,4,coiled-coil domain containing 66
CD300C,4,4,4,CD300c molecule
CDH26,4,4,4,cadherin 26
CENPM,4,3,4,centromere protein M
CEP104,4,3,4,centrosomal protein 104
CFLAR,4,3,4,CASP8 and FADD like apoptosis regulator
CLHC1,4,4,4,clathrin heavy chain linker domain containing 1
CUBN,4,3,4,cubilin
CWC27,4,3,4,CWC27 spliceosome associated cyclophilin
DCANP1,4,3,4,dendritic cell associated nuclear protein 1
DDX60L,4,3,4,DExD/H-box 60 like
DYNLRB2,4,3,4,dynein light chain roadblock-type 2
EDDM13,4,3,4,epididymal protein 13
EFCC1,4,3,4,EF-hand and coiled-coil domain containing 1
ELMOD3,4,3,4,ELMO domain containing 3
ERAP1,4,3,4,endoplasmic reticulum aminopeptidase 1
EXD3,4,3,4,exonuclease 3'-5' domain containing 3
FBXO7,4,3,4,F-box protein 7
FBXW10B,4,4,4,F-box and WD repeat domain containing 10B
FCHSD1,4,3,4,FCH and double SH3 domains 1
FOXD4,4,0,4,forkhead box D4
FSCB,4,3,4,fibrous sheath CABYR binding protein
GALNS,4,4,4,galactosamine (N-acetyl)-6-sulfatase
GBGT1,4,4,4,globoside alpha-1%2C3-N-acetylgalactosaminyltransferase 1 (FORS blood group)
GOLGA6L2,4,4,4,golgin A6 family like 2
GPRC6A,4,4,4,G protein-coupled receptor class C group 6 member A
GUF1,4,3,4,GTP binding elongation factor GUF1
ICA1L,4,3,4,islet cell autoantigen 1 like
ITGA8,4,3,4,integrin subunit alpha 8
KIF27,4,4,4,kinesin family member 27
KLHDC4,4,3,4,kelch domain containing 4
LAIR1,4,4,4,leukocyte associated immunoglobulin like receptor 1
LILRB4,4,3,4,leukocyte immunoglobulin like receptor B4
LIPJ,4,4,4,lipase family member J
LMF1,4,3,4,lipase maturation factor 1
LPA,4,4,4,lipoprotein(a)
LRIG1,4,3,4,leucine rich repeats and immunoglobulin like domains 1
LRRC27,4,4,4,leucine rich repeat containing 27
LRRC74A,4,3,4,leucine rich repeat containing 74A
MALRD1,4,4,4,MAM and LDL receptor class A domain containing 1
MAPKAPK5,4,2,4,MAPK activated protein kinase 5
METTL6,4,3,4,methyltransferase 6%2C tRNA N3-cytidine
MICALL2,4,4,4,MICAL like 2
MROH2A,4,3,4,maestro heat like repeat family member 2A
MSRA,4,3,4,methionine sulfoxide reductase A
MUTYH,4,3,4,mutY DNA glycosylase
NEIL1,4,3,4,nei like DNA glycosylase 1
NLRP14,4,4,4,NLR family pyrin domain containing 14
NOX5,4,3,4,NADPH oxidase 5
NRAP,4,3,4,nebulin related anchoring protein
NRCAM,4,3,4,neuronal cell adhesion molecule
NWD1,4,4,4,NACHT and WD repeat domain containing 1
OBSL1,4,3,4,obscurin like cytoskeletal adaptor 1
OCA2,4,3,4,OCA2 melanosomal transmembrane protein
P2RX2,4,3,4,purinergic receptor P2X 2
PCSK9,4,3,4,proprotein convertase subtilisin/kexin type 9
