gene	description	Western	Western x Central	Central	Eastern
LOC107969532	uncharacterized LOC107969532	1	2	2	1
LOC104003202	uncharacterized LOC104003202	1	2	2	1
LOC134808706	uncharacterized LOC134808706	2	2	1	1
ZNF516	zinc finger protein 516	3	3	3	3
ZNF516-DT	ZNF516 divergent transcript	3	3	2	2
LOC129137916	uncharacterized LOC129137916	1	1	1	1
LOC107969535	uncharacterized LOC107969535	1	1	1	1
LOC134808632	uncharacterized LOC134808632	1	1	1	1
LOC134808633	uncharacterized LOC134808633	1	1	1	1
LOC129137832	uncharacterized LOC129137832	1	1	1	1
ZNF236	zinc finger protein 236	3	4	3	4
MBP	myelin basic protein	2	3	2	2
GALR1	galanin receptor 1	3	2	2	2
LOC112206297	small nucleolar RNA SNORA25	1	1	1	1
LOC134808634	uncharacterized LOC134808634	1	1	1	1
LOC112206340	U6 spliceosomal RNA	1	1	1	1
LOC112206272	uncharacterized LOC112206272	1	1	2	2
LOC129139083	5.8S ribosomal RNA	1	1	1	1
LOC129139084	18S ribosomal RNA	1	1	1	1
LOC134808697	ankyrin repeat domain-containing protein SOWAHC-like	3	3	1	3
SALL3	spalt like transcription factor 3	2	3	3	3
ATP9B	ATPase phospholipid transporting 9B (putative)	3	3	3	4
LOC134808687	uncharacterized LOC134808687	3	3	4	3
LOC107969539	uncharacterized LOC107969539	1	1	1	1
LOC104003208	filaggrin-2	3	3	4	4
LOC129138288	uncharacterized LOC129138288	1	4	1	2
NFATC1	nuclear factor of activated T cells 1	3	3	3	3
LOC134808660	uncharacterized LOC134808660	1	1	1	1
LOC134808659	uncharacterized LOC134808659	1	1	1	1
LOC104003209	uncharacterized LOC104003209	2	1	1	1
LOC104003210	uncharacterized LOC104003210	1	1	2	1
LOC134808665	uncharacterized LOC134808665	1	1	2	2
CTDP1	CTD phosphatase subunit 1	3	3	3	3
KCNG2	potassium voltage-gated channel modifier subfamily G member 2	2	2	2	3
SLC66A2	solute carrier family 66 member 2	2	2	2	2
LOC107969546	uncharacterized LOC107969546	1	1	1	1
HSBP1L1	heat shock factor binding protein 1 like 1	1	1	1	1
TXNL4A	thioredoxin like 4A	2	2	1	1
RBFA	ribosome binding factor A	3	3	3	2
LOC134808661	uncharacterized LOC134808661	1	1	1	1
ADNP2	ADNP homeobox 2	3	2	3	2
PARD6G	par-6 family cell polarity regulator gamma	3	3	1	3
LOC112206249	putative uncharacterized protein FLJ46235	2	3	3	2
LOC129137914	olfactory receptor 4F3/4F16/4F29	3	3	3	3
LOC747817	tubulin beta-8 chain-like	3	3	3	3
LOC129137867	uncharacterized LOC129137867	1	1	1	1
LOC107966597	forkhead box protein D4-like 3	3	3	3	3
LOC129137862	putative uncharacterized protein FLJ45355	4	4	3	3
LOC742692	uncharacterized LOC742692	1	1	2	1
LOC134808663	putative protein FAM157B	3	3	3	3
LOC129144070	uncharacterized LOC129144070	2	2	0	2
LOC134808662	putative uncharacterized protein FLJ44672	3	3	0	3
LOC129139155	28S ribosomal RNA	1	0	0	1
LOC129139147	5.8S ribosomal RNA	1	0	0	1
LOC129141605	18S ribosomal RNA	1	0	0	1
RBFOX1	RNA binding fox-1 homolog 1	3	3	3	3
LOC129137392	uncharacterized LOC129137392	2	2	1	2
LOC134808793	phosphoglucomutase-like protein 5	3	3	0	4
TMEM114	transmembrane protein 114	3	3	3	3
ABAT	4-aminobutyrate aminotransferase	3	3	3	3
LOC112205927	U7 small nuclear RNA	1	1	1	1
LOC129137271	uncharacterized LOC129137271	1	1	1	2
TMEM186	transmembrane protein 186	1	1	1	1
PMM2	phosphomannomutase 2	2	3	3	3
CARHSP1	calcium regulated heat stable protein 1	2	1	2	1
LITAFD	LITAF domain containing	1	3	3	3
USP7	ubiquitin specific peptidase 7	2	2	2	2
HAPSTR1	HUWE1 associated protein modifying stress responses	2	2	1	1
LOC107968784	uncharacterized LOC107968784	3	3	3	3
LOC129137273	uncharacterized LOC129137273	1	1	1	1
LOC129137493	uncharacterized LOC129137493	3	3	3	3
LOC104002511	uncharacterized LOC104002511	2	2	2	2
GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	3	3	2	3
LOC107968785	uncharacterized LOC107968785	1	1	1	1
LOC129137275	uncharacterized LOC129137275	1	1	1	1
ATF7IP2	activating transcription factor 7 interacting protein 2	2	3	3	3
LOC112205991	U6 spliceosomal RNA	1	1	1	1
EMP2	epithelial membrane protein 2	2	2	1	2
TEKT5	tektin 5	3	3	3	1
LOC107968788	uncharacterized LOC107968788	1	1	1	1
NUBP1	NUBP iron-sulfur cluster assembly factor 1, cytosolic	2	3	2	1
TVP23A	trans-golgi network vesicle protein 23 homolog A	4	4	3	3
CIITA	class II major histocompatibility complex transactivator	3	3	3	3
DEXI	Dexi homolog	3	3	3	3
CLEC16A	C-type lectin domain containing 16A	3	3	3	3
LOC129137277	ribosomal protein uL30-like	3	3	3	3
LOC134808735	uncharacterized LOC134808735	1	1	1	1
LOC129137278	uncharacterized LOC129137278	2	1	1	1
LOC104002516	uncharacterized LOC104002516	2	4	2	1
LOC129137279	uncharacterized LOC129137279	2	2	1	1
SOCS1	suppressor of cytokine signaling 1	1	1	1	1
TNP2	transition protein 2	1	3	3	2
PRM3	protamine 3	1	1	3	3
PRM2	protamine 2	3	1	1	3
PRM1	protamine 1	1	1	1	1
LOC112205968	small nucleolar RNA U13	1	1	1	1
RMI2	RecQ mediated genome instability 2	1	1	3	1
LOC101056957	uncharacterized LOC101056957	3	3	3	3
LITAF	lipopolysaccharide induced TNF factor	3	2	1	3
LOC134808736	uncharacterized LOC134808736	4	2	4	1
SNN	stannin	2	3	1	1
TXNDC11	thioredoxin domain containing 11	2	3	3	2
ZC3H7A	zinc finger CCCH-type containing 7A	3	3	3	3
RSL1D1	ribosomal L1 domain containing 1	3	3	3	3
GSPT1	G1 to S phase transition 1	3	2	2	2
NPIPB2	nuclear pore complex interacting protein family member B2	3	3	4	4
TNFRSF17	TNF receptor superfamily member 17	3	1	1	1
SNX29	sorting nexin 29	3	3	3	3
LOC738348	putative uncharacterized protein FLJ32790	4	4	3	4
LOC112205972	small nucleolar RNA ACA64	1	1	1	1
LOC104002522	uncharacterized LOC104002522	2	2	2	1
LOC104002528	uncharacterized LOC104002528	3	3	3	3
LOC134808782	uncharacterized LOC134808782	2	2	1	2
CPPED1	calcineurin like phosphoesterase domain containing 1	3	1	3	2
LOC112205946	small nucleolar RNA SNORA27	1	1	1	1
SHISA9	shisa family member 9	1	2	3	2
LOC104002525	uncharacterized LOC104002525	1	2	1	1
LOC129137478	uncharacterized LOC129137478	1	1	1	1
LOC107968793	uncharacterized LOC107968793	1	1	1	1
ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	3	3	3	1
LOC134808738	uncharacterized LOC134808738	1	1	1	1
LOC134808739	uncharacterized LOC134808739	1	2	1	2
MRTFB	myocardin related transcription factor B	3	2	2	2
LOC107968795	uncharacterized LOC107968795	2	1	1	1
TRNAT-CGU_2	transfer RNA threonine (anticodon CGU)	1	1	1	1
MIR193B	microRNA mir-193b	1	1	1	1
MIR365-1	microRNA mir-365-1	1	1	1	1
LOC740499	uncharacterized LOC740499	1	1	1	1
PARN	poly(A)-specific ribonuclease	3	3	1	3
LOC112205929	U7 small nuclear RNA	1	1	1	1
BFAR	bifunctional apoptosis regulator	3	3	2	2
PLA2G10	phospholipase A2 group X	4	1	1	1
LOC112205867	nuclear pore complex-interacting protein family member A7-like	4	4	3	3
RRN3	RRN3 homolog, RNA polymerase I transcription factor	3	3	1	2
NTAN1	N-terminal asparagine amidase	3	1	2	2
PDXDC1	pyridoxal dependent decarboxylase domain containing 1	2	3	2	4
LOC107968796	uncharacterized protein KIAA2013-like	3	3	3	3
LOC129135381	nuclear pore complex-interacting protein family member B12-like	3	3	3	3
LOC129137396	group 10 secretory phospholipase A2-like	1	3	3	3
LOC112205827	nuclear pore complex-interacting protein family member B12-like	3	3	3	3
LOC129137395	group 10 secretory phospholipase A2-like	1	3	3	3
LOC750787	nuclear pore complex-interacting protein family member B12	3	3	3	3
LOC739070	group 10 secretory phospholipase A2	1	1	0	3
LOC112204066	nuclear pore complex-interacting protein family member B12-like	3	3	0	3
LOC112205830	group 10 secretory phospholipase A2-like	1	3	1	3
LOC112205833	nuclear pore complex-interacting protein family member B12-like	3	3	3	3
MPV17L	MPV17 mitochondrial inner membrane protein like	3	3	1	3
BMERB1	bMERB domain containing 1	1	3	2	1
LOC134808740	uncharacterized LOC134808740	1	1	1	1
MARF1	meiosis regulator and mRNA stability factor 1	3	3	2	3
MIR484	microRNA mir-484	1	1	1	1
NDE1	nudE neurodevelopment protein 1	3	3	4	2
MYH11	myosin heavy chain 11	3	3	3	2
LOC112206003	U6 spliceosomal RNA	1	1	1	1
CEP20	centrosomal protein 20	3	3	3	2
LOC112205831	nuclear pore complex-interacting protein family member A5	3	3	3	3
LOC112207897	polycystin-1-like	3	4	4	4
LOC107973146	BOS complex subunit NOMO3-like	4	4	4	4
LOC112204142	uncharacterized LOC112204142	4	4	3	3
LOC104004456	large ribosomal subunit protein eL15-like	3	3	3	3
ABCC1	ATP binding cassette subfamily C member 1	3	3	3	3
LOC742522	ATP-binding cassette sub-family C member 6	3	3	3	3
LOC112207782	uncharacterized LOC112207782	2	2	2	2
LOC129135305	BOS complex subunit NOMO1-like	3	3	3	3
LOC107973063	polycystin-1	3	3	4	3
LOC749124	polycystin-1-like	3	3	3	3
LOC129137398	uncharacterized LOC129137398	1	1	1	1
LOC129137397	large ribosomal subunit protein eL15-like	3	4	3	3
LOC112206005	U6 spliceosomal RNA	1	1	1	1
LOC112207767	BOS complex subunit NOMO3	4	3	3	3
LOC739285	polycystin-1	4	3	3	3
LOC104002540	uncharacterized LOC104002540	1	1	1	1
LOC100614392	SREBP regulating gene protein-like	3	3	3	3
XYLT1	xylosyltransferase 1	3	3	3	3
LOC453957	large ribosomal subunit protein uL30-like	3	3	1	4
LOC112207763	nuclear pore complex-interacting protein family member A9-like	3	3	3	4
LOC112207891	polycystin-1-like	4	4	3	3
LOC112207969	BOS complex subunit NOMO3-like	4	4	4	4
LOC112206004	U6 spliceosomal RNA	1	1	1	1
LOC112205869	polycystin-1-like	3	1	3	3
LOC107972902	large ribosomal subunit protein eL15-like	3	1	3	3
LOC129137265	MAM and LDL-receptor class A domain-containing protein 1-like	3	2	0	0
LOC129137281	uncharacterized LOC129137281	1	1	1	1
LOC129135370	polycystin-1-like	3	2	3	3
LOC454345	BOS complex subunit NOMO1	3	3	3	3
LOC129137282	uncharacterized LOC129137282	3	4	3	3
LOC112207762	uncharacterized LOC112207762	4	4	3	3
RPS15A	ribosomal protein S15a	1	2	2	2
ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1	1	2	2	2
SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase	3	3	3	2
LOC112205966	small nucleolar RNA U13	1	1	1	1
LOC112205995	U6 spliceosomal RNA	1	1	1	1
TMC7	transmembrane channel like 7	3	4	3	3
COQ7	coenzyme Q7, hydroxylase	2	3	3	3
LOC134808794	uncharacterized LOC134808794	1	1	1	1
ITPRIPL2	ITPRIP like 2	1	2	2	1
SYT17	synaptotagmin 17	2	2	3	2
CLEC19A	C-type lectin domain containing 19A	2	3	3	2
LOC134808783	uncharacterized LOC134808783	2	1	1	1
TMC5	transmembrane channel like 5	3	3	3	3
LOC112205982	U4 spliceosomal RNA	1	1	1	1
GDE1	glycerophosphodiester phosphodiesterase 1	2	2	2	2
CCP110	centriolar coiled-coil protein 110	3	3	3	3
VPS35L	VPS35 endosomal protein sorting factor like	3	3	3	2
LOC134808796	uncharacterized LOC134808796	1	1	1	1
LOC134808795	uncharacterized LOC134808795	1	1	1	1
KNOP1	lysine rich nucleolar protein 1	4	4	4	4
IQCK	IQ motif containing K	2	3	3	3
LOC104002545	uncharacterized LOC104002545	1	1	1	1
GPRC5B	G protein-coupled receptor class C group 5 member B	2	2	3	3
LOC107968724	uncharacterized LOC107968724	1	1	1	1
GPR139	G protein-coupled receptor 139	1	1	2	2
LOC107968726	uncharacterized LOC107968726	4	1	1	1
LOC107968725	small nuclear ribonucleoprotein E-like	3	3	3	2
GP2	glycoprotein 2	3	3	4	3
UMOD	uromodulin	3	3	3	1
PDILT	protein disulfide isomerase like, testis expressed	3	3	3	3
ACSM5	acyl-CoA synthetase medium chain family member 5	3	3	3	3
LOC104002546	uncharacterized LOC104002546	1	2	2	2
ACSM2A	acyl-CoA synthetase medium chain family member 2A	3	3	2	3
ACSM2B	acyl-CoA synthetase medium chain family member 2B	3	3	3	3
LOC107973209	acyl-coenzyme A synthetase ACSM5, mitochondrial-like	3	3	3	4
ACSM1	acyl-CoA synthetase medium chain family member 1	3	4	4	4
LOC107968806	uncharacterized LOC107968806	2	1	1	2
THUMPD1	THUMP domain containing 1	2	2	3	2
ACSM3	acyl-CoA synthetase medium chain family member 3	3	3	4	3
ERI2	ERI1 exoribonuclease family member 2	1	3	3	4
LOC112205997	U6 spliceosomal RNA	1	1	1	1
REXO5	RNA exonuclease 5	3	3	3	2
DCUN1D3	defective in cullin neddylation 1 domain containing 3	1	2	2	1
LYRM1	LYR motif containing 1	4	4	4	4
DNAH3	dynein axonemal heavy chain 3	3	3	3	3
POLR3K	RNA polymerase III subunit K	1	1	1	2
SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	2	2	2	1
LDAF1	lipid droplet assembly factor 1	3	3	3	3
ZP2	zona pellucida glycoprotein 2	3	3	3	3
RHBDF1	rhomboid 5 homolog 1	3	3	3	3
ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	3	3	4	3
CRYM	crystallin mu	2	3	3	3
LOC101058359	phospholipid-transporting ATPase ABCA3-like	4	3	3	4
MPG	N-methylpurine DNA glycosylase	3	3	3	3
LOC100613237	putative protein SNX29P2	4	2	2	3
LOC129137403	serine/threonine-protein kinase SMG1-like	3	1	1	3
LOC749371	serine/threonine-protein kinase SMG1-like	3	3	3	3
NPRL3	NPR3 like, GATOR1 complex subunit	2	2	2	2
LOC745676	RNA polymerase I-specific transcription initiation factor RRN3	3	4	3	3
UQCRC2	ubiquinol-cytochrome c reductase core protein 2	2	2	1	2
LOC134808744	uncharacterized LOC134808744	1	1	1	1
PDZD9	PDZ domain containing 9	2	3	2	2
MOSMO	modulator of smoothened	1	1	1	2
LOC134808742	uncharacterized LOC134808742	1	1	1	1
LOC134808743	uncharacterized LOC134808743	1	1	1	1
VWA3A	von Willebrand factor A domain containing 3A	3	3	3	2
SDR42E2	short chain dehydrogenase/reductase family 42E, member 2	3	3	3	3
TRNAL-UAG_1	transfer RNA leucine (anticodon UAG)	1	1	1	1
EEF2K	eukaryotic elongation factor 2 kinase	3	3	3	4
TRNAL-AAG_8	transfer RNA leucine (anticodon AAG)	1	1	1	1
POLR3E	RNA polymerase III subunit E	3	3	2	3
CDR2	cerebellar degeneration related protein 2	3	1	1	1
LOC134808745	uncharacterized LOC134808745	1	1	1	1
LOC100615882	RNA polymerase I-specific transcription initiation factor RRN3	4	3	3	3
LOC129137399	nuclear pore complex-interacting protein family member A7	4	4	4	4
LOC129137402	putative RRN3-like protein RRN3P1	3	4	3	4
HBZ	hemoglobin subunit zeta	2	2	2	2
OTOA	otoancorin	3	3	3	3
LOC100608245	hemoglobin subunit zeta-like	2	2	2	1
HBM	hemoglobin subunit mu	1	3	3	3
METTL9	methyltransferase 9, His-X-His N1(pi)-histidine	1	1	1	1
IGSF6	immunoglobulin superfamily member 6	3	2	2	3
LOC112205990	U6 spliceosomal RNA	1	1	1	1
LOC112205988	U6 spliceosomal RNA	1	1	1	1
LOC129388389	hemoglobin subunit alpha	2	2	2	2
HBA2	hemoglobin subunit alpha 2	2	2	2	2
LOC107973150	serine/threonine-protein kinase SMG1-like	3	3	3	3
LOC129135254	uncharacterized LOC129135254	4	4	1	2
HBA1	hemoglobin subunit alpha 1	2	2	2	2
HBQ1	hemoglobin subunit theta 1	1	1	1	1
LOC129137268	hemoglobin subunit alpha-3-like	3	3	3	3
LOC129137404	nuclear pore complex-interacting protein family member B13	3	3	3	3
LOC129137286	otoancorin-like	3	3	3	3
LUC7L	LUC7 like	3	2	2	2
LOC129137405	uncharacterized LOC129137405	1	1	1	1
HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2	3	3	1	1
LOC100608743	renal cancer differentiation gene 1 protein-like	3	3	3	3
USP31	ubiquitin specific peptidase 31	3	3	3	2
SCNN1G	sodium channel epithelial 1 subunit gamma	3	3	2	2
FAM234A	family with sequence similarity 234 member A	3	3	3	3
SCNN1B	sodium channel epithelial 1 subunit beta	3	3	3	3
COG7	component of oligomeric golgi complex 7	3	2	3	3
LOC129137408	uncharacterized LOC129137408	1	1	1	1
RGS11	regulator of G protein signaling 11	4	3	3	3
GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	3	3	3	2
EARS2	glutamyl-tRNA synthetase 2, mitochondrial	3	3	3	2
ARHGDIG	Rho GDP dissociation inhibitor gamma	3	1	3	2
UBFD1	ubiquitin family domain containing 1	3	3	3	3
NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	2	2	1	2
PALB2	partner and localizer of BRCA2	3	3	3	3
PDIA2	protein disulfide isomerase family A member 2	3	3	3	3
DCTN5	dynactin subunit 5	2	2	2	2
AXIN1	axin 1	3	3	3	2
PLK1	polo like kinase 1	3	3	3	3
ERN2	endoplasmic reticulum to nucleus signaling 2	3	3	3	3
CHP2	calcineurin like EF-hand protein 2	2	1	3	2
PRKCB	protein kinase C beta	1	2	2	2
LOC112205851	uncharacterized LOC112205851	1	1	1	1
CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3	2	1	1	1
LOC112205945	small nucleolar RNA SNORA1	1	1	1	1
LOC112205931	U7 small nuclear RNA	1	1	1	1
MRPL28	mitochondrial ribosomal protein L28	3	3	3	2
RBBP6	RB binding protein 6, ubiquitin ligase	3	3	3	3
PGAP6	post-GPI attachment to proteins 6	4	3	3	3
TNRC6A	trinucleotide repeat containing adaptor 6A	3	3	3	3
LOC100611120	putative uncharacterized protein FLJ45256	4	1	3	3
LOC129137269	large ribosomal subunit protein uL23-like	3	2	3	2
DECR2	2,4-dienoyl-CoA reductase 2	3	3	1	1
SLC5A11	solute carrier family 5 member 11	4	3	3	3
NME4	NME/NM23 nucleoside diphosphate kinase 4	2	3	3	2
ARHGAP17	Rho GTPase activating protein 17	3	2	3	3
LOC129137321	uncharacterized LOC129137321	1	1	1	1
LOC134808746	uncharacterized LOC134808746	1	1	1	1
LOC112205871	uncharacterized LOC112205871	1	1	2	1
LCMT1	leucine carboxyl methyltransferase 1	1	3	3	2
RAB11FIP3	RAB11 family interacting protein 3	3	3	2	3
AQP8	aquaporin 8	3	3	1	2
ZKSCAN2	zinc finger with KRAB and SCAN domains 2	3	3	3	3
LOC129137322	uncharacterized LOC129137322	1	1	1	1
LOC107968813	uncharacterized LOC107968813	2	1	1	1
LOC107972317	cytochrome c-like	1	1	1	1
HS3ST4	heparan sulfate-glucosamine 3-sulfotransferase 4	3	3	3	2
LOC134808720	uncharacterized LOC134808720	2	1	1	1
LOC134808784	uncharacterized LOC134808784	2	2	2	2
CAPN15	calpain 15	3	3	4	3
NHLRC4	NHL repeat containing 4	1	2	1	1
PRR35	proline rich 35	3	3	3	3
PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	3	3	2	3
RAB40C	RAB40C, member RAS oncogene family	3	2	3	1
LOC129137323	uncharacterized LOC129137323	2	2	2	1
C18H16orf82	chromosome 18 C16orf82 homolog	1	3	3	3
LOC129137324	uncharacterized LOC129137324	1	1	1	1
KDM8	lysine demethylase 8	3	3	3	3
NSMCE1	NSE1 homolog, SMC5-SMC6 complex component	2	3	3	3
WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	3	3	3	1
METTL26	methyltransferase like 26	3	3	3	1
TRNAG-CCC_9	transfer RNA glycine (anticodon CCC)	1	1	1	1
LOC107968683	uncharacterized protein K04H4.2-like	3	3	3	1
IL4R	interleukin 4 receptor	3	3	3	3
MCRIP2	MAPK regulated corepressor interacting protein 2	3	3	2	1
IL21R	interleukin 21 receptor	3	3	3	3
LOC107968816	uncharacterized LOC107968816	1	1	1	1
LOC107968815	uncharacterized LOC107968815	2	2	2	1
LOC134808798	uncharacterized LOC134808798	1	1	1	1
GTF3C1	general transcription factor IIIC subunit 1	3	3	3	3
LOC134808721	uncharacterized LOC134808721	1	2	1	1
WDR90	WD repeat domain 90	3	3	3	3
KATNIP	katanin interacting protein	3	3	3	3
RHOT2	ras homolog family member T2	3	3	2	2
LOC107968684	uncharacterized LOC107968684	2	2	1	1
STUB1	STIP1 homology and U-box containing protein 1	2	2	1	2
RHBDL1	rhomboid like 1	3	3	3	3
JMJD8	jumonji domain containing 8	3	3	1	3
WDR24	WD repeat domain 24	2	3	1	2
GSG1L	GSG1 like	2	2	2	2
FBXL16	F-box and leucine rich repeat protein 16	1	2	1	1
LOC112206009	U6 spliceosomal RNA	1	1	1	1
LOC112205993	U6 spliceosomal RNA	1	1	1	1
XPO6	exportin 6	3	2	3	2
METRN	meteorin, glial cell differentiation regulator	3	2	2	2
ANTKMT	adenine nucleotide translocase lysine methyltransferase	1	1	1	2
LOC107968819	uncharacterized LOC107968819	1	1	1	1
LOC112205942	small nucleolar RNA SNORA25	1	1	1	1
CCDC78	coiled-coil domain containing 78	3	3	4	3
HAGHL	hydroxyacylglutathione hydrolase like	3	3	3	3
CIAO3	cytosolic iron-sulfur assembly component 3	3	3	2	3
SBK1	SH3 domain binding kinase 1	2	3	3	3
LOC749096	nuclear pore complex-interacting protein family member B8-like	4	3	3	1
LOC454016	eukaryotic translation initiation factor 3 subunit C	4	3	4	3
LOC129135382	battenin-like	4	4	4	3
LOC129137417	apolipoprotein B receptor-like	3	3	3	3
LOC129137503	small nucleolar RNA U13	1	1	1	1
LOC129135420	nuclear pore complex-interacting protein family member B15-like	3	3	3	3
LOC129137416	nuclear pore complex-interacting protein family member B8-like	3	3	3	3
LOC101057162	uncharacterized LOC101057162	3	3	3	1
LOC129135256	eukaryotic translation initiation factor 3 subunit C-like	4	4	3	3
LOC737549	battenin	4	4	3	3
LOC129137412	apolipoprotein B receptor-like	4	4	4	3
LOC129137502	small nucleolar RNA U13	1	1	1	1
LOC129137415	nuclear pore complex-interacting protein family member B8-like	4	4	4	4
LOC129135255	serine/threonine-protein kinase SMG1-like	4	4	4	3
MSLN	mesothelin	3	4	3	4
LOC129135326	mesothelin-like protein	4	3	3	4
LOC134808748	uncharacterized LOC134808748	1	1	1	1
LOC745403	otoancorin-like	3	3	3	3
RPUSD1	RNA pseudouridine synthase domain containing 1	2	3	3	2
LOC112207873	nuclear pore complex-interacting protein family member B8	4	4	4	3
CHTF18	chromosome transmission fidelity factor 18	3	3	3	3
LOC107973070	mpv17-like protein	3	3	1	3
SULT1A1	sulfotransferase family 1A member 1	4	4	2	4
LOC100608036	sulfotransferase 1A1-like	3	4	1	4
LOC100608678	uncharacterized LOC100608678	3	3	3	3
SULT1A2	sulfotransferase family 1A member 2	3	2	2	2
SGF29	SAGA complex associated factor 29	2	2	2	2
GNG13	G protein subunit gamma 13	1	2	1	1
NUPR1	nuclear protein 1, transcriptional regulator	3	3	1	3
LOC107968821	cytochrome c oxidase subunit NDUFA4-like	3	3	3	3
IL27	interleukin 27	2	2	3	1
LOC743592	apolipoprotein B receptor	3	3	3	3
LOC749530	battenin	3	4	3	4
LOC134808749	uncharacterized LOC134808749	3	3	3	3
LOC129137423	nuclear pore complex-interacting protein family member B8-like	3	3	3	3
LOC112205839	nuclear pore complex-interacting protein family member B15-like	3	3	3	3
LOC112205962	small nucleolar RNA U13	1	1	1	1
LOC112207590	battenin-like	4	4	4	3
LOC738352	eukaryotic translation initiation factor 3 subunit C	4	4	4	4
LOC129137424	nuclear pore complex-interacting protein family member B8-like	3	3	1	3
LOC112205840	uncharacterized LOC112205840	3	3	3	2
SULT1A3	sulfotransferase family 1A member 3	2	3	3	3
SLX1A	SLX1 homolog A, structure-specific endonuclease subunit	3	3	3	3
CORO1A	coronin 1A	1	3	1	1
BOLA2B	bolA family member 2B	3	3	4	4
LOC134808750	uncharacterized LOC134808750	1	1	1	1
MAPK3	mitogen-activated protein kinase 3	3	3	1	2
GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	1	1	1	1
YPEL3	yippee like 3	1	1	1	1
TBX6	T-box transcription factor 6	3	2	2	2
